Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380132129,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),A.J. Brown (15820064) (LOCKED),Calvin Ridley (15820060) (LOCKED),Hayden Hurst (15820370) (LOCKED),Nyheim Hines (15819886) (LOCKED),Rams (15820542),,RB,Rex Burkhead (15820030) (LOCKED),Rex Burkhead,15820030,RB/FLEX,4000,In Progress,NE,10.76
2380132130,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Tyreek Hill (15820054),Andy Isabella (15820324) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),49ers (15820550),,RB,J.J. Taylor (15820032) (LOCKED),J.J. Taylor,15820032,RB/FLEX,4000,In Progress,NE,2.8
2380132131,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Antonio Brown (15820086),Mecole Hardman (15820144),Robert Woods (15820084),Rob Gronkowski (15820362),Kenyan Drake (15819866) (LOCKED),Saints (15820541),,RB,Jakob Johnson (15820034) (LOCKED),Jakob Johnson,15820034,RB/FLEX,4000,In Progress,NE,2.73
2380132132,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),Brian Hill (15819990) (LOCKED),Keenan Allen (15820052) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Falcons (15820558) (LOCKED),,RB,Devine Ozigbo (15820010) (LOCKED),Devine Ozigbo,15820010,RB/FLEX,4000,In Progress,JAX,1.75
2380132133,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Gabriel Davis (15820258) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Travis Kelce (15820352),Derrick Henry (15819828) (LOCKED),Saints (15820541),,RB,Dare Ogunbowale (15820012) (LOCKED),Dare Ogunbowale,15820012,RB/FLEX,4000,In Progress,JAX,0.3
2380132134,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),A.J. Brown (15820064) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Darren Waller (15820354) (LOCKED),Clyde Edwards-Helaire (15819836),Chargers (15820555) (LOCKED),,RB,Nathan Cottrell (15820014) (LOCKED),Nathan Cottrell,15820014,RB/FLEX,4000,In Progress,JAX,0
2380132135,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Antonio Brown (15820086),Mecole Hardman (15820144),Tyreek Hill (15820054),Tyler Eifert (15820404) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Ryquell Armstead (15820016) (LOCKED),Ryquell Armstead,15820016,RB/FLEX,4000,In Progress,JAX,0
2380132136,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Russell Gage (15820126) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Darren Waller (15820354) (LOCKED),Nyheim Hines (15819886) (LOCKED),Bills (15820549) (LOCKED),,RB,Chris Thompson (15820018) (LOCKED),Chris Thompson,15820018,RB/FLEX,4000,In Progress,JAX,7.1
2380132137,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Matt Breida (15820000) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Robert Woods (15820084),Rob Gronkowski (15820362),Dalvin Cook (15819822) (LOCKED),Saints (15820541),,RB,D'Ernest Johnson (15820020) (LOCKED),D'Ernest Johnson,15820020,RB/FLEX,4000,In Progress,CLE,2.14
2380132138,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Keenan Allen (15820052) (LOCKED),Tee Higgins (15820128) (LOCKED),Darius Slayton (15820114) (LOCKED),Evan Engram (15820360) (LOCKED),Nyheim Hines (15819886) (LOCKED),Saints (15820541),,RB,Dontrell Hilliard (15820022) (LOCKED),Dontrell Hilliard,15820022,RB/FLEX,4000,In Progress,CLE,2
2380132139,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Andy Isabella (15820324) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Robert Woods (15820084),Hayden Hurst (15820370) (LOCKED),Josh Jacobs (15819830) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Johnny Stanton (15820024) (LOCKED),Johnny Stanton,15820024,RB/FLEX,4000,In Progress,CLE,0
2380132140,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Antonio Brown (15820086),Chris Godwin (15820078),Tyreek Hill (15820054),Tyler Eifert (15820404) (LOCKED),Zack Moss (15819880) (LOCKED),Raiders (15820557) (LOCKED),,QB,James Morgan (15819817) (LOCKED),James Morgan,15819817,QB,4000,In Progress,NYJ,0
2380132141,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Mike Williams (15820110) (LOCKED),Hunter Henry (15820358) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Jaguars (15820561) (LOCKED),,QB,Mike White (15819818) (LOCKED),Mike White,15819818,QB,4000,In Progress,NYJ,0
2380132142,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),James Robinson (15819838) (LOCKED),Jordan Wilkins (15820036) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Kyle Rudolph (15820396) (LOCKED),Clyde Edwards-Helaire (15819836),Saints (15820541),,RB,Ty Johnson (15819998) (LOCKED),Ty Johnson,15819998,RB/FLEX,4000,In Progress,NYJ,2.17
2380132143,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Tyreek Hill (15820054),Denzel Mims (15820174) (LOCKED),Jonnu Smith (15820368) (LOCKED),Nyheim Hines (15819886) (LOCKED),Saints (15820541),,RB,Matt Breida (15820000) (LOCKED),Matt Breida,15820000,RB/FLEX,4000,In Progress,MIA,3.51
2380132144,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),A.J. Brown (15820064) (LOCKED),Gabriel Davis (15820258) (LOCKED),Tyreek Hill (15820054),Mo Alie-Cox (15820400) (LOCKED),Derrick Henry (15819828) (LOCKED),49ers (15820550),,RB,DeAndre Washington (15820002) (LOCKED),DeAndre Washington,15820002,RB/FLEX,4000,In Progress,MIA,0.95
2380132145,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Darius Slayton (15820114) (LOCKED),Mike Williams (15820110) (LOCKED),Dawson Knox (15820388) (LOCKED),Kareem Hunt (15819860) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Malcolm Perry (15820004) (LOCKED),Malcolm Perry,15820004,RB/FLEX,4000,In Progress,MIA,2.88
2380132146,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Saints (15820541),,RB,Patrick Laird (15820006) (LOCKED),Patrick Laird,15820006,RB/FLEX,4000,In Progress,MIA,2.08
2380132147,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Nelson Agholor (15820116) (LOCKED),Robert Woods (15820084),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Josh Jacobs (15819830) (LOCKED),Jets (15820560) (LOCKED),,RB,Chandler Cox (15820008) (LOCKED),Chandler Cox,15820008,RB/FLEX,4000,In Progress,MIA,1.45
2380132148,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Chris Godwin (15820078),Jarvis Landry (15820100) (LOCKED),Travis Kelce (15820352),Kareem Hunt (15819860) (LOCKED),Saints (15820541),,QB,Kurt Benkert (15819816) (LOCKED),Kurt Benkert,15819816,QB,4000,In Progress,ATL,0
2380132149,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Rashard Higgins (15820130) (LOCKED),Jarvis Landry (15820100) (LOCKED),Darren Waller (15820354) (LOCKED),Alvin Kamara (15819826),Cardinals (15820546) (LOCKED),,RB,Devontae Booker (15819982) (LOCKED),Devontae Booker,15819982,RB/FLEX,4000,In Progress,LV,7.39
2380132150,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Mike Williams (15820110) (LOCKED),Rob Gronkowski (15820362),Kareem Hunt (15819860) (LOCKED),Cardinals (15820546) (LOCKED),,RB,Jalen Richard (15819984) (LOCKED),Jalen Richard,15819984,RB/FLEX,4000,In Progress,LV,3.92
2380132151,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Josh Jacobs (15819830) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Golden Tate (15820168) (LOCKED),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Saints (15820541),,RB,Theo Riddick (15819986) (LOCKED),Theo Riddick,15819986,RB/FLEX,4000,In Progress,LV,1.3
2380132152,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Green (15820164) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Darius Slayton (15820114) (LOCKED),Evan Engram (15820360) (LOCKED),Nyheim Hines (15819886) (LOCKED),Buccaneers (15820547),,RB,Alec Ingold (15819988) (LOCKED),Alec Ingold,15819988,RB/FLEX,4000,In Progress,LV,3
2380132153,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Denzel Mims (15820174) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Anthony Firkser (15820408) (LOCKED),Clyde Edwards-Helaire (15819836),Rams (15820542),,RB,Brian Hill (15819990) (LOCKED),Brian Hill,15819990,RB/FLEX,4000,In Progress,ATL,5.82
2380132154,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Mecole Hardman (15820144),Hayden Hurst (15820370) (LOCKED),Nyheim Hines (15819886) (LOCKED),49ers (15820550),,RB,Qadree Ollison (15819992) (LOCKED),Qadree Ollison,15819992,RB/FLEX,4000,In Progress,ATL,0.3
2380132155,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Tyreek Hill (15820054),Sammy Watkins (15820132),Tyler Eifert (15820404) (LOCKED),Matt Breida (15820000) (LOCKED),Bills (15820549) (LOCKED),,RB,Ito Smith (15819994) (LOCKED),Ito Smith,15819994,RB/FLEX,4000,In Progress,ATL,1.99
2380132156,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Evan Engram (15820360) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Chiefs (15820548),,RB,Keith Smith (15819996) (LOCKED),Keith Smith,15819996,RB/FLEX,4000,In Progress,ATL,0.77
2380132157,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Justin Jefferson (15820070) (LOCKED),Curtis Samuel (15820102) (LOCKED),Darren Waller (15820354) (LOCKED),Clyde Edwards-Helaire (15819836),Colts (15820545) (LOCKED),,WR,Hunter Renfrow (15820152) (LOCKED),Hunter Renfrow,15820152,WR/FLEX,4000,In Progress,LV,8.66
2380132158,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Darius Slayton (15820114) (LOCKED),Dawson Knox (15820388) (LOCKED),Kenyan Drake (15819866) (LOCKED),Raiders (15820557) (LOCKED),,RB,Dion Lewis (15819970) (LOCKED),Dion Lewis,15819970,RB/FLEX,4000,In Progress,NYG,4.35
2380132159,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Kendrick Bourne (15820150),Cooper Kupp (15820068),Robert Woods (15820084),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Colts (15820545) (LOCKED),,RB,Alfred Morris (15819972) (LOCKED),Alfred Morris,15819972,RB/FLEX,4000,In Progress,NYG,4.77
2380132160,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Antonio Brown (15820086),Mike Evans (15820074),Tyreek Hill (15820054),Darren Waller (15820354) (LOCKED),Matt Breida (15820000) (LOCKED),Broncos (15820559),,RB,Saquon Barkley (15819974) (LOCKED),Saquon Barkley,15819974,RB/FLEX,4000,In Progress,NYG,7.7
2380132161,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774) (LOCKED),Dalvin Cook (15819822) (LOCKED),Zack Moss (15819880) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,RB,Elijhaa Penny (15819976) (LOCKED),Elijhaa Penny,15819976,RB/FLEX,4000,In Progress,NYG,0.52
2380132162,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Hunter Henry (15820358) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Samaje Perine (15819978) (LOCKED),Samaje Perine,15819978,RB/FLEX,4000,In Progress,CIN,3.09
2380132163,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Rams (15820542),,RB,Trayveon Williams (15819980) (LOCKED),Trayveon Williams,15819980,RB/FLEX,4000,In Progress,CIN,2.2
2380132164,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Philip Rivers (15819771) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),A.J. Brown (15820064) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Broncos (15820559),,QB,Easton Stick (15819814) (LOCKED),Easton Stick,15819814,QB,4000,In Progress,LAC,-0.04
2380132165,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Brian Hill (15819990) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Travis Kelce (15820352),Alvin Kamara (15819826),Dolphins (15820540) (LOCKED),,QB,Jake Fromm (15819815) (LOCKED),Jake Fromm,15819815,QB,4000,In Progress,BUF,0
2380132166,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Tyreek Hill (15820054),Andy Isabella (15820324) (LOCKED),Sammy Watkins (15820132),Rob Gronkowski (15820362),Brian Hill (15819990) (LOCKED),Colts (15820545) (LOCKED),,RB,Joshua Kelley (15819960) (LOCKED),Joshua Kelley,15819960,RB/FLEX,4000,In Progress,LAC,7.06
2380132167,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Andy Isabella (15820324) (LOCKED),Christian Kirk (15820082) (LOCKED),Jakobi Meyers (15820096) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Troymaine Pope (15819962) (LOCKED),Troymaine Pope,15819962,RB/FLEX,4000,In Progress,LAC,6.23
2380132168,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Gabriel Davis (15820258) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Hunter Henry (15820358) (LOCKED),Clyde Edwards-Helaire (15819836),49ers (15820550),,RB,Gabe Nabers (15819964) (LOCKED),Gabe Nabers,15819964,RB/FLEX,4000,In Progress,LAC,2.3
2380132169,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Jalen Guyton (15820188) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Rams (15820542),,RB,T.J. Yeldon (15819966) (LOCKED),T.J. Yeldon,15819966,RB/FLEX,4000,In Progress,BUF,5.4
2380132170,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Fitzpatrick (15819780) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Jakeem Grant (15820162) (LOCKED),DeVante Parker (15820080) (LOCKED),Breshad Perriman (15820142) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Rams (15820542),,RB,Taiwan Jones (15819968) (LOCKED),Taiwan Jones,15819968,RB/FLEX,4000,In Progress,BUF,0
2380132171,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Sam Darnold (15819791) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Jamison Crowder (15820092) (LOCKED),DeVante Parker (15820080) (LOCKED),Breshad Perriman (15820142) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Bills (15820549) (LOCKED),,RB,Rodney Smith (15819946) (LOCKED),Rodney Smith,15819946,RB/FLEX,4000,In Progress,CAR,2.7
2380132172,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Russell Gage (15820126) (LOCKED),Christian Kirk (15820082) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Travis Kelce (15820352),Josh Jacobs (15819830) (LOCKED),Rams (15820542),,RB,Trenton Cannon (15819948) (LOCKED),Trenton Cannon,15819948,RB/FLEX,4000,In Progress,CAR,0.76
2380132173,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Tyreek Hill (15820054),Sammy Watkins (15820132),Hayden Hurst (15820370) (LOCKED),Nyheim Hines (15819886) (LOCKED),Jaguars (15820561) (LOCKED),,RB,Reggie Bonnafon (15819950) (LOCKED),Reggie Bonnafon,15819950,RB/FLEX,4000,In Progress,CAR,8.35
2380132174,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778) (LOCKED),Nick Chubb (15819832) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nelson Agholor (15820116) (LOCKED),Stefon Diggs (15820056) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Hayden Hurst (15820370) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Giants (15820543) (LOCKED),,RB,Alex Armah (15819952) (LOCKED),Alex Armah,15819952,RB/FLEX,4000,In Progress,CAR,0.5
2380132175,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Calvin Ridley (15820060) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Darren Waller (15820354) (LOCKED),Giovani Bernard (15819856) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Mike Boone (15819954) (LOCKED),Mike Boone,15819954,RB/FLEX,4000,In Progress,MIN,0.49
2380132176,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Derrick Henry (15819828) (LOCKED),KhaDarel Hodge (15820184) (LOCKED),Andy Isabella (15820324) (LOCKED),Jarvis Landry (15820100) (LOCKED),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),49ers (15820550),,RB,Ameer Abdullah (15819956) (LOCKED),Ameer Abdullah,15819956,RB/FLEX,4000,In Progress,MIN,2.2
