Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1769832918,Straight Cash Free Contest Series presented by Straight Talk Wireless,82064595,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,1. Column A lists all of your contest entries for this draftgroup
1769832919,AutoNation Free Football Challenge,82064632,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,2. Your current lineup is listed next to each entry (blank for reservations)
1769832940,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1769832941,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1769832942,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,5. For faster processing only include entries you are changing in the file you upload
1769832943,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,
1769832944,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1769833119,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Bilal Powell (13888106),Bilal Powell,13888106,RB/FLEX,3500,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,1.79
1769833120,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Steelers  (13888717),Steelers ,13888717,DST,3500,PIT@ARI 12/08/2019 04:25PM ET,PIT,12.08
1769833121,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Jakobi Meyers (13888386),Jakobi Meyers,13888386,WR/FLEX,3500,KC@NE 12/08/2019 04:25PM ET,NE,4.72
1769833122,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Dion Lewis (13888104),Dion Lewis,13888104,RB/FLEX,3500,TEN@OAK 12/08/2019 04:25PM ET,TEN,3.64
1769833123,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Willie Snead IV (13888362),Willie Snead IV,13888362,WR/FLEX,3400,BAL@BUF 12/08/2019 01:00PM ET,BAL,6.42
1769833124,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Steven Sims Jr. (13888358),Steven Sims Jr.,13888358,WR/FLEX,3400,WAS@GB 12/08/2019 01:00PM ET,WAS,3.52
1769833125,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Geronimo Allison (13888360),Geronimo Allison,13888360,WR/FLEX,3400,WAS@GB 12/08/2019 01:00PM ET,GB,5.31
1769833126,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Noah Fant (13888550),Noah Fant,13888550,TE/FLEX,3400,DEN@HOU 12/08/2019 01:00PM ET,DEN,6.81
1769833127,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,T.J. Hockenson (13888548),T.J. Hockenson,13888548,TE/FLEX,3400,DET@MIN 12/08/2019 01:00PM ET,DET,6.98
1769833128,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Rex Burkhead (13888108),Rex Burkhead,13888108,RB/FLEX,3400,KC@NE 12/08/2019 04:25PM ET,NE,6.84
1769833129,NFL $35K Quarter Jukebox [Just $0.25!] ,82184789,$0.25,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Zay Jones (13888354),Zay Jones,13888354,WR/FLEX,3400,TEN@OAK 12/08/2019 04:25PM ET,OAK,3.4
1769832960,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Kalif Raymond (13888356),Kalif Raymond,13888356,WR/FLEX,3400,TEN@OAK 12/08/2019 04:25PM ET,TEN,4.6
1769832961,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Christian Blake (13888366),Christian Blake,13888366,WR/FLEX,3300,CAR@ATL 12/08/2019 01:00PM ET,ATL,4.02
1769832962,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Jaeden Graham (13888552),Jaeden Graham,13888552,TE/FLEX,3300,CAR@ATL 12/08/2019 01:00PM ET,ATL,2.49
1769832963,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Isaiah McKenzie (13888370),Isaiah McKenzie,13888370,WR/FLEX,3300,BAL@BUF 12/08/2019 01:00PM ET,BUF,4.46
1769832964,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Chris Thompson (13888112),Chris Thompson,13888112,RB/FLEX,3300,WAS@GB 12/08/2019 01:00PM ET,WAS,9.49
1769832965,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Tim Patrick (13888372),Tim Patrick,13888372,WR/FLEX,3300,DEN@HOU 12/08/2019 01:00PM ET,DEN,3.25
1769832966,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Texans  (13888718),Texans ,13888718,DST,3300,DEN@HOU 12/08/2019 01:00PM ET,HOU,5.67
1769832967,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Irv Smith Jr. (13888554),Irv Smith Jr.,13888554,TE/FLEX,3300,DET@MIN 12/08/2019 01:00PM ET,MIN,5.06
1769832968,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Myles Gaskin (13888110),Myles Gaskin,13888110,RB/FLEX,3300,MIA@NYJ 12/08/2019 01:00PM ET,MIA,1.82
1769832969,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Pharoh Cooper (13888368),Pharoh Cooper,13888368,WR/FLEX,3300,PIT@ARI 12/08/2019 04:25PM ET,ARI,4.94
1769832970,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Demarcus Robinson (13888364),Demarcus Robinson,13888364,WR/FLEX,3300,KC@NE 12/08/2019 04:25PM ET,KC,7.16
1769832971,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Seth Roberts (13888384),Seth Roberts,13888384,WR/FLEX,3200,BAL@BUF 12/08/2019 01:00PM ET,BAL,3.2
1769832972,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Trey Quinn (13888382),Trey Quinn,13888382,WR/FLEX,3200,WAS@GB 12/08/2019 01:00PM ET,WAS,4.4
1769832973,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,DaeSean Hamilton (13888374),DaeSean Hamilton,13888374,WR/FLEX,3200,DEN@HOU 12/08/2019 01:00PM ET,DEN,2.07
1769832974,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Darren Fells (13888558),Darren Fells,13888558,TE/FLEX,3200,DEN@HOU 12/08/2019 01:00PM ET,HOU,8.42
1769832975,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Ty Johnson (13888114),Ty Johnson,13888114,RB/FLEX,3200,DET@MIN 12/08/2019 01:00PM ET,DET,3.81
1769832976,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Tre'Quan Smith (13888380),Tre'Quan Smith,13888380,WR/FLEX,3200,SF@NO 12/08/2019 01:00PM ET,NO,4.64
1769832977,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Jets  (13888719),Jets ,13888719,DST,3200,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,8.25
1769832978,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Parris Campbell (13888378),Parris Campbell,13888378,WR/FLEX,3200,IND@TB 12/08/2019 01:00PM ET,IND,5.82
1769832979,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,O.J. Howard (13888556),O.J. Howard,13888556,TE/FLEX,3200,IND@TB 12/08/2019 01:00PM ET,TB,5.74
1769832980,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,KeeSean Johnson (13888376),KeeSean Johnson,13888376,WR/FLEX,3200,PIT@ARI 12/08/2019 04:25PM ET,ARI,4.7
1769832981,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Saints  (13888721),Saints ,13888721,DST,3100,SF@NO 12/08/2019 01:00PM ET,NO,9.42
1769832982,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Dare Ogunbowale (13888116),Dare Ogunbowale,13888116,RB/FLEX,3100,IND@TB 12/08/2019 01:00PM ET,TB,4.84
1769832983,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Devin Funchess (13888390),Devin Funchess,13888390,WR/FLEX,3100,IND@TB 12/08/2019 01:00PM ET,IND,6.2
1769832984,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Jaguars  (13888722),Jaguars ,13888722,DST,3100,LAC@JAX 12/08/2019 04:05PM ET,JAX,6.83
1769832985,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Andy Isabella (13888388),Andy Isabella,13888388,WR/FLEX,3100,PIT@ARI 12/08/2019 04:25PM ET,ARI,2.96
1769832986,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Brandon Bolden (13888118),Brandon Bolden,13888118,RB/FLEX,3100,KC@NE 12/08/2019 04:25PM ET,NE,3.99
1769832987,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Jonnu Smith (13888560),Jonnu Smith,13888560,TE/FLEX,3100,TEN@OAK 12/08/2019 04:25PM ET,TEN,5.01
1769832988,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Mike Davis (13888204),Mike Davis,13888204,RB/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,1.46
1769832989,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Alex Armah (13888206),Alex Armah,13888206,RB/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,0.81
1769832990,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Kenjon Barner (13888208),Kenjon Barner,13888208,RB/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,1.57
1769832991,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Qadree Ollison (13888210),Qadree Ollison,13888210,RB/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,4.2
1769832992,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Keith Smith (13888212),Keith Smith,13888212,RB/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,0.08
1769832993,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Jarius Wright (13888506),Jarius Wright,13888506,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,3.51
1769832994,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Donte Moncrief (13888508),Donte Moncrief,13888508,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,0.72
1769832995,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,DeAndrew White (13888510),DeAndrew White,13888510,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,0.3
1769832996,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Brandon Zylstra (13888512),Brandon Zylstra,13888512,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,CAR,0
1769832997,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Olamide Zaccheaus (13888514),Olamide Zaccheaus,13888514,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,0
1769832998,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Brandon Powell (13888516),Brandon Powell,13888516,WR/FLEX,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,0
1769832999,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,DST,Falcons  (13888723),Falcons ,13888723,DST,3000,CAR@ATL 12/08/2019 01:00PM ET,ATL,3.92
1769833000,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Senorise Perry (13888122),Senorise Perry,13888122,RB/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BUF,0
1769833001,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,T.J. Yeldon (13888124),T.J. Yeldon,13888124,RB/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BUF,4.7
1769833002,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Patrick DiMarco (13888126),Patrick DiMarco,13888126,RB/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BUF,0.82
1769833003,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Justice Hill (13888200),Justice Hill,13888200,RB/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BAL,1.77
1769833004,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Patrick Ricard (13888202),Patrick Ricard,13888202,RB/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BAL,1.56
1769833005,NFL $75K mini-MAX [150 Entry Max],82184792,$0.50,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Robert Foster (13888406),Robert Foster,13888406,WR/FLEX,3000,BAL@BUF 12/08/2019 01:00PM ET,BUF,1.37
