Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2365050503,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,1. Column A lists all of your contest entries for this draftgroup
2365050504,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2365050505,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Colts (15784050),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2365050506,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2365050507,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),CeeDee Lamb (15783618),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Giovani Bernard (15783390) (LOCKED),Broncos (15784060),,5. For faster processing only include entries you are changing in the file you upload
2365050508,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,
2365050509,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2365074671,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Damiere Byrd (15783680) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),WAS Football Team (15784053) (LOCKED),,RB,D'Onta Foreman (15783490) (LOCKED),D'Onta Foreman,15783490,RB/FLEX,4000,In Progress,TEN,4.7
2365074672,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Taysom Hill (15783312) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),KJ Hamler (15783672),Julio Jones (15783562) (LOCKED),Emmanuel Sanders (15783622) (LOCKED),Jared Cook (15783880) (LOCKED),Dalvin Cook (15783342),Broncos (15784060),,RB,Darrynton Evans (15783492) (LOCKED),Darrynton Evans,15783492,RB/FLEX,4000,In Progress,TEN,1.05
2365074673,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),CeeDee Lamb (15783618),Mark Andrews (15783866) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,RB,Senorise Perry (15783494) (LOCKED),Senorise Perry,15783494,RB/FLEX,4000,In Progress,TEN,0.45
2365074674,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Tyler Boyd (15783600) (LOCKED),Denzel Mims (15783690),Adam Thielen (15783576),Dalton Schultz (15783890),Dalvin Cook (15783342),Falcons (15784062) (LOCKED),,RB,Khari Blasingame (15783496) (LOCKED),Khari Blasingame,15783496,RB/FLEX,4000,In Progress,TEN,1.32
2365074675,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Cam Sims (15783688) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,RB,Matt Breida (15783422),Matt Breida,15783422,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,3.96
2365074676,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Drew Lock (15783294),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Jerry Jeudy (15783612),DeVante Parker (15783598),Tim Patrick (15783628),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,RB,Jordan Howard (15783424),Jordan Howard,15783424,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,5.6
2365074677,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),James Conner (15783356) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Tee Higgins (15783590) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,RB,DeAndre Washington (15783470),DeAndre Washington,15783470,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,0.95
2365074678,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Antonio Gibson (15783376) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Denzel Mims (15783690),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,RB,Patrick Laird (15783472),Patrick Laird,15783472,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,2.15
2365074679,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Philip Rivers (15783292),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Davante Adams (15783560),KJ Hamler (15783672),Michael Pittman Jr. (15783636),Mo Alie-Cox (15783906),Dalvin Cook (15783342),Broncos (15784060),,RB,Malcolm Perry (15783474),Malcolm Perry,15783474,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,2.07
2365074680,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,P.J. Walker (15783309) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),DJ Moore (15783604) (LOCKED),Dallas Goedert (15783886) (LOCKED),Giovani Bernard (15783390) (LOCKED),Chargers (15784045),,RB,Chandler Cox (15783476),Chandler Cox,15783476,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,MIA,1.45
2365074681,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Andy Dalton (15783296),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Amari Cooper (15783610),Michael Gallup (15783660),Justin Jefferson (15783584),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,RB,Royce Freeman (15783478),Royce Freeman,15783478,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,DEN,3.46
2365074682,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Ryan Tannehill (15783287) (LOCKED),Giovani Bernard (15783390) (LOCKED),Duke Johnson (15783392) (LOCKED),A.J. Brown (15783568) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Broncos (15784060),,RB,LeVante Bellamy (15783480),LeVante Bellamy,15783480,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,DEN,0
2365074683,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Giovani Bernard (15783390) (LOCKED),Alvin Kamara (15783340) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Jets (15784065),,RB,Jeremy Cox (15783482),Jeremy Cox,15783482,RB/FLEX,4000,MIA@DEN 11/22/2020 04:05PM ET,DEN,0
2365074684,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),A.J. Green (15783674) (LOCKED),Tee Higgins (15783590) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Lions (15784057) (LOCKED),,QB,Josh Dobbs (15783331) (LOCKED),Josh Dobbs,15783331,QB,4000,In Progress,PIT,0
2365074685,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Jerry Jeudy (15783612),DeVante Parker (15783598),Adam Thielen (15783576),Mike Gesicki (15783876),Aaron Jones (15783346),Saints (15784049) (LOCKED),,RB,Chris Thompson (15783452) (LOCKED),Chris Thompson,15783452,RB/FLEX,4000,In Progress,JAX,7.1
2365074686,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Brandin Cooks (15783614) (LOCKED),A.J. Green (15783674) (LOCKED),Tee Higgins (15783590) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Dolphins (15784047),,RB,Devine Ozigbo (15783454) (LOCKED),Devine Ozigbo,15783454,RB/FLEX,4000,In Progress,JAX,0
2365074687,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Carson Wentz (15783291) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Travis Fulgham (15783602) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Jalen Reagor (15783646) (LOCKED),Austin Hooper (15783884) (LOCKED),Dalvin Cook (15783342),Saints (15784049) (LOCKED),,RB,Dare Ogunbowale (15783456) (LOCKED),Dare Ogunbowale,15783456,RB/FLEX,4000,In Progress,JAX,0.38
2365074688,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Dalvin Cook (15783342),Alvin Kamara (15783340) (LOCKED),Quintez Cephus (15783856) (LOCKED),Marvin Hall (15783656) (LOCKED),DJ Moore (15783604) (LOCKED),Logan Thomas (15783896) (LOCKED),Aaron Jones (15783346),WAS Football Team (15784053) (LOCKED),,RB,Ryquell Armstead (15783458) (LOCKED),Ryquell Armstead,15783458,RB/FLEX,4000,In Progress,JAX,0
2365074689,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Deshaun Watson (15783282) (LOCKED),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),Damiere Byrd (15783680) (LOCKED),Brandin Cooks (15783614) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jordan Akins (15784012) (LOCKED),Dalvin Cook (15783342),Falcons (15784062) (LOCKED),,RB,Anthony McFarland Jr. (15783460) (LOCKED),Anthony McFarland Jr.,15783460,RB/FLEX,4000,In Progress,PIT,2.2
2365074690,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),Tee Higgins (15783590) (LOCKED),Denzel Mims (15783690),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Eagles (15784055) (LOCKED),,RB,Jaylen Samuels (15783462) (LOCKED),Jaylen Samuels,15783462,RB/FLEX,4000,In Progress,PIT,0.55
2365074691,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Quintez Cephus (15783856) (LOCKED),DJ Moore (15783604) (LOCKED),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Duke Johnson (15783392) (LOCKED),Dolphins (15784047),,RB,Benny Snell Jr. (15783464) (LOCKED),Benny Snell Jr.,15783464,RB/FLEX,4000,In Progress,PIT,4.25
2365074692,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Philip Rivers (15783292),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),T.Y. Hilton (15783650),Michael Pittman Jr. (15783636),T.J. Hockenson (15783878) (LOCKED),Duke Johnson (15783392) (LOCKED),Chargers (15784045),,RB,Trey Edmunds (15783466) (LOCKED),Trey Edmunds,15783466,RB/FLEX,4000,In Progress,PIT,0
2365074693,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Drew Lock (15783294),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Jakeem Grant (15783682),Jerry Jeudy (15783612),Jakobi Meyers (15783620) (LOCKED),Noah Fant (15783872),Dalvin Cook (15783342),Chargers (15784045),,RB,Derek Watt (15783468) (LOCKED),Derek Watt,15783468,RB/FLEX,4000,In Progress,PIT,0
2365074694,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakeem Grant (15783682),DeVante Parker (15783598),Tim Patrick (15783628),Mark Andrews (15783866) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,TE,Eric Ebron (15783882) (LOCKED),Eric Ebron,15783882,TE/FLEX,4000,In Progress,PIT,8.92
2365074695,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Baker Mayfield (15783295) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Rashard Higgins (15783632) (LOCKED),Jarvis Landry (15783608) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,QB,Easton Stick (15783329),Easton Stick,15783329,QB,4000,NYJ@LAC 11/22/2020 04:05PM ET,LAC,-0.04
2365074696,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Justin Herbert (15783279),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Jalen Guyton (15783678),Denzel Mims (15783690),Mike Williams (15783616),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,QB,James Morgan (15783330),James Morgan,15783330,QB,4000,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,0
2365074697,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matt Ryan (15783284) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Julio Jones (15783562) (LOCKED),Denzel Mims (15783690),Calvin Ridley (15783570) (LOCKED),Jared Cook (15783880) (LOCKED),Duke Johnson (15783392) (LOCKED),Browns (15784051) (LOCKED),,RB,Joshua Kelley (15783426),Joshua Kelley,15783426,RB/FLEX,4000,NYJ@LAC 11/22/2020 04:05PM ET,LAC,7.6
2365074698,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Diontae Johnson (15783588) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,RB,Troymaine Pope (15783446),Troymaine Pope,15783446,RB/FLEX,4000,NYJ@LAC 11/22/2020 04:05PM ET,LAC,7.55
2365074699,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Logan Thomas (15783896) (LOCKED),Giovani Bernard (15783390) (LOCKED),Steelers (15784044) (LOCKED),,RB,Gabe Nabers (15783448),Gabe Nabers,15783448,RB/FLEX,4000,NYJ@LAC 11/22/2020 04:05PM ET,LAC,2.63
2365074700,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tee Higgins (15783590) (LOCKED),Jerry Jeudy (15783612),Cam Sims (15783688) (LOCKED),Logan Thomas (15783896) (LOCKED),Miles Sanders (15783350) (LOCKED),Chargers (15784045),,RB,Ty Johnson (15783450),Ty Johnson,15783450,RB/FLEX,4000,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,1.46
2365074701,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Justin Herbert (15783279),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Keenan Allen (15783564),Denzel Mims (15783690),Mike Williams (15783616),Dallas Goedert (15783886) (LOCKED),Aaron Jones (15783346),Patriots (15784052) (LOCKED),,DST,Chargers  (15784045),Chargers ,15784045,DST,4000,NYJ@LAC 11/22/2020 04:05PM ET,LAC,4.11
2365074702,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Drew Lock (15783294),Mike Davis (15783352) (LOCKED),Antonio Gibson (15783376) (LOCKED),KJ Hamler (15783672),Jerry Jeudy (15783612),DeVante Parker (15783598),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,RB,Peyton Barber (15783438) (LOCKED),Peyton Barber,15783438,RB/FLEX,4000,In Progress,WAS,3.41
2365074703,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),KJ Hamler (15783672),Terry McLaurin (15783572) (LOCKED),Drew Sample (15783914) (LOCKED),Aaron Jones (15783346),Titans (15784059) (LOCKED),,RB,Bryce Love (15783440) (LOCKED),Bryce Love,15783440,RB/FLEX,4000,In Progress,WAS,0
2365074704,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Justin Herbert (15783279),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Denzel Mims (15783690),Mike Williams (15783616),Hunter Henry (15783870),Dalvin Cook (15783342),Titans (15784059) (LOCKED),,RB,Samaje Perine (15783442) (LOCKED),Samaje Perine,15783442,RB/FLEX,4000,In Progress,CIN,3.08
2365074705,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Aaron Rodgers (15783278),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),Jakobi Meyers (15783620) (LOCKED),Michael Pittman Jr. (15783636),Robert Tonyan (15783898),Duke Johnson (15783392) (LOCKED),Panthers (15784056) (LOCKED),,RB,Trayveon Williams (15783444) (LOCKED),Trayveon Williams,15783444,RB/FLEX,4000,In Progress,CIN,2.2
2365074706,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Adrian Peterson (15783538) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Terry McLaurin (15783572) (LOCKED),DJ Moore (15783604) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,QB,Dak Prescott (15783328),Dak Prescott,15783328,QB,4000,DAL@MIN 11/22/2020 04:25PM ET,DAL,30.33
2365074707,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,P.J. Walker (15783309) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Quintez Cephus (15783856) (LOCKED),DJ Moore (15783604) (LOCKED),Mark Andrews (15783866) (LOCKED),James Conner (15783356) (LOCKED),Patriots (15784052) (LOCKED),,RB,Mike Boone (15783430),Mike Boone,15783430,RB/FLEX,4000,DAL@MIN 11/22/2020 04:25PM ET,MIN,0.49
2365074708,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Carson Wentz (15783291) (LOCKED),Duke Johnson (15783392) (LOCKED),Aaron Jones (15783346),Travis Fulgham (15783602) (LOCKED),Rashard Higgins (15783632) (LOCKED),Jalen Reagor (15783646) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Chargers (15784045),,RB,Ameer Abdullah (15783432),Ameer Abdullah,15783432,RB/FLEX,4000,DAL@MIN 11/22/2020 04:25PM ET,MIN,2.2
2365074709,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,P.J. Walker (15783309) (LOCKED),Giovani Bernard (15783390) (LOCKED),Aaron Jones (15783346),Robby Anderson (15783586) (LOCKED),Jerry Jeudy (15783612),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,RB,C.J. Ham (15783434),C.J. Ham,15783434,RB/FLEX,4000,DAL@MIN 11/22/2020 04:25PM ET,MIN,0.67
2365074710,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Philip Rivers (15783292),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),T.Y. Hilton (15783650),Terry McLaurin (15783572) (LOCKED),Michael Pittman Jr. (15783636),Robert Tonyan (15783898),Dalvin Cook (15783342),WAS Football Team (15784053) (LOCKED),,RB,Rico Dowdle (15783436),Rico Dowdle,15783436,RB/FLEX,4000,DAL@MIN 11/22/2020 04:25PM ET,DAL,0.65
2365074711,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Dalton Schultz (15783890),Aaron Jones (15783346),Ravens (15784046) (LOCKED),,WR,Russell Gage (15783654) (LOCKED),Russell Gage,15783654,WR/FLEX,3900,In Progress,ATL,9.08
2365074712,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),CeeDee Lamb (15783618),Dallas Goedert (15783886) (LOCKED),Giovani Bernard (15783390) (LOCKED),Steelers (15784044) (LOCKED),,TE,Austin Hooper (15783884) (LOCKED),Austin Hooper,15783884,TE/FLEX,3900,In Progress,CLE,7.23
2365074713,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Ryan Tannehill (15783287) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),KJ Hamler (15783672),Jonnu Smith (15783868) (LOCKED),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,WR,Marvin Hall (15783656) (LOCKED),Marvin Hall,15783656,WR/FLEX,3800,Final,DET,5.88
2365074714,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Quintez Cephus (15783856) (LOCKED),Terry McLaurin (15783572) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Saints (15784049) (LOCKED),,TE,Dallas Goedert (15783886) (LOCKED),Dallas Goedert,15783886,TE/FLEX,3800,In Progress,PHI,9.12
2365074715,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Tua Tagovailoa (15783290),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakeem Grant (15783682),KJ Hamler (15783672),Terry McLaurin (15783572) (LOCKED),Mike Gesicki (15783876),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,WR,Keelan Cole Sr. (15783658) (LOCKED),Keelan Cole Sr.,15783658,WR/FLEX,3800,In Progress,JAX,12.21
2365074716,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Kirk Cousins (15783285),Giovani Bernard (15783390) (LOCKED),Duke Johnson (15783392) (LOCKED),Amari Cooper (15783610),Terry McLaurin (15783572) (LOCKED),Adam Thielen (15783576),Irv Smith Jr. (15783894),Aaron Jones (15783346),Dolphins (15784047),,WR,Danny Amendola (15783662) (LOCKED),Danny Amendola,15783662,WR/FLEX,3700,Final,DET,7.7
2365074717,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Matthew Stafford (15783288) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Hall (15783656) (LOCKED),Terry McLaurin (15783572) (LOCKED),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Giovani Bernard (15783390) (LOCKED),Eagles (15784055) (LOCKED),,WR,Alshon Jeffery (15783664) (LOCKED),Alshon Jeffery,15783664,WR/FLEX,3700,In Progress,PHI,0
2365074718,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Baker Mayfield (15783295) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Jarvis Landry (15783608) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jalen Reagor (15783646) (LOCKED),Austin Hooper (15783884) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,TE,Zach Ertz (15783888) (LOCKED),Zach Ertz,15783888,TE/FLEX,3700,In Progress,PHI,8.3
2365074719,NFL $150K mini-MAX [150 Entry Max],96661118,$0.50,Joe Burrow (15783293) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Giovani Bernard (15783390) (LOCKED),Titans (15784059) (LOCKED),,WR,Michael Gallup (15783660),Michael Gallup,15783660,WR/FLEX,3700,DAL@MIN 11/22/2020 04:25PM ET,DAL,9.42
