Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tee Higgins (15512841),DJ Moore (15512789),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),Chris Carson (15512515),Ravens (15513305),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),DJ Chark Jr. (15512775),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Jordan Akins (15513143),Mike Davis (15512527),Buccaneers (15513311),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Justin Jefferson (15512803),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Mike Davis (15512527),WAS Football Team (15513329),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Keelan Cole (15512845),DK Metcalf (15512747),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Kenyan Drake (15512519),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Irv Smith Jr. (15513213),Chris Carson (15512515),Bears (15513317),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Cole Beasley (15512831),DJ Moore (15512789),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515),Texans (15513326),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438),Ezekiel Elliott (15512495),Alvin Kamara (15512493),Tyler Boyd (15512773),Keelan Cole (15512845),DeVante Parker (15512785),Tyler Eifert (15513135),Mike Davis (15512527),Vikings (15513322),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259696700,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Mike Davis (15512527),Ezekiel Elliott (15512495),Cole Beasley (15512831),Brandin Cooks (15512837),Stefon Diggs (15512749),Darren Waller (15513101),David Montgomery (15512535),Texans (15513326),,QB,Easton Stick (15512487),Easton Stick,15512487,QB,4000,LAC@TB 10/04/2020 01:00PM ET,LAC,0
2259696701,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Kenyan Drake (15512519),Ezekiel Elliott (15512495),Tyler Lockett (15512743),DeVante Parker (15512785),Laviska Shenault Jr. (15512851),Greg Olsen (15513117),Ronald Jones II (15512555),Texans (15513326),,RB,LeSean McCoy (15512669),LeSean McCoy,15512669,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,TB,4.23
2259696702,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Mike Davis (15512527),Alvin Kamara (15512493),Will Fuller V (15512779),Justin Jefferson (15512803),Allen Robinson II (15512753),Jordan Akins (15513143),Devin Singletary (15512521),Giants (15513325),,RB,Ke'Shawn Vaughn (15512671),Ke'Shawn Vaughn,15512671,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,TB,0
2259696703,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Dalvin Cook (15512497),Ezekiel Elliott (15512495),DJ Chark Jr. (15512775),Tee Higgins (15512841),Laviska Shenault Jr. (15512851),Darren Waller (15513101),Kenyan Drake (15512519),Giants (15513325),,RB,Kenjon Barner (15512673),Kenjon Barner,15512673,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,TB,0
2259696704,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),Alvin Kamara (15512493),Odell Beckham Jr. (15512783),Amari Cooper (15512755),Laviska Shenault Jr. (15512851),Dalton Schultz (15513113),Myles Gaskin (15512543),Chargers (15513319),,RB,T.J. Logan (15512675),T.J. Logan,15512675,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,TB,0
2259696705,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Ezekiel Elliott (15512495),Tyler Lockett (15512743),David Moore (15512903),Preston Williams (15512839),Hunter Henry (15513109),David Johnson (15512531),Saints (15513310),,RB,Justin Jackson (15512677),Justin Jackson,15512677,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,LAC,0.4
2259696706,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Alvin Kamara (15512493),Amari Cooper (15512755),Michael Gallup (15512771),KhaDarel Hodge (15512919),Jordan Akins (15513143),Kenyan Drake (15512519),Bears (15513317),,RB,Darius Bradwell (15512679),Darius Bradwell,15512679,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,LAC,0
2259696707,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Ezekiel Elliott (15512495),Will Fuller V (15512779),Justin Jefferson (15512803),Adam Thielen (15512759),Hunter Henry (15513109),Joe Mixon (15512525),Lions (15513328),,RB,Gabe Nabers (15512681),Gabe Nabers,15512681,RB/FLEX,4000,LAC@TB 10/04/2020 01:00PM ET,LAC,0
2259696708,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Kenyan Drake (15512519),Ezekiel Elliott (15512495),Kenny Golladay (15512777),Deonte Harris (15512909),DK Metcalf (15512747),T.J. Hockenson (15513107),Devin Singletary (15512521),Buccaneers (15513311),,RB,Travis Homer (15512653),Travis Homer,15512653,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,SEA,2.1
2259696709,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Kenyan Drake (15512519),Ezekiel Elliott (15512495),Tyler Boyd (15512773),Stefon Diggs (15512749),Laviska Shenault Jr. (15512851),Tyler Eifert (15513135),David Johnson (15512531),Rams (15513306),,RB,DeeJay Dallas (15512655),DeeJay Dallas,15512655,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
2259696710,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Ezekiel Elliott (15512495),DJ Chark Jr. (15512775),Kenny Golladay (15512777),A.J. Green (15512793),Tyler Eifert (15513135),David Johnson (15512531),Colts (15513313),,RB,Rashaad Penny (15512657),Rashaad Penny,15512657,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
2259696711,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Ezekiel Elliott (15512495),Isaiah Ford (15512891),DK Metcalf (15512747),David Moore (15512903),Darren Waller (15513101),Jonathan Taylor (15512509),Jaguars (15513318),,RB,Nick Bellore (15512659),Nick Bellore,15512659,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
2259696712,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Chris Carson (15512515),Ezekiel Elliott (15512495),Nelson Agholor (15512895),John Brown (15512805),DeAndre Hopkins (15512739),Darren Waller (15513101),Mike Davis (15512527),Giants (15513325),,RB,Matt Breida (15512661),Matt Breida,15512661,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,MIA,2.5
2259696713,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Mike Davis (15512527),Ezekiel Elliott (15512495),Marvin Jones Jr. (15512817),Tyler Lockett (15512743),Emmanuel Sanders (15512821),T.J. Hockenson (15513107),David Montgomery (15512535),Buccaneers (15513311),,RB,Patrick Laird (15512663),Patrick Laird,15512663,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,MIA,0.97
2259696714,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Mike Davis (15512527),Ezekiel Elliott (15512495),Randall Cobb (15512823),DK Metcalf (15512747),Adam Thielen (15512759),Irv Smith Jr. (15513213),Joe Mixon (15512525),Ravens (15513305),,RB,Malcolm Perry (15512665),Malcolm Perry,15512665,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,MIA,0
2259696715,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Ezekiel Elliott (15512495),Keelan Cole (15512845),A.J. Green (15512793),Laviska Shenault Jr. (15512851),Darren Waller (15513101),Jonathan Taylor (15512509),Cardinals (15513309),,RB,Chandler Cox (15512667),Chandler Cox,15512667,RB/FLEX,4000,SEA@MIA 10/04/2020 01:00PM ET,MIA,0
2259696716,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Ronald Jones II (15512555),Marvin Jones Jr. (15512817),Tyler Lockett (15512743),DK Metcalf (15512747),Mike Gesicki (15513103),David Montgomery (15512535),Texans (15513326),,QB,Jake Luton (15512485),Jake Luton,15512485,QB,4000,JAX@CIN 10/04/2020 01:00PM ET,JAX,0
2259696717,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),Devin Singletary (15512521),Tyler Lockett (15512743),DK Metcalf (15512747),DeVante Parker (15512785),Jordan Akins (15513143),Reece Fountain (15513077),Giants (15513325),,RB,Dare Ogunbowale (15512643),Dare Ogunbowale,15512643,RB/FLEX,4000,JAX@CIN 10/04/2020 01:00PM ET,JAX,0
2259696718,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Chris Carson (15512515),Ezekiel Elliott (15512495),Randall Cobb (15512823),Brandin Cooks (15512837),Adam Thielen (15512759),Darren Waller (15513101),Kenyan Drake (15512519),Lions (15513328),,RB,Devine Ozigbo (15512645),Devine Ozigbo,15512645,RB/FLEX,4000,JAX@CIN 10/04/2020 01:00PM ET,JAX,0
2259696719,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Mike Davis (15512527),Ezekiel Elliott (15512495),Isaiah Ford (15512891),Will Fuller V (15512779),Tyler Lockett (15512743),Greg Olsen (15513117),Devin Singletary (15512521),WAS Football Team (15513329),,RB,Bruce Miller (15512647),Bruce Miller,15512647,RB/FLEX,4000,JAX@CIN 10/04/2020 01:00PM ET,JAX,0.4
2259696720,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Kenyan Drake (15512519),Ezekiel Elliott (15512495),Will Fuller V (15512779),DeVante Parker (15512785),Adam Thielen (15512759),Jordan Akins (15513143),Ronald Jones II (15512555),Buccaneers (15513311),,RB,Samaje Perine (15512649),Samaje Perine,15512649,RB/FLEX,4000,JAX@CIN 10/04/2020 01:00PM ET,CIN,0
2259696721,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Chris Carson (15512515),Ezekiel Elliott (15512495),Randall Cobb (15512823),Will Fuller V (15512779),Justin Jefferson (15512803),T.J. Hockenson (15513107),Mike Davis (15512527),Chargers (15513319),,RB,Trayveon Williams (15512651),Trayveon Williams,15512651,RB/FLEX,4000,JAX@CIN 10/04/2020 01:00PM ET,CIN,0
2259696722,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Drew Brees (15512440),Chris Carson (15512515),Ezekiel Elliott (15512495),Kenny Golladay (15512777),Emmanuel Sanders (15512821),Tre'Quan Smith (15512815),Darren Waller (15513101),Kenyan Drake (15512519),Bears (15513317),,QB,Ben DiNucci (15512484),Ben DiNucci,15512484,QB,4000,CLE@DAL 10/04/2020 01:00PM ET,DAL,0
2259696723,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Ezekiel Elliott (15512495),Joe Mixon (15512525),Kenny Golladay (15512777),Marvin Jones Jr. (15512817),Emmanuel Sanders (15512821),Darren Waller (15513101),David Johnson (15512531),Ravens (15513305),,RB,Rico Dowdle (15512637),Rico Dowdle,15512637,RB/FLEX,4000,CLE@DAL 10/04/2020 01:00PM ET,DAL,0
2259696724,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448),Mike Davis (15512527),Ezekiel Elliott (15512495),Kenny Golladay (15512777),Tyler Lockett (15512743),DeVante Parker (15512785),Mike Gesicki (15513103),Ronald Jones II (15512555),Giants (15513325),,RB,D'Ernest Johnson (15512639),D'Ernest Johnson,15512639,RB/FLEX,4000,CLE@DAL 10/04/2020 01:00PM ET,CLE,0.17
2259696725,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515),Ezekiel Elliott (15512495),Cole Beasley (15512831),Stefon Diggs (15512749),Hunter Renfrow (15512833),Jimmy Graham (15513125),Kenyan Drake (15512519),Giants (15513325),,RB,Andy Janovich (15512641),Andy Janovich,15512641,RB/FLEX,4000,CLE@DAL 10/04/2020 01:00PM ET,CLE,1.1
2259696726,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Ezekiel Elliott (15512495),Joe Mixon (15512525),Stefon Diggs (15512749),DeVante Parker (15512785),Hunter Renfrow (15512833),Darren Waller (15513101),Ronald Jones II (15512555),Ravens (15513305),,TE,Austin Hooper (15513119),Austin Hooper,15513119,TE/FLEX,4000,CLE@DAL 10/04/2020 01:00PM ET,CLE,4.4
2259696727,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Mike Davis (15512527),Ezekiel Elliott (15512495),Will Fuller V (15512779),Kenny Golladay (15512777),Justin Jefferson (15512803),Kyle Rudolph (15513141),Jonathan Taylor (15512509),Rams (15513306),,RB,Alexander Mattison (15512619),Alexander Mattison,15512619,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,MIN,5.77
2259696728,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Ezekiel Elliott (15512495),David Johnson (15512531),Isaiah Ford (15512891),Tyler Lockett (15512743),DK Metcalf (15512747),Logan Thomas (15513131),David Montgomery (15512535),Lions (15513328),,RB,Ameer Abdullah (15512621),Ameer Abdullah,15512621,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
2259696729,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Drew Brees (15512440),Chris Carson (15512515),Ezekiel Elliott (15512495),DeAndre Hopkins (15512739),Marvin Jones Jr. (15512817),Tre'Quan Smith (15512815),Adam Trautman (15513295),Mike Davis (15512527),Buccaneers (15513311),,RB,Mike Boone (15512623),Mike Boone,15512623,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0
2259696730,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432),Ezekiel Elliott (15512495),Joe Mixon (15512525),Brandin Cooks (15512837),DJ Moore (15512789),Adam Thielen (15512759),Darren Fells (15513147),Devin Singletary (15512521),Ravens (15513305),,RB,C.J. Ham (15512625),C.J. Ham,15512625,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,MIN,0.83
2259696731,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448),Kenyan Drake (15512519),Ezekiel Elliott (15512495),Tyler Lockett (15512743),DeVante Parker (15512785),Preston Williams (15512839),Darren Waller (15513101),David Montgomery (15512535),Bengals (15513320),,RB,Duke Johnson (15512627),Duke Johnson,15512627,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,HOU,1.4
2259696732,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Kenyan Drake (15512519),Ezekiel Elliott (15512495),A.J. Green (15512793),Tee Higgins (15512841),DK Metcalf (15512747),Tyler Eifert (15513135),David Montgomery (15512535),Ravens (15513305),,RB,Buddy Howell (15512629),Buddy Howell,15512629,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0
2259696733,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Mike Davis (15512527),Ezekiel Elliott (15512495),Danny Amendola (15512875),Kenny Golladay (15512777),DeAndre Hopkins (15512739),Adam Trautman (15513295),Devin Singletary (15512521),Bills (15513308),,RB,C.J. Prosise (15512631),C.J. Prosise,15512631,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0.05
2259696734,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Mike Davis (15512527),Joe Mixon (15512525),Odell Beckham Jr. (15512783),Amari Cooper (15512755),Jarvis Landry (15512809),Mike Gesicki (15513103),Devin Singletary (15512521),Ravens (15513305),,RB,Scottie Phillips (15512633),Scottie Phillips,15512633,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0
2259696735,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Kenyan Drake (15512519),Joe Mixon (15512525),Tyler Lockett (15512743),DK Metcalf (15512747),Preston Williams (15512839),Austin Hooper (15513119),David Montgomery (15512535),Giants (15513325),,RB,Cullen Gillaspia (15512635),Cullen Gillaspia,15512635,RB/FLEX,4000,MIN@HOU 10/04/2020 01:00PM ET,HOU,0.8
2259696736,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),Devin Singletary (15512521),Odell Beckham Jr. (15512783),Michael Gallup (15512771),DK Metcalf (15512747),Dalton Schultz (15513113),David Montgomery (15512535),Giants (15513325),,RB,Saquon Barkley (15512593),Saquon Barkley,15512593,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,NYG,7.7
2259696737,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Dalvin Cook (15512497),Tyler Boyd (15512773),DJ Chark Jr. (15512775),Chris Conley (15512889),Hunter Henry (15513109),Mike Davis (15512527),Ravens (15513305),,RB,Elijhaa Penny (15512613),Elijhaa Penny,15512613,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
2259696738,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),Joe Mixon (15512525),Amari Cooper (15512755),CeeDee Lamb (15512799),Jarvis Landry (15512809),Darren Waller (15513101),David Montgomery (15512535),Buccaneers (15513311),,RB,Xavier Jones (15512615),Xavier Jones,15512615,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696739,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Kenyan Drake (15512519),Michael Gallup (15512771),CeeDee Lamb (15512799),Jarvis Landry (15512809),Darren Waller (15513101),Ronald Jones II (15512555),Rams (15513306),,RB,Raymond Calais (15512617),Raymond Calais,15512617,RB/FLEX,4000,NYG@LAR 10/04/2020 04:05PM ET,LAR,0
2259696740,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Dalvin Cook (15512497),Mike Davis (15512527),CeeDee Lamb (15512799),Jarvis Landry (15512809),Tyler Lockett (15512743),Austin Hooper (15513119),David Montgomery (15512535),Rams (15513306),,RB,Devontae Booker (15512605),Devontae Booker,15512605,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,LV,4.27
2259696741,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Dalvin Cook (15512497),Mike Davis (15512527),Kenny Golladay (15512777),DK Metcalf (15512747),Emmanuel Sanders (15512821),T.J. Hockenson (15513107),Joe Mixon (15512525),Giants (15513325),,RB,Alec Ingold (15512607),Alec Ingold,15512607,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,LV,3.53
2259696742,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Mike Davis (15512527),DJ Chark Jr. (15512775),Amari Cooper (15512755),Allen Robinson II (15512753),Tyler Eifert (15513135),Joe Mixon (15512525),Buccaneers (15513311),,RB,T.J. Yeldon (15512609),T.J. Yeldon,15512609,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,BUF,1.8
2259696743,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Mike Davis (15512527),Amari Cooper (15512755),KhaDarel Hodge (15512919),Allen Robinson II (15512753),Dalton Schultz (15513113),Devin Singletary (15512521),Ravens (15513305),,RB,Taiwan Jones (15512611),Taiwan Jones,15512611,RB/FLEX,4000,BUF@LV 10/04/2020 04:25PM ET,BUF,0
2259696744,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),Amari Cooper (15512755),Michael Gallup (15512771),Logan Thomas (15513131),David Johnson (15512531),Jaguars (15513318),,RB,Damien Harris (15512591),Damien Harris,15512591,RB/FLEX,4000,Postponed,NE,0
2259696745,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Chris Carson (15512515),Joe Mixon (15512525),Michael Gallup (15512771),CeeDee Lamb (15512799),DJ Moore (15512789),Austin Hooper (15513119),David Montgomery (15512535),Ravens (15513305),,RB,J.J. Taylor (15512595),J.J. Taylor,15512595,RB/FLEX,4000,Postponed,NE,2.8
2259696746,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Chris Carson (15512515),Mike Davis (15512527),DJ Chark Jr. (15512775),DeAndre Hopkins (15512739),Laviska Shenault Jr. (15512851),Drew Sample (15513137),Devin Singletary (15512521),Colts (15513313),,RB,Jakob Johnson (15512597),Jakob Johnson,15512597,RB/FLEX,4000,Postponed,NE,2.9
2259696747,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435),Chris Carson (15512515),Dalvin Cook (15512497),Tyler Boyd (15512773),Tee Higgins (15512841),Laviska Shenault Jr. (15512851),Darren Waller (15513101),Mike Davis (15512527),Rams (15513306),,RB,Darrel Williams (15512599),Darrel Williams,15512599,RB/FLEX,4000,Postponed,KC,3.3
2259696748,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Chris Carson (15512515),Dalvin Cook (15512497),Amari Cooper (15512755),KhaDarel Hodge (15512919),Jarvis Landry (15512809),Darren Waller (15513101),Kenyan Drake (15512519),Ravens (15513305),,RB,Darwin Thompson (15512601),Darwin Thompson,15512601,RB/FLEX,4000,Postponed,KC,0.73
2259696749,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426),Kenyan Drake (15512519),Joe Mixon (15512525),Odell Beckham Jr. (15512783),Tyler Lockett (15512743),David Moore (15512903),Mike Gesicki (15513103),David Johnson (15512531),Buccaneers (15513311),,RB,Anthony Sherman (15512603),Anthony Sherman,15512603,RB/FLEX,4000,Postponed,KC,2.57
2259696750,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515),Mike Davis (15512527),Odell Beckham Jr. (15512783),Stefon Diggs (15512749),Reece Fountain (15513077),Darren Waller (15513101),Devin Singletary (15512521),Ravens (15513305),,WR,N'Keal Harry (15512869),N'Keal Harry,15512869,WR/FLEX,4000,Postponed,NE,9.57
2259696751,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Joe Mixon (15512525),Odell Beckham Jr. (15512783),DJ Moore (15512789),Adam Thielen (15512759),Jordan Akins (15513143),Dalvin Cook (15512497),Buccaneers (15513311),,WR,Parris Campbell (15512881),Parris Campbell,15512881,WR/FLEX,3900,IND@CHI 10/04/2020 04:25PM ET,IND,7.35
2259696752,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Dalvin Cook (15512497),Mike Davis (15512527),Kenny Golladay (15512777),Marvin Jones Jr. (15512817),Tre'Quan Smith (15512815),Darren Waller (15513101),David Montgomery (15512535),Rams (15513306),,TE,Mo Alie-Cox (15513121),Mo Alie-Cox,15513121,TE/FLEX,3900,IND@CHI 10/04/2020 04:25PM ET,IND,12.37
2259696753,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Kenyan Drake (15512519),David Johnson (15512531),Odell Beckham Jr. (15512783),Amari Cooper (15512755),CeeDee Lamb (15512799),T.J. Hockenson (15513107),Devin Singletary (15512521),Giants (15513325),,WR,Phillip Dorsett II (15512879),Phillip Dorsett II,15512879,WR/FLEX,3900,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
2259696754,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438),Mike Davis (15512527),Joe Mixon (15512525),DJ Chark Jr. (15512775),Tyler Lockett (15512743),Laviska Shenault Jr. (15512851),Darren Waller (15513101),David Montgomery (15512535),Rams (15513306),,DST,Rams  (15513306),Rams ,15513306,DST,3900,NYG@LAR 10/04/2020 04:05PM ET,LAR,5
2259696755,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439),Chris Carson (15512515),Dalvin Cook (15512497),Odell Beckham Jr. (15512783),Marvin Jones Jr. (15512817),Tre'Quan Smith (15512815),T.J. Hockenson (15513107),Kenyan Drake (15512519),Bills (15513308),,WR,Demarcus Robinson (15512883),Demarcus Robinson,15512883,WR/FLEX,3900,Postponed,KC,3.6
2259696756,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429),Mike Davis (15512527),Joe Mixon (15512525),Amari Cooper (15512755),Michael Gallup (15512771),DK Metcalf (15512747),Austin Hooper (15513119),Ronald Jones II (15512555),Bengals (15513320),,TE,Jimmy Graham (15513125),Jimmy Graham,15513125,TE/FLEX,3800,IND@CHI 10/04/2020 04:25PM ET,CHI,12.77
2259696757,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442),Mike Davis (15512527),David Johnson (15512531),Odell Beckham Jr. (15512783),Michael Gallup (15512771),DK Metcalf (15512747),Austin Hooper (15513119),Jonathan Taylor (15512509),Saints (15513310),,DST,Steelers  (15513307),Steelers ,15513307,DST,3800,Postponed,PIT,9.33
2259696758,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445),Chris Carson (15512515),Mike Davis (15512527),Kenny Golladay (15512777),Jarvis Landry (15512809),Adam Thielen (15512759),Darren Fells (15513147),Dalvin Cook (15512497),Rams (15513306),,WR,Josh Gordon (15512885),Josh Gordon,15512885,WR/FLEX,3800,SEA@MIA 10/04/2020 01:00PM ET,SEA,0
