Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
3072163034,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Deebo Samuel (20851776),Cole Kmet (20852296),James Conner (20851468),Bengals (20852579),,1. Column A lists all of your contest entries for this draftgroup
3072178378,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Van Jefferson (20851834),Allen Robinson II (20851892),Deebo Samuel (20851776),George Kittle (20852270),James Conner (20851468),Bills (20852570),,2. Your current lineup is listed next to each entry (blank for reservations)
3072178379,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Van Jefferson (20851834),Cooper Kupp (20851772),Hunter Henry (20852286),James Conner (20851468),Texans (20852586),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
3072178380,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),Patrick Taylor (20851748),Christian Kirk (20851804),Tyler Lockett (20851796),DK Metcalf (20851792),Cole Kmet (20852296),Sony Michel (20851480),Colts (20852569),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
3072178381,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),Patrick Taylor (20851748),Mike Evans (20851788),DJ Moore (20851814),Allen Robinson II (20851892),Rob Gronkowski (20852272),James Conner (20851468),Bengals (20852579),,5. For faster processing only include entries you are changing in the file you upload
3072178382,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Hunter Henry (20852286),James Conner (20851468),Packers (20852572),,
3072178383,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Patrick Taylor (20851748),Robby Anderson (20851870),Justin Jefferson (20851780),DJ Moore (20851814),Rob Gronkowski (20852272),James Conner (20851468),WAS Football Team (20852576),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
3072178748,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),Najee Harris (20851452),David Montgomery (20851460),Kendrick Bourne (20851842),A.J. Brown (20851790),Jaylen Waddle (20851798),Jonnu Smith (20852466),Sony Michel (20851480),Colts (20852569),,RB,Sandro Platzgummer (20851732),Sandro Platzgummer,20851732,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,NYG,0
3072178749,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Sony Michel (20851480),Devin Singletary (20851476),Chase Claypool (20851836),DK Metcalf (20851792),Allen Robinson II (20851892),Zach Ertz (20852278),Rashaad Penny (20851464),Colts (20852569),,RB,Cullen Gillaspia (20851734),Cullen Gillaspia,20851734,RB/FLEX,4000,WAS@NYG 01/09/2022 01:00PM ET,NYG,0
3072178750,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Dare Ogunbowale (20851510),Brandon Aiyuk (20851816),Cooper Kupp (20851772),Ray-Ray McCloud III (20851908),Tyler Higbee (20852288),Devin Singletary (20851476),Titans (20852574),,QB,Kyle Sloter (20851430),Kyle Sloter,20851430,QB,4000,CHI@MIN 01/09/2022 01:00PM ET,MIN,0
3072178751,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Dalvin Cook (20851448),Najee Harris (20851452),Cyril Grayson (20851876),Tyler Johnson (20851884),DJ Moore (20851814),Hunter Henry (20852286),Sony Michel (20851480),WAS Football Team (20852576),,QB,Ryan Willis (20851431),Ryan Willis,20851431,QB,4000,CHI@MIN 01/09/2022 01:00PM ET,CHI,0
3072178752,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),D'Onta Foreman (20851490),Devin Singletary (20851476),Van Jefferson (20851834),Christian Kirk (20851804),DK Metcalf (20851792),Hunter Henry (20852286),Rashaad Penny (20851464),Saints (20852573),,RB,Wayne Gallman Jr. (20851708),Wayne Gallman Jr.,20851708,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,MIN,1.69
3072178753,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),D'Onta Foreman (20851490),Sony Michel (20851480),Mike Evans (20851788),DJ Moore (20851814),Amon-Ra St. Brown (20851794),Zach Ertz (20852278),Chuba Hubbard (20851516),Saints (20852573),,RB,A.J. Rose Jr. (20851710),A.J. Rose Jr.,20851710,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,MIN,0
3072178754,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Devin Singletary (20851476),Marvin Jones Jr. (20851878),Josh Reynolds (20851880),Deebo Samuel (20851776),George Kittle (20852270),Sony Michel (20851480),Steelers (20852578),,RB,C.J. Ham (20851712),C.J. Ham,20851712,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,MIN,1.95
3072178755,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Rex Burkhead (20851512),David Montgomery (20851460),A.J. Brown (20851790),Chase Claypool (20851836),Julio Jones (20851838),Zach Ertz (20852278),Sony Michel (20851480),Patriots (20852571),,RB,Jake Bargas (20851714),Jake Bargas,20851714,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,MIN,0
3072178756,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Najee Harris (20851452),David Montgomery (20851460),Mike Evans (20851788),Van Jefferson (20851834),DJ Moore (20851814),Zach Ertz (20852278),Ameer Abdullah (20851552),Titans (20852574),,RB,Ryan Nall (20851716),Ryan Nall,20851716,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,CHI,0.2
3072178757,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tua Tagovailoa (20851373),Najee Harris (20851452),David Montgomery (20851460),Kendrick Bourne (20851842),Christian Kirk (20851804),DeVante Parker (20851848),Mike Gesicki (20852280),Sony Michel (20851480),Bills (20852570),,RB,Tarik Cohen (20851718),Tarik Cohen,20851718,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,CHI,0
3072178758,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Sam Darnold (20851383),Dalvin Cook (20851448),D'Onta Foreman (20851490),Robby Anderson (20851870),Van Jefferson (20851834),DJ Moore (20851814),Rob Gronkowski (20852272),Devin Singletary (20851476),Colts (20852569),,RB,Ben Mason (20851720),Ben Mason,20851720,RB/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,CHI,0
3072178759,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kyler Murray (20851352),Najee Harris (20851452),David Montgomery (20851460),A.J. Green (20851826),Michael Pittman Jr. (20851806),Antoine Wesley (20851890),Gerald Everett (20852290),Sony Michel (20851480),Saints (20852573),,WR,Allen Robinson II (20851892),Allen Robinson II,20851892,WR/FLEX,4000,CHI@MIN 01/09/2022 01:00PM ET,CHI,7.34
3072178760,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Christian Kirk (20851804),Deebo Samuel (20851776),Hunter Henry (20852286),Eli Mitchell (20851478),Jaguars (20852593),,QB,P.J. Walker (20851426),P.J. Walker,20851426,QB,4000,CAR@TB 01/09/2022 04:25PM ET,CAR,3.56
3072178761,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Najee Harris (20851452),Devin Singletary (20851476),A.J. Brown (20851790),Nico Collins (20851900),Julio Jones (20851838),Zach Ertz (20852278),Eli Mitchell (20851478),Packers (20852572),,QB,Jordan Ta'amu (20851427),Jordan Ta'amu,20851427,QB,4000,CAR@TB 01/09/2022 04:25PM ET,CAR,0
3072178762,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),D'Onta Foreman (20851490),David Montgomery (20851460),Chase Claypool (20851836),Christian Kirk (20851804),Ray-Ray McCloud III (20851908),Mark Andrews (20852268),Sony Michel (20851480),Patriots (20852571),,QB,Kyle Trask (20851428),Kyle Trask,20851428,QB,4000,CAR@TB 01/09/2022 04:25PM ET,TB,0
3072178763,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Najee Harris (20851452),Devin Singletary (20851476),Cyril Grayson (20851876),DJ Moore (20851814),Breshad Perriman (20851844),Zach Ertz (20852278),Eli Mitchell (20851478),Giants (20852583),,QB,Ryan Griffin (20851429),Ryan Griffin,20851429,QB,4000,CAR@TB 01/09/2022 04:25PM ET,TB,0
3072178764,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Najee Harris (20851452),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Christian Kirk (20851804),Hunter Henry (20852286),Sony Michel (20851480),Steelers (20852578),,RB,Spencer Brown (20851696),Spencer Brown,20851696,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,CAR,0
3072178765,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Rex Burkhead (20851512),Devin Singletary (20851476),A.J. Brown (20851790),Christian Kirk (20851804),DK Metcalf (20851792),Anthony Firkser (20852308),Sony Michel (20851480),Colts (20852569),,RB,Christian McCaffrey (20851698),Christian McCaffrey,20851698,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,CAR,18.21
3072178766,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jared Goff (20851367),Najee Harris (20851452),David Montgomery (20851460),KhaDarel Hodge (20851976),Cooper Kupp (20851772),Amon-Ra St. Brown (20851794),Josiah Deguara (20852318),D'Onta Foreman (20851490),Jaguars (20852593),,RB,Giovanni Ricci (20851700),Giovanni Ricci,20851700,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,CAR,0
3072178767,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Najee Harris (20851452),David Montgomery (20851460),Tyler Lockett (20851796),DJ Moore (20851814),Antoine Wesley (20851890),Gerald Everett (20852290),Eli Mitchell (20851478),Bills (20852570),,RB,Kenjon Barner (20851702),Kenjon Barner,20851702,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,TB,0
3072178768,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),Dalvin Cook (20851448),Sony Michel (20851480),Kendrick Bourne (20851842),Christian Kirk (20851804),Jaylen Waddle (20851798),Hunter Henry (20852286),Devin Singletary (20851476),Packers (20852572),,RB,Giovani Bernard (20851704),Giovani Bernard,20851704,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,TB,4.92
3072178769,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matt Ryan (20851375),Najee Harris (20851452),Sony Michel (20851480),Marquez Callaway (20851840),Russell Gage (20851818),Christian Kirk (20851804),Kyle Pitts (20852274),Devin Singletary (20851476),Titans (20852574),,RB,Darwin Thompson (20851706),Darwin Thompson,20851706,RB/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,TB,0
3072178770,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),D'Onta Foreman (20851490),Devin Singletary (20851476),Marquise Brown (20851810),Diontae Johnson (20851784),Christian Kirk (20851804),Pat Freiermuth (20852282),Sony Michel (20851480),Falcons (20852582),,WR,Scotty Miller (20851894),Scotty Miller,20851894,WR/FLEX,4000,CAR@TB 01/09/2022 04:25PM ET,TB,0.86
3072178771,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),D'Onta Foreman (20851490),David Montgomery (20851460),Kendrick Bourne (20851842),Cooper Kupp (20851772),DeVante Parker (20851848),Jonnu Smith (20852466),Devin Singletary (20851476),Buccaneers (20852568),,DST,Buccaneers  (20852568),Buccaneers ,20852568,DST,4000,CAR@TB 01/09/2022 04:25PM ET,TB,8.38
3072178772,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),Najee Harris (20851452),Devin Singletary (20851476),Josh Reynolds (20851880),Allen Robinson II (20851892),Deebo Samuel (20851776),Tyler Higbee (20852288),Sony Michel (20851480),Titans (20852574),,QB,Jarrett Stidham (20851424),Jarrett Stidham,20851424,QB,4000,NE@MIA 01/09/2022 04:25PM ET,NE,0
3072178773,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),D'Onta Foreman (20851490),Rashaad Penny (20851464),Van Jefferson (20851834),Cooper Kupp (20851772),Allen Robinson II (20851892),Hunter Henry (20852286),Eli Mitchell (20851478),Jaguars (20852593),,QB,Jake Luton (20851425),Jake Luton,20851425,QB,4000,NE@MIA 01/09/2022 04:25PM ET,MIA,0
3072178774,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Sony Michel (20851480),David Montgomery (20851460),Christian Kirk (20851804),Tyler Lockett (20851796),Josh Reynolds (20851880),Dawson Knox (20852276),Rashaad Penny (20851464),Jaguars (20852593),,QB,Brian Hoyer (20851441),Brian Hoyer,20851441,QB,4000,NE@MIA 01/09/2022 04:25PM ET,NE,2.46
3072178775,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),Najee Harris (20851452),Sony Michel (20851480),Kendrick Bourne (20851842),Jakobi Meyers (20851830),Amon-Ra St. Brown (20851794),Mike Gesicki (20852280),Devin Singletary (20851476),Titans (20852574),,RB,J.J. Taylor (20851680),J.J. Taylor,20851680,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,3.9
3072178776,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Carson Wentz (20851360),Najee Harris (20851452),David Montgomery (20851460),Parris Campbell (20852236),Cooper Kupp (20851772),Michael Pittman Jr. (20851806),Luke Farrell (20852532),Devin Singletary (20851476),Steelers (20852578),,RB,James White (20851682),James White,20851682,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,10.4
3072178777,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Carson Wentz (20851360),Najee Harris (20851452),David Montgomery (20851460),Marvin Jones Jr. (20851878),Michael Pittman Jr. (20851806),Amon-Ra St. Brown (20851794),Mo Alie-Cox (20852312),Sony Michel (20851480),Buccaneers (20852568),,RB,Devine Ozigbo (20851684),Devine Ozigbo,20851684,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,0.47
3072178778,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tua Tagovailoa (20851373),D'Onta Foreman (20851490),David Montgomery (20851460),DeVante Parker (20851848),Amon-Ra St. Brown (20851794),Jaylen Waddle (20851798),Hunter Henry (20852286),Sony Michel (20851480),Buccaneers (20852568),,RB,Jakob Johnson (20851686),Jakob Johnson,20851686,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,0.52
3072178779,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),Najee Harris (20851452),David Montgomery (20851460),Van Jefferson (20851834),Jakobi Meyers (20851830),Jaylen Waddle (20851798),Hunter Henry (20852286),Devin Singletary (20851476),Buccaneers (20852568),,RB,Malcolm Brown (20851688),Malcolm Brown,20851688,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,MIA,3.21
3072178780,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),D'Onta Foreman (20851490),Najee Harris (20851452),A.J. Green (20851826),DK Metcalf (20851792),Allen Robinson II (20851892),Tyler Higbee (20852288),Rashaad Penny (20851464),Buccaneers (20852568),,RB,Patrick Laird (20851690),Patrick Laird,20851690,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,MIA,0.85
3072178781,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Najee Harris (20851452),David Montgomery (20851460),A.J. Brown (20851790),Christian Kirk (20851804),Nick Westbrook-Ikhine (20851886),Brevin Jordan (20852334),Eli Mitchell (20851478),Buccaneers (20852568),,RB,Gerrid Doaks (20851694),Gerrid Doaks,20851694,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,MIA,0
3072178782,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Brandon Allen (20851378),Dalvin Cook (20851448),Najee Harris (20851452),Cooper Kupp (20851772),Jarvis Landry (20851824),Stanley Morgan (20852038),Drew Sample (20852394),Devin Singletary (20851476),Titans (20852574),,RB,Brandon Bolden (20851766),Brandon Bolden,20851766,RB/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,6.47
3072178783,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Russell Wilson (20851356),Najee Harris (20851452),Devin Singletary (20851476),A.J. Green (20851826),Tyler Lockett (20851796),Darnell Mooney (20851808),Hunter Henry (20852286),Rashaad Penny (20851464),Jaguars (20852593),,TE,Hunter Henry (20852286),Hunter Henry,20852286,TE/FLEX,4000,NE@MIA 01/09/2022 04:25PM ET,NE,9.42
3072178784,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jimmy Garoppolo (20851363),Najee Harris (20851452),Devin Singletary (20851476),Van Jefferson (20851834),Christian Kirk (20851804),Josh Reynolds (20851880),George Kittle (20852270),Eli Mitchell (20851478),WAS Football Team (20852576),,QB,Jameis Winston (20851419),Jameis Winston,20851419,QB,4000,NO@ATL 01/09/2022 04:25PM ET,NO,17.34
3072178785,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Sam Darnold (20851383),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),DJ Moore (20851814),Deebo Samuel (20851776),Cameron Brate (20852310),D'Onta Foreman (20851490),Titans (20852574),,QB,Blake Bortles (20851420),Blake Bortles,20851420,QB,4000,NO@ATL 01/09/2022 04:25PM ET,NO,0
3072178786,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Jake Fromm (20851390),Najee Harris (20851452),David Montgomery (20851460),Kenny Golladay (20851832),Terry McLaurin (20851802),Amon-Ra St. Brown (20851794),Evan Engram (20852300),Sony Michel (20851480),Colts (20852569),,QB,Josh Rosen (20851421),Josh Rosen,20851421,QB,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,-0.31
3072178787,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kyler Murray (20851352),David Montgomery (20851460),Dare Ogunbowale (20851510),A.J. Green (20851826),Christian Kirk (20851804),Tyler Lockett (20851796),Hunter Henry (20852286),Devin Singletary (20851476),Falcons (20852582),,QB,Matt Barkley (20851422),Matt Barkley,20851422,QB,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,0
3072178788,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),D'Onta Foreman (20851490),Rashaad Penny (20851464),Darnell Mooney (20851808),K.J. Osborn (20851822),Amon-Ra St. Brown (20851794),Tyler Conklin (20852284),Sony Michel (20851480),Titans (20852574),,QB,AJ McCarron (20851423),AJ McCarron,20851423,QB,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,0
3072178789,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kyler Murray (20851352),D'Onta Foreman (20851490),Najee Harris (20851452),A.J. Green (20851826),Tyler Lockett (20851796),Antoine Wesley (20851890),Hunter Henry (20852286),Eli Mitchell (20851478),Colts (20852569),,RB,Dwayne Washington (20851668),Dwayne Washington,20851668,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,NO,0.37
3072178790,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),Dalvin Cook (20851448),D'Onta Foreman (20851490),Rashod Bateman (20851846),Chase Claypool (20851836),Amon-Ra St. Brown (20851794),Pat Freiermuth (20852282),Sony Michel (20851480),Bills (20852570),,RB,Adam Prentice (20851670),Adam Prentice,20851670,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,NO,0.63
3072178791,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kirk Cousins (20851358),Najee Harris (20851452),Devin Singletary (20851476),A.J. Brown (20851790),K.J. Osborn (20851822),Allen Robinson II (20851892),Tyler Conklin (20852284),Eli Mitchell (20851478),Buccaneers (20852568),,RB,Josh Adams (20851672),Josh Adams,20851672,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,NO,0
3072178792,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Matthew Stafford (20851355),David Montgomery (20851460),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Chase Claypool (20851836),Christian Kirk (20851804),Tyler Higbee (20852288),Eli Mitchell (20851478),Packers (20852572),,RB,Qadree Ollison (20851674),Qadree Ollison,20851674,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,1.83
3072178793,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),Sony Michel (20851480),David Montgomery (20851460),Brandin Cooks (20851800),Julio Jones (20851838),Amon-Ra St. Brown (20851794),Anthony Firkser (20852308),Rashaad Penny (20851464),Saints (20852573),,RB,Keith Smith (20851676),Keith Smith,20851676,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,1.02
3072178794,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),D'Onta Foreman (20851490),Najee Harris (20851452),Robby Anderson (20851870),Cyril Grayson (20851876),Justin Jefferson (20851780),Cameron Brate (20852310),Sony Michel (20851480),Saints (20852573),,RB,Caleb Huntley (20851678),Caleb Huntley,20851678,RB/FLEX,4000,NO@ATL 01/09/2022 04:25PM ET,ATL,0
3072178795,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Mac Jones (20851370),Dalvin Cook (20851448),D'Onta Foreman (20851490),Kendrick Bourne (20851842),Jakobi Meyers (20851830),DeVante Parker (20851848),Rob Gronkowski (20852272),Sony Michel (20851480),Bills (20852570),,QB,Kevin Hogan (20851416),Kevin Hogan,20851416,QB,4000,TEN@HOU 01/09/2022 01:00PM ET,TEN,0
3072178796,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ryan Tannehill (20851359),D'Onta Foreman (20851490),Najee Harris (20851452),Danny Amendola (20852100),A.J. Brown (20851790),Van Jefferson (20851834),Rob Gronkowski (20852272),Devin Singletary (20851476),Patriots (20852571),,QB,Deshaun Watson (20851417),Deshaun Watson,20851417,QB,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,0
3072178797,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Cam Newton (20851399),Najee Harris (20851452),Sony Michel (20851480),Brandin Cooks (20851800),Justin Jefferson (20851780),DJ Moore (20851814),Cameron Brate (20852310),Chuba Hubbard (20851516),Bills (20852570),,QB,Jeff Driskel (20851418),Jeff Driskel,20851418,QB,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,0
3072178798,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Kyler Murray (20851352),Najee Harris (20851452),D'Andre Swift (20851484),A.J. Green (20851826),Van Jefferson (20851834),Christian Kirk (20851804),Gerald Everett (20852290),Devin Singletary (20851476),Titans (20852574),,RB,Darrynton Evans (20851652),Darrynton Evans,20851652,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,TEN,3.8
3072178799,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Tom Brady (20851351),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),Breshad Perriman (20851844),Amon-Ra St. Brown (20851794),Cameron Brate (20852310),Devin Singletary (20851476),WAS Football Team (20852576),,RB,Jordan Wilkins (20851654),Jordan Wilkins,20851654,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,TEN,0
3072178800,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Davis Mills (20851372),Najee Harris (20851452),David Montgomery (20851460),Danny Amendola (20852100),A.J. Brown (20851790),Brandin Cooks (20851800),Dawson Knox (20852276),Sony Michel (20851480),Steelers (20852578),,RB,Tory Carter (20851656),Tory Carter,20851656,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,TEN,0
3072178801,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Carson Wentz (20851360),Dalvin Cook (20851448),Najee Harris (20851452),DK Metcalf (20851792),Michael Pittman Jr. (20851806),Laquon Treadwell (20851874),Jack Doyle (20852336),Sony Michel (20851480),Titans (20852574),,RB,Khari Blasingame (20851658),Khari Blasingame,20851658,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,TEN,0.05
3072178802,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Brandon Allen (20851378),Najee Harris (20851452),David Montgomery (20851460),Christian Kirk (20851804),Cooper Kupp (20851772),Donovan Peoples-Jones (20851882),Drew Sample (20852394),Chris Evans (20851564),Buccaneers (20852568),,RB,Jaylen Samuels (20851660),Jaylen Samuels,20851660,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,1.77
3072178803,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Case Keenum (20851395),Najee Harris (20851452),David Montgomery (20851460),Cooper Kupp (20851772),Jarvis Landry (20851824),Mike Thomas (20852040),David Njoku (20852304),Devin Singletary (20851476),Colts (20852569),,RB,Scottie Phillips (20851662),Scottie Phillips,20851662,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,1.4
3072178804,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Andy Dalton (20851371),Najee Harris (20851452),Sony Michel (20851480),Justin Jefferson (20851780),Darnell Mooney (20851808),Allen Robinson II (20851892),Hunter Henry (20852286),Rashaad Penny (20851464),Steelers (20852578),,RB,Darius Anderson (20851664),Darius Anderson,20851664,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,0
3072178805,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Ben Roethlisberger (20851368),Sony Michel (20851480),David Montgomery (20851460),Marquise Brown (20851810),Diontae Johnson (20851784),Ray-Ray McCloud III (20851908),Hunter Henry (20852286),Rashaad Penny (20851464),Buccaneers (20852568),,RB,Darius Jackson (20851666),Darius Jackson,20851666,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,0
3072178806,NFL $80K mini-MAX [150 Entry Max],121886010,$0.50,Sam Darnold (20851383),Najee Harris (20851452),Sony Michel (20851480),Christian Kirk (20851804),Darnell Mooney (20851808),DJ Moore (20851814),Rob Gronkowski (20852272),Ameer Abdullah (20851552),WAS Football Team (20852576),,RB,Royce Freeman (20851762),Royce Freeman,20851762,RB/FLEX,4000,TEN@HOU 01/09/2022 01:00PM ET,HOU,2.47
