Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380132175,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Dalvin Cook (15819822),Nyheim Hines (15819886),Keenan Allen (15820052),Gabriel Davis (15820258),Mike Williams (15820110),Darren Waller (15820354),Frank Gore (15819898),Vikings (15820556),,RB,Mike Boone (15819954),Mike Boone,15819954,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,MIN,0.49
2380132176,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Nick Chubb (15819832),Dalvin Cook (15819822),Cooper Kupp (15820068),Denzel Mims (15820174),Robert Woods (15820084),Jordan Reed (15820376),Wayne Gallman Jr. (15819876),Browns (15820544),,RB,Ameer Abdullah (15819956),Ameer Abdullah,15819956,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,MIN,2.2
2380132177,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Dalvin Cook (15819822),Josh Jacobs (15819830),Mike Evans (15820074),Mecole Hardman (15820144),Denzel Mims (15820174),Rob Gronkowski (15820362),Nyheim Hines (15819886),Rams (15820542),,RB,C.J. Ham (15819958),C.J. Ham,15819958,RB/FLEX,4000,CAR@MIN 11/29/2020 01:00PM ET,MIN,0.59
2380132178,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Wayne Gallman Jr. (15819876),James Robinson (15819838),Nelson Agholor (15820116),Julio Jones (15820066),Denzel Mims (15820174),Travis Kelce (15820352),Josh Jacobs (15819830),Saints (15820541),,RB,Dwayne Washington (15819934),Dwayne Washington,15819934,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,0.3
2380132179,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Kareem Hunt (15819860),A.J. Brown (15820064),Denzel Mims (15820174),Michael Pittman Jr. (15820120),Anthony Firkser (15820408),Alvin Kamara (15819826),Browns (15820544),,RB,Ty Montgomery (15819936),Ty Montgomery,15819936,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,2.05
2380132180,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Brian Hill (15819990),Nyheim Hines (15819886),Robby Anderson (15820076),Justin Jefferson (15820070),Robert Woods (15820084),Hunter Henry (15820358),Dalvin Cook (15819822),Chiefs (15820548),,RB,Michael Burton (15819938),Michael Burton,15819938,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,NO,1.08
2380132181,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Baker Mayfield (15819785),Dalvin Cook (15819822),Josh Jacobs (15819830),Keelan Cole Sr. (15820166),Tyreek Hill (15820054),Jarvis Landry (15820100),Austin Hooper (15820372),Nyheim Hines (15819886),Colts (15820545),,RB,Royce Freeman (15819940),Royce Freeman,15819940,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,3.46
2380132182,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Taysom Hill (15819770),Dalvin Cook (15819822),James Robinson (15819838),Denzel Mims (15820174),Emmanuel Sanders (15820124),Michael Thomas (15820058),Noah Fant (15820366),Nyheim Hines (15819886),Giants (15820543),,RB,LeVante Bellamy (15819942),LeVante Bellamy,15819942,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,0
2380132183,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Kenyan Drake (15819866),Kareem Hunt (15819860),Chris Godwin (15820078),Tyreek Hill (15820054),Demarcus Robinson (15820160),Darren Waller (15820354),Nyheim Hines (15819886),Cardinals (15820546),,RB,Jeremy Cox (15819944),Jeremy Cox,15819944,RB/FLEX,4000,NO@DEN 11/29/2020 04:05PM ET,DEN,0
2380132184,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769),Nyheim Hines (15819886),James Robinson (15819838),Robby Anderson (15820076),Justin Jefferson (15820070),DJ Moore (15820072),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Giants (15820543),,RB,JaMycal Hasty (15819910),JaMycal Hasty,15819910,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,4.44
2380132185,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Sterling Shepard (15820104),Mike Williams (15820110),Darren Waller (15820354),Devin Singletary (15819900),Patriots (15820553),,RB,Austin Walter (15819924),Austin Walter,15819924,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,2
2380132186,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tua Tagovailoa (15819776),Nick Chubb (15819832),Dalvin Cook (15819822),Jakeem Grant (15820162),Denzel Mims (15820174),DeVante Parker (15820080),Darren Waller (15820354),Nyheim Hines (15819886),Saints (15820541),,RB,Jeff Wilson Jr. (15819926),Jeff Wilson Jr.,15819926,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,12.56
2380132187,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Devin Singletary (15819900),A.J. Brown (15820064),Chris Godwin (15820078),Denzel Mims (15820174),Mo Alie-Cox (15820400),Derrick Henry (15819828),Rams (15820542),,RB,Kyle Juszczyk (15819928),Kyle Juszczyk,15819928,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,3.79
2380132188,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Dalvin Cook (15819822),James Robinson (15819838),Russell Gage (15820126),Andy Isabella (15820324),Calvin Ridley (15820060),Darren Waller (15820354),Devin Singletary (15819900),Giants (15820543),,RB,Xavier Jones (15819930),Xavier Jones,15819930,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132189,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Dalvin Cook (15819822),Brian Hill (15819990),Keenan Allen (15820052),Stefon Diggs (15820056),Andy Isabella (15820324),Austin Hooper (15820372),Devin Singletary (15819900),Vikings (15820556),,RB,Raymond Calais (15819932),Raymond Calais,15819932,RB/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,LAR,0
2380132190,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),Josh Jacobs (15819830),Tee Higgins (15820128),Denzel Mims (15820174),Darius Slayton (15820114),Travis Kelce (15820352),Wayne Gallman Jr. (15819876),Bills (15820549),,WR,Kendrick Bourne (15820150),Kendrick Bourne,15820150,WR/FLEX,4000,SF@LAR 11/29/2020 04:05PM ET,SF,8.09
2380132191,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Mike Davis (15819834),Kareem Hunt (15819860),Keenan Allen (15820052),Calvin Ridley (15820060),Henry Ruggs III (15820138),Hayden Hurst (15820370),Nyheim Hines (15819886),Rams (15820542),,QB,Ryan Griffin (15819813),Ryan Griffin,15819813,QB,4000,KC@TB 11/29/2020 04:25PM ET,TB,0
2380132192,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Taysom Hill (15819770),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),KJ Hamler (15820170),Emmanuel Sanders (15820124),Michael Thomas (15820058),Travis Kelce (15820352),Brian Hill (15819990),49ers (15820550),,RB,LeSean McCoy (15819912),LeSean McCoy,15819912,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,3.2
2380132193,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Dalvin Cook (15819822),James Robinson (15819838),Denzel Mims (15820174),Sterling Shepard (15820104),Golden Tate (15820168),Travis Kelce (15820352),Giovani Bernard (15819856),Saints (15820541),,RB,Ke'Shawn Vaughn (15819914),Ke'Shawn Vaughn,15819914,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,5.43
2380132194,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),A.J. Brown (15820064),Keelan Cole Sr. (15820166),Tyreek Hill (15820054),Jonnu Smith (15820368),Nyheim Hines (15819886),Bills (15820549),,RB,T.J. Logan (15819916),T.J. Logan,15819916,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,TB,0
2380132195,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Wayne Gallman Jr. (15819876),Nyheim Hines (15819886),Mike Evans (15820074),Chris Godwin (15820078),Justin Jefferson (15820070),Travis Kelce (15820352),Devin Singletary (15819900),Dolphins (15820540),,RB,Darrel Williams (15819918),Darrel Williams,15819918,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,4.02
2380132196,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Brian Hill (15819990),Nyheim Hines (15819886),Keenan Allen (15820052),Mecole Hardman (15820144),Curtis Samuel (15820102),Travis Kelce (15820352),Leonard Fournette (15819878),Dolphins (15820540),,RB,Darwin Thompson (15819920),Darwin Thompson,15819920,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,1.05
2380132197,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Nyheim Hines (15819886),James Robinson (15819838),Justin Jefferson (15820070),Curtis Samuel (15820102),Adam Thielen (15820062),Darren Waller (15820354),Zack Moss (15819880),Rams (15820542),,RB,Anthony Sherman (15819922),Anthony Sherman,15819922,RB/FLEX,4000,KC@TB 11/29/2020 04:25PM ET,KC,1.54
2380132198,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Mike Davis (15819834),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Denzel Mims (15820174),Mike Williams (15820110),Travis Kelce (15820352),Devin Singletary (15819900),Giants (15820543),,QB,Trace McSorley (15847529),Trace McSorley,15847529,QB,4000,Postponed,BAL,0
2380132199,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Wayne Gallman Jr. (15819876),Brian Hill (15819990),Robby Anderson (15820076),Tyreek Hill (15820054),Justin Jefferson (15820070),Kyle Rudolph (15820396),Alvin Kamara (15819826),Rams (15820542),,QB,Josh Dobbs (15847530),Josh Dobbs,15847530,QB,4000,Postponed,PIT,0
2380132200,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Mike Davis (15819834),Nyheim Hines (15819886),Mike Evans (15820074),Tyreek Hill (15820054),Cooper Kupp (15820068),Rob Gronkowski (15820362),Brian Hill (15819990),Giants (15820543),,RB,Justice Hill (15847539),Justice Hill,15847539,RB/FLEX,4000,Postponed,BAL,0.26
2380132201,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Nyheim Hines (15819886),James Robinson (15819838),Keenan Allen (15820052),Cole Beasley (15820090),Stefon Diggs (15820056),Kyle Rudolph (15820396),Frank Gore (15819898),Giants (15820543),,RB,Patrick Ricard (15847541),Patrick Ricard,15847541,RB/FLEX,4000,Postponed,BAL,1.76
2380132202,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Kenyan Drake (15819866),Kareem Hunt (15819860),Robby Anderson (15820076),Justin Jefferson (15820070),Denzel Mims (15820174),Travis Kelce (15820352),Adam Thielen (15820062),Giants (15820543),,RB,Benny Snell Jr. (15847543),Benny Snell Jr.,15847543,RB/FLEX,4000,Postponed,PIT,4.61
2380132203,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763),Nyheim Hines (15819886),James Robinson (15819838),DeAndre Hopkins (15820050),Jakobi Meyers (15820096),Denzel Mims (15820174),Darren Waller (15820354),Christian Kirk (15820082),Broncos (15820559),,RB,Anthony McFarland Jr. (15847545),Anthony McFarland Jr.,15847545,RB/FLEX,4000,Postponed,PIT,1.93
2380132204,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Mike Davis (15819834),Josh Jacobs (15819830),Cole Beasley (15820090),Gabriel Davis (15820258),Mike Williams (15820110),Travis Kelce (15820352),Nyheim Hines (15819886),Giants (15820543),,RB,Jaylen Samuels (15847547),Jaylen Samuels,15847547,RB/FLEX,4000,Postponed,PIT,0.55
2380132205,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Julio Jones (15820066),Hunter Renfrow (15820152),Henry Ruggs III (15820138),Travis Kelce (15820352),Devin Singletary (15819900),Dolphins (15820540),,RB,Trey Edmunds (15847549),Trey Edmunds,15847549,RB/FLEX,4000,Postponed,PIT,0
2380132206,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Kenyan Drake (15819866),Nyheim Hines (15819886),Keenan Allen (15820052),Stefon Diggs (15820056),Denzel Mims (15820174),Darren Waller (15820354),Zack Moss (15819880),Bengals (15820552),,RB,Derek Watt (15847551),Derek Watt,15847551,RB/FLEX,4000,Postponed,PIT,0
2380132207,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Mike Davis (15819834),James Robinson (15819838),A.J. Brown (15820064),T.Y. Hilton (15820154),Denzel Mims (15820174),Travis Kelce (15820352),Derrick Henry (15819828),Jaguars (15820561),,WR,T.Y. Hilton (15820154),T.Y. Hilton,15820154,WR/FLEX,3900,TEN@IND 11/29/2020 01:00PM ET,IND,6.86
2380132208,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),Derrick Henry (15819828),Nelson Agholor (15820116),Hunter Renfrow (15820152),Robert Woods (15820084),Travis Kelce (15820352),Brian Hill (15819990),Saints (15820541),,TE,Hayden Hurst (15820370),Hayden Hurst,15820370,TE/FLEX,3900,LV@ATL 11/29/2020 01:00PM ET,ATL,9.61
2380132209,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Josh Jacobs (15819830),James Robinson (15819838),Stefon Diggs (15820056),Denzel Mims (15820174),Mike Williams (15820110),Hunter Henry (15820358),Nyheim Hines (15819886),Saints (15820541),,WR,Larry Fitzgerald (15820156),Larry Fitzgerald,15820156,WR/FLEX,3800,ARI@NE 11/29/2020 01:00PM ET,ARI,7.66
2380132210,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),Nyheim Hines (15819886),Keenan Allen (15820052),Russell Gage (15820126),Denzel Mims (15820174),Darren Waller (15820354),Josh Jacobs (15819830),Browns (15820544),,TE,Austin Hooper (15820372),Austin Hooper,15820372,TE/FLEX,3800,CLE@JAX 11/29/2020 01:00PM ET,CLE,7.11
2380132211,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Mike Davis (15819834),Wayne Gallman Jr. (15819876),Chris Godwin (15820078),Calvin Ridley (15820060),Henry Ruggs III (15820138),Travis Kelce (15820352),Brian Hill (15819990),Saints (15820541),,WR,Olamide Zaccheaus (15820158),Olamide Zaccheaus,15820158,WR/FLEX,3800,LV@ATL 11/29/2020 01:00PM ET,ATL,6.03
2380132212,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),Hunter Renfrow (15820152),Olamide Zaccheaus (15820158),Darren Waller (15820354),Kenyan Drake (15819866),Saints (15820541),,DST,Saints  (15820541),Saints ,15820541,DST,3800,NO@DEN 11/29/2020 04:05PM ET,NO,7.9
2380132213,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),Tyler Boyd (15820108),Sterling Shepard (15820104),Evan Engram (15820360),Nyheim Hines (15819886),Saints (15820541),,WR,Jakeem Grant (15820162),Jakeem Grant,15820162,WR/FLEX,3700,MIA@NYJ 11/29/2020 01:00PM ET,MIA,6.21
2380132214,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Jared Goff (15819773),Mike Davis (15819834),Nyheim Hines (15819886),Cooper Kupp (15820068),Deebo Samuel (15820094),Robert Woods (15820084),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Saints (15820541),,TE,Tyler Higbee (15820374),Tyler Higbee,15820374,TE/FLEX,3700,SF@LAR 11/29/2020 04:05PM ET,LAR,8.73
2380132215,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Matt Ryan (15819774),Mike Davis (15819834),Kenyan Drake (15819866),Julio Jones (15820066),Hunter Renfrow (15820152),Calvin Ridley (15820060),Travis Kelce (15820352),Frank Gore (15819898),Cardinals (15820546),,DST,Rams  (15820542),Rams ,15820542,DST,3700,SF@LAR 11/29/2020 04:05PM ET,LAR,7.6
2380132216,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Mike Davis (15819834),Nyheim Hines (15819886),Nelson Agholor (15820116),DeAndre Hopkins (15820050),Hunter Renfrow (15820152),Hayden Hurst (15820370),Alvin Kamara (15819826),Rams (15820542),,WR,Demarcus Robinson (15820160),Demarcus Robinson,15820160,WR/FLEX,3700,KC@TB 11/29/2020 04:25PM ET,KC,7.16
2380132217,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Kenyan Drake (15819866),Nyheim Hines (15819886),Julio Jones (15820066),DJ Moore (15820072),Henry Ruggs III (15820138),Travis Kelce (15820352),Josh Jacobs (15819830),Browns (15820544),,WR,Keelan Cole Sr. (15820166),Keelan Cole Sr.,15820166,WR/FLEX,3600,CLE@JAX 11/29/2020 01:00PM ET,JAX,11.45
2380132218,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Mike Davis (15819834),Derrick Henry (15819828),Tee Higgins (15820128),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Devin Singletary (15819900),Saints (15820541),,WR,A.J. Green (15820164),A.J. Green,15820164,WR/FLEX,3600,NYG@CIN 11/29/2020 01:00PM ET,CIN,7.67
2380132219,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Nick Chubb (15819832),Nyheim Hines (15819886),Chris Godwin (15820078),Tyreek Hill (15820054),Denzel Mims (15820174),Darren Waller (15820354),Mike Evans (15820074),Vikings (15820556),,TE,Jordan Reed (15820376),Jordan Reed,15820376,TE/FLEX,3600,SF@LAR 11/29/2020 04:05PM ET,SF,8.8
2380132220,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Tom Brady (15819767),Brian Hill (15819990),Nyheim Hines (15819886),Chris Godwin (15820078),Tyreek Hill (15820054),DJ Moore (15820072),Hunter Henry (15820358),Antonio Brown (15820086),Dolphins (15820540),,WR,Dez Bryant (15847563),Dez Bryant,15847563,WR/FLEX,3600,Postponed,BAL,6.8
2380132221,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Mike Davis (15819834),James Robinson (15819838),Gabriel Davis (15820258),Stefon Diggs (15820056),Denzel Mims (15820174),Travis Kelce (15820352),Kalen Ballage (15819854),Raiders (15820557),,WR,Denzel Mims (15820174),Denzel Mims,15820174,WR/FLEX,3500,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,8.68
2380132222,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Kenyan Drake (15819866),James Robinson (15819838),Keenan Allen (15820052),Cole Beasley (15820090),Gabriel Davis (15820258),Travis Kelce (15820352),Brian Hill (15819990),Colts (15820545),,WR,Golden Tate (15820168),Golden Tate,15820168,WR/FLEX,3500,NYG@CIN 11/29/2020 01:00PM ET,NYG,7.96
2380132223,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Nick Chubb (15819832),Josh Jacobs (15819830),Tyreek Hill (15820054),Justin Jefferson (15820070),Curtis Samuel (15820102),Kyle Rudolph (15820396),Nyheim Hines (15819886),Cardinals (15820546),,WR,KJ Hamler (15820170),KJ Hamler,15820170,WR/FLEX,3500,NO@DEN 11/29/2020 04:05PM ET,DEN,7.71
2380132224,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Teddy Bridgewater (15819769),Nyheim Hines (15819886),Josh Jacobs (15819830),Justin Jefferson (15820070),Denzel Mims (15820174),DJ Moore (15820072),Travis Kelce (15820352),Curtis Samuel (15820102),Rams (15820542),,TE,Jared Cook (15820378),Jared Cook,15820378,TE/FLEX,3500,NO@DEN 11/29/2020 04:05PM ET,NO,8.17
2380132225,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Nyheim Hines (15819886),James Robinson (15819838),Keenan Allen (15820052),Darius Slayton (15820114),Robert Woods (15820084),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,WR,Richie James (15820172),Richie James,15820172,WR/FLEX,3500,SF@LAR 11/29/2020 04:05PM ET,SF,10.25
2380132226,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Daniel Jones (15819782),Mike Davis (15819834),Josh Jacobs (15819830),Tyler Boyd (15820108),Darius Slayton (15820114),Golden Tate (15820168),Travis Kelce (15820352),James Robinson (15819838),Rams (15820542),,WR,N'Keal Harry (15820176),N'Keal Harry,15820176,WR/FLEX,3400,ARI@NE 11/29/2020 01:00PM ET,NE,7.21
2380132227,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Ryan Tannehill (15819777),Wayne Gallman Jr. (15819876),Brian Hill (15819990),Corey Davis (15820118),DJ Moore (15820072),Michael Pittman Jr. (15820120),Travis Kelce (15820352),Derrick Henry (15819828),Dolphins (15820540),,WR,Laviska Shenault Jr. (15820178),Laviska Shenault Jr.,15820178,WR/FLEX,3300,CLE@JAX 11/29/2020 01:00PM ET,JAX,9.21
2380132228,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Josh Allen (15819765),Brian Hill (15819990),Kareem Hunt (15819860),Cole Beasley (15820090),Tyreek Hill (15820054),Justin Jefferson (15820070),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,TE,Gerald Everett (15820380),Gerald Everett,15820380,TE/FLEX,3300,SF@LAR 11/29/2020 04:05PM ET,LAR,7.27
2380132229,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Justin Jefferson (15820070),Calvin Ridley (15820060),Demarcus Robinson (15820160),Rob Gronkowski (15820362),Travis Kelce (15820352),49ers (15820550),,WR,Parris Campbell (15820180),Parris Campbell,15820180,WR/FLEX,3200,TEN@IND 11/29/2020 01:00PM ET,IND,7.35
2380132230,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kirk Cousins (15819772),Derrick Henry (15819828),Brian Hill (15819990),Justin Jefferson (15820070),Denzel Mims (15820174),Adam Thielen (15820062),Hunter Henry (15820358),Mike Davis (15819834),Rams (15820542),,WR,Adam Humphries (15820182),Adam Humphries,15820182,WR/FLEX,3200,TEN@IND 11/29/2020 01:00PM ET,TEN,9.32
2380132231,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Nelson Agholor (15820116),Tyreek Hill (15820054),Denzel Mims (15820174),Hayden Hurst (15820370),Josh Jacobs (15819830),Colts (15820545),,TE,Trey Burton (15820382),Trey Burton,15820382,TE/FLEX,3200,TEN@IND 11/29/2020 01:00PM ET,IND,8.77
2380132232,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Nick Chubb (15819832),Mike Davis (15819834),Gabriel Davis (15820258),Tyreek Hill (15820054),Mike Williams (15820110),Hunter Henry (15820358),Brian Hill (15819990),Dolphins (15820540),,WR,KhaDarel Hodge (15820184),KhaDarel Hodge,15820184,WR/FLEX,3200,CLE@JAX 11/29/2020 01:00PM ET,CLE,3.68
2380132233,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Justin Herbert (15819766),Kenyan Drake (15819866),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Cole Beasley (15820090),Tyreek Hill (15820054),Hunter Henry (15820358),Brian Hill (15819990),Vikings (15820556),,DST,Giants  (15820543),Giants ,15820543,DST,3200,NYG@CIN 11/29/2020 01:00PM ET,NYG,6.7
2380132234,NFL $150K mini-MAX [150 Entry Max],97183250,$0.50,Kyler Murray (15819763),Brian Hill (15819990),Kareem Hunt (15819860),DeAndre Hopkins (15820050),Jakobi Meyers (15820096),Denzel Mims (15820174),Travis Kelce (15820352),Chase Edmonds (15819868),Colts (15820545),,TE,Cameron Brate (15820384),Cameron Brate,15820384,TE/FLEX,3200,KC@TB 11/29/2020 04:25PM ET,TB,4.74
