Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2335062774,NFL Wrangler Let the Games Begin,94993622,$0,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,1. Column A lists all of your contest entries for this draftgroup
2335088237,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,2. Your current lineup is listed next to each entry (blank for reservations)
2335088325,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2335088326,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2335088327,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,5. For faster processing only include entries you are changing in the file you upload
2335088328,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,
2335088329,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],95683403,$20,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2335062852,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Anthony McFarland Jr. (15713563),Anthony McFarland Jr.,15713563,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,1.8
2335062853,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Jaylen Samuels (15713565),Jaylen Samuels,15713565,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,0.66
2335062854,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Trey Edmunds (15713567),Trey Edmunds,15713567,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,0
2335062855,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Derek Watt (15713569),Derek Watt,15713569,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,PIT,0
2335062856,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Tony Pollard (15713571),Tony Pollard,15713571,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,DAL,5.08
2335062857,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,RB,Rico Dowdle (15713573),Rico Dowdle,15713573,RB/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,DAL,1.3
2335062858,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Michael Gallup (15713797),Michael Gallup,15713797,WR/FLEX,4000,PIT@DAL 11/08/2020 04:25PM ET,DAL,9.78
2335062859,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Michael Pittman Jr. (15713799),Michael Pittman Jr.,15713799,WR/FLEX,3900,BAL@IND 11/08/2020 01:00PM ET,IND,4.48
2335062860,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Darnell Mooney (15713801),Darnell Mooney,15713801,WR/FLEX,3900,CHI@TEN 11/08/2020 01:00PM ET,CHI,8.52
2335062861,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Jonnu Smith (15714015),Jonnu Smith,15714015,TE/FLEX,3900,CHI@TEN 11/08/2020 01:00PM ET,TEN,11.31
2335062862,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Larry Fitzgerald (15713803),Larry Fitzgerald,15713803,WR/FLEX,3800,MIA@ARI 11/08/2020 04:25PM ET,ARI,7.1
2335062863,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Marvin Hall (15713805),Marvin Hall,15713805,WR/FLEX,3800,DET@MIN 11/08/2020 01:00PM ET,DET,4.71
2335062864,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Jimmy Graham (15714017),Jimmy Graham,15714017,TE/FLEX,3800,CHI@TEN 11/08/2020 01:00PM ET,CHI,9.71
2335062865,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Chiefs  (15714182),Chiefs ,15714182,DST,3700,CAR@KC 11/08/2020 01:00PM ET,KC,9.25
2335062866,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Danny Amendola (15713809),Danny Amendola,15713809,WR/FLEX,3700,DET@MIN 11/08/2020 01:00PM ET,DET,7.2
2335062867,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Golden Tate (15713807),Golden Tate,15713807,WR/FLEX,3700,NYG@WAS 11/08/2020 01:00PM ET,NYG,8.19
2335062868,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Logan Thomas (15714019),Logan Thomas,15714019,TE/FLEX,3700,NYG@WAS 11/08/2020 01:00PM ET,WAS,8.54
2335062869,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Dalton Schultz (15714021),Dalton Schultz,15714021,TE/FLEX,3600,PIT@DAL 11/08/2020 04:25PM ET,DAL,9.44
2335062870,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Bryan Edwards (15713813),Bryan Edwards,15713813,WR/FLEX,3500,LV@LAC 11/08/2020 04:05PM ET,LV,4.97
2335062871,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Parris Campbell (15713811),Parris Campbell,15713811,WR/FLEX,3500,BAL@IND 11/08/2020 01:00PM ET,IND,7.35
2335062872,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Trey Burton (15714023),Trey Burton,15714023,TE/FLEX,3500,BAL@IND 11/08/2020 01:00PM ET,IND,10.98
2335062873,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Ravens  (15714183),Ravens ,15714183,DST,3500,BAL@IND 11/08/2020 01:00PM ET,BAL,11.43
2335062874,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Dawson Knox (15714025),Dawson Knox,15714025,TE/FLEX,3400,SEA@BUF 11/08/2020 01:00PM ET,BUF,3.58
2335062875,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,KJ Hamler (15713815),KJ Hamler,15713815,WR/FLEX,3400,DEN@ATL 11/08/2020 01:00PM ET,DEN,6.04
2335062876,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,WAS Football Team  (15714184),WAS Football Team ,15714184,DST,3400,NYG@WAS 11/08/2020 01:00PM ET,WAS,6.71
2335062877,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Adam Humphries (15713817),Adam Humphries,15713817,WR/FLEX,3400,CHI@TEN 11/08/2020 01:00PM ET,TEN,9.32
2335062878,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Colts  (15714185),Colts ,15714185,DST,3300,BAL@IND 11/08/2020 01:00PM ET,IND,11.71
2335062879,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Jordan Akins (15714027),Jordan Akins,15714027,TE/FLEX,3300,HOU@JAX 11/08/2020 01:00PM ET,HOU,9.2
2335062880,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Dontrelle Inman (15713819),Dontrelle Inman,15713819,WR/FLEX,3300,NYG@WAS 11/08/2020 01:00PM ET,WAS,7.3
2335062881,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Demarcus Robinson (15713821),Demarcus Robinson,15713821,WR/FLEX,3200,CAR@KC 11/08/2020 01:00PM ET,KC,6.09
2335062882,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Gabriel Davis (15713827),Gabriel Davis,15713827,WR/FLEX,3200,SEA@BUF 11/08/2020 01:00PM ET,BUF,5.94
2335062883,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Tyler Kroft (15714029),Tyler Kroft,15714029,TE/FLEX,3200,SEA@BUF 11/08/2020 01:00PM ET,BUF,5.8
2335062884,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,DaeSean Hamilton (15713831),DaeSean Hamilton,15713831,WR/FLEX,3200,DEN@ATL 11/08/2020 01:00PM ET,DEN,4.83
2335062885,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Andy Isabella (15713823),Andy Isabella,15713823,WR/FLEX,3200,MIA@ARI 11/08/2020 04:25PM ET,ARI,6.3
2335062886,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Miles Boykin (15713829),Miles Boykin,15713829,WR/FLEX,3200,BAL@IND 11/08/2020 01:00PM ET,BAL,4.74
2335062887,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Cordarrelle Patterson (15713825),Cordarrelle Patterson,15713825,WR/FLEX,3200,CHI@TEN 11/08/2020 01:00PM ET,CHI,3.54
2335062888,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Bears  (15714186),Bears ,15714186,DST,3200,CHI@TEN 11/08/2020 01:00PM ET,CHI,6.25
2335062889,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Jalen Guyton (15713835),Jalen Guyton,15713835,WR/FLEX,3100,LV@LAC 11/08/2020 04:05PM ET,LAC,7.53
2335062890,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,David Moore (15713833),David Moore,15713833,WR/FLEX,3100,SEA@BUF 11/08/2020 01:00PM ET,SEA,8.99
2335062891,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Greg Olsen (15714031),Greg Olsen,15714031,TE/FLEX,3100,SEA@BUF 11/08/2020 01:00PM ET,SEA,5.54
2335062892,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Texans  (15714187),Texans ,15714187,DST,3100,HOU@JAX 11/08/2020 01:00PM ET,HOU,2.57
2335062893,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,TE,Kyle Rudolph (15714033),Kyle Rudolph,15714033,TE/FLEX,3100,DET@MIN 11/08/2020 01:00PM ET,MIN,4.36
2335062894,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,K.J. Hill (15713979),K.J. Hill,15713979,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LAC,0.86
2335062895,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Joe Reed (15713981),Joe Reed,15713981,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LAC,1.64
2335062896,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Jason Moore (15713983),Jason Moore,15713983,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LAC,0
2335062897,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Tyron Johnson (15713985),Tyron Johnson,15713985,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LAC,4.67
2335062898,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Zay Jones (15713987),Zay Jones,15713987,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LV,5.78
2335062899,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Rico Gafford (15713989),Rico Gafford,15713989,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LV,0
2335062900,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Tyrell Williams (15713991),Tyrell Williams,15713991,WR/FLEX,3000,LV@LAC 11/08/2020 04:05PM ET,LV,0
2335062901,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,DST,Chargers  (15714188),Chargers ,15714188,DST,3000,LV@LAC 11/08/2020 04:05PM ET,LAC,4.86
2335062902,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Brandon Zylstra (15713965),Brandon Zylstra,15713965,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,CAR,1.4
2335062903,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Pharoh Cooper (15713967),Pharoh Cooper,15713967,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,CAR,0.28
2335062904,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Keith Kirkwood (15713969),Keith Kirkwood,15713969,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,CAR,2.3
2335062905,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Omar Bayless (15713971),Omar Bayless,15713971,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,CAR,0
2335062906,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Seth Roberts (15713973),Seth Roberts,15713973,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,CAR,2.37
2335062907,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Byron Pringle (15713975),Byron Pringle,15713975,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,KC,3.52
2335062908,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Marcus Kemp (15713977),Marcus Kemp,15713977,WR/FLEX,3000,CAR@KC 11/08/2020 01:00PM ET,KC,0.7
2335062909,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Freddie Swain (15713951),Freddie Swain,15713951,WR/FLEX,3000,SEA@BUF 11/08/2020 01:00PM ET,SEA,3.78
2335062910,NFL $150K mini-MAX [150 Entry Max],95720161,$0.50,Teddy Bridgewater (15713437),Melvin Gordon III (15713519),David Montgomery (15713513),Robby Anderson (15713723),Chase Claypool (15713733),Justin Jefferson (15713727),Hunter Henry (15714013),DK Metcalf (15713697),Texans (15714187),,WR,Penny Hart (15713953),Penny Hart,15713953,WR/FLEX,3000,SEA@BUF 11/08/2020 01:00PM ET,SEA,0
