Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2305175804,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,1. Column A lists all of your contest entries for this draftgroup
2305184641,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Terry McLaurin (15642486) (LOCKED),Jonnu Smith (15642760) (LOCKED),Jamaal Williams (15642378) (LOCKED),49ers (15642945),,2. Your current lineup is listed next to each entry (blank for reservations)
2305185132,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Corey Davis (15642516) (LOCKED),Mike Williams (15642520),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2305185234,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Terry McLaurin (15642486) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Jaguars (15642954),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2305185235,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Kenny Golladay (15642468) (LOCKED),Mike Williams (15642520),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2305185236,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,
2305185237,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94689362,$20,Matthew Stafford (15642189) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2305160957,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),Diontae Johnson (15642546) (LOCKED),Julio Jones (15642460) (LOCKED),Calvin Ridley (15642456) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Jamaal Williams (15642378) (LOCKED),Cardinals (15642958),,QB,Mike White (15642239) (LOCKED),Mike White,15642239,QB,4000,In Progress,NYJ,0
2305160958,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),David Johnson (15642284) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Terry McLaurin (15642486) (LOCKED),Hayden Hurst (15642766) (LOCKED),Chris Carson (15642260),Jaguars (15642954),,QB,Jake Fromm (15642240) (LOCKED),Jake Fromm,15642240,QB,4000,In Progress,BUF,0
2305160959,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Andy Dalton (15642194) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kenny Golladay (15642468) (LOCKED),CeeDee Lamb (15642472) (LOCKED),Terry McLaurin (15642486) (LOCKED),Dalton Schultz (15642776) (LOCKED),Jamaal Williams (15642378) (LOCKED),Jaguars (15642954),,RB,Ty Johnson (15642420) (LOCKED),Ty Johnson,15642420,RB/FLEX,4000,In Progress,NYJ,2.1
2305160960,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Mike Evans (15667803),Chris Godwin (15667801),Hunter Renfrow (15667807),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,RB,T.J. Yeldon (15642422) (LOCKED),T.J. Yeldon,15642422,RB/FLEX,4000,In Progress,BUF,5.4
2305160961,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),A.J. Brown (15642476) (LOCKED),Kenny Golladay (15642468) (LOCKED),Adam Humphries (15642526) (LOCKED),Eric Ebron (15642774) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,RB,Taiwan Jones (15642424) (LOCKED),Taiwan Jones,15642424,RB/FLEX,4000,In Progress,BUF,0
2305160962,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Josh Allen (15642182) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Stefon Diggs (15642462) (LOCKED),Chris Godwin (15667801),Breshad Perriman (15642566) (LOCKED),Tyler Kroft (15642788) (LOCKED),Jamaal Williams (15642378) (LOCKED),Seahawks (15642953),,QB,David Blough (15642237) (LOCKED),David Blough,15642237,QB,4000,In Progress,DET,0
2305160963,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Jimmy Garoppolo (15642199),Alvin Kamara (15642244) (LOCKED),Jamaal Williams (15642378) (LOCKED),Damiere Byrd (15642564),Chris Godwin (15667801),Deebo Samuel (15642508),George Kittle (15642752),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,Kerryon Johnson (15642406) (LOCKED),Kerryon Johnson,15642406,RB/FLEX,4000,In Progress,DET,3.96
2305160964,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Kareem Hunt (15642252) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Breshad Perriman (15642566) (LOCKED),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Seahawks (15642953),,RB,Bo Scarbrough (15642408) (LOCKED),Bo Scarbrough,15642408,RB/FLEX,4000,In Progress,DET,0
2305160965,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Danny Amendola (15642578) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Travis Kelce (15642754),Chris Carson (15642260),Patriots (15642942),,RB,Jason Cabinda (15642410) (LOCKED),Jason Cabinda,15642410,RB/FLEX,4000,In Progress,DET,0.35
2305160966,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Mike Davis (15642256) (LOCKED),Kareem Hunt (15642252) (LOCKED),Chris Godwin (15667801),Terry McLaurin (15642486) (LOCKED),Scotty Miller (15667811),Darren Waller (15667833),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,RB,Brian Hill (15642412) (LOCKED),Brian Hill,15642412,RB/FLEX,4000,In Progress,ATL,6.6
2305160967,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),James Conner (15642254) (LOCKED),Alvin Kamara (15642244) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Julio Jones (15642460) (LOCKED),Logan Thomas (15642780) (LOCKED),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,RB,Ito Smith (15642414) (LOCKED),Ito Smith,15642414,RB/FLEX,4000,In Progress,ATL,2.57
2305160968,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Gardner Minshew II (15642195),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),DJ Chark Jr. (15642494),Calvin Ridley (15642456) (LOCKED),Laviska Shenault Jr. (15642534),Hunter Henry (15642764),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,RB,Qadree Ollison (15642416) (LOCKED),Qadree Ollison,15642416,RB/FLEX,4000,In Progress,ATL,0
2305160969,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Tyler Boyd (15642496) (LOCKED),Jarvis Landry (15642524) (LOCKED),Terry McLaurin (15642486) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,RB,Keith Smith (15642418) (LOCKED),Keith Smith,15642418,RB/FLEX,4000,In Progress,ATL,0.9
2305160970,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),James Robinson (15642264),Jamaal Williams (15642378) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),DJ Moore (15642490) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Chris Carson (15642260),Bills (15642940) (LOCKED),,RB,D'Ernest Johnson (15642396) (LOCKED),D'Ernest Johnson,15642396,RB/FLEX,4000,In Progress,CLE,2.45
2305160971,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Danny Amendola (15642578) (LOCKED),Terry McLaurin (15642486) (LOCKED),Calvin Ridley (15642456) (LOCKED),T.J. Hockenson (15642756) (LOCKED),Kenyan Drake (15642298),Bengals (15642952) (LOCKED),,RB,Dontrell Hilliard (15642398) (LOCKED),Dontrell Hilliard,15642398,RB/FLEX,4000,In Progress,CLE,3
2305160972,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Russell Wilson (15642181),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Christian Kirk (15642514),Terry McLaurin (15642486) (LOCKED),DK Metcalf (15642458),Greg Olsen (15642778),Jamaal Williams (15642378) (LOCKED),Falcons (15642957) (LOCKED),,RB,Andy Janovich (15642400) (LOCKED),Andy Janovich,15642400,RB/FLEX,4000,In Progress,CLE,0.74
2305160973,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Russell Gage (15642540) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),DJ Moore (15642490) (LOCKED),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,RB,Samaje Perine (15642402) (LOCKED),Samaje Perine,15642402,RB/FLEX,4000,In Progress,CIN,0
2305160974,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Jamaal Williams (15642378) (LOCKED),Danny Amendola (15642578) (LOCKED),Julio Jones (15642460) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hunter Henry (15642764),Chris Carson (15642260),Browns (15642950) (LOCKED),,RB,Trayveon Williams (15642404) (LOCKED),Trayveon Williams,15642404,RB/FLEX,4000,In Progress,CIN,0
2305160975,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Corey Davis (15642516) (LOCKED),Harrison Bryant (15642888) (LOCKED),David Johnson (15642284) (LOCKED),Bills (15642940) (LOCKED),,TE,Austin Hooper (15642772) (LOCKED),Austin Hooper,15642772,TE/FLEX,4000,In Progress,CLE,8.08
2305160976,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Gardner Minshew II (15642195),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Keenan Allen (15642478),Tyreek Hill (15642474),Laviska Shenault Jr. (15642534),James O'Shaughnessy (15642816),Jamaal Williams (15642378) (LOCKED),Bills (15642940) (LOCKED),,QB,Jordan Love (15642236) (LOCKED),Jordan Love,15642236,QB,4000,In Progress,GB,0
2305160977,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Derrick Henry (15642248) (LOCKED),Alvin Kamara (15642244) (LOCKED),Brandin Cooks (15642500) (LOCKED),Terry McLaurin (15642486) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Darren Fells (15642770) (LOCKED),Mike Davis (15642256) (LOCKED),Jets (15642961) (LOCKED),,RB,Jamaal Williams (15642378) (LOCKED),Jamaal Williams,15642378,RB/FLEX,4000,In Progress,GB,8.22
2305160978,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Kyle Allen (15642200) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Amari Cooper (15642464) (LOCKED),Terry McLaurin (15642486) (LOCKED),Logan Thomas (15642780) (LOCKED),Jamaal Williams (15642378) (LOCKED),Buccaneers (15667853),,RB,AJ Dillon (15642380) (LOCKED),AJ Dillon,15642380,RB/FLEX,4000,In Progress,GB,1.3
2305160979,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Derek Carr (15667778),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Nelson Agholor (15667809),Scotty Miller (15667811),Calvin Ridley (15642456) (LOCKED),Darren Waller (15667833),Jamaal Williams (15642378) (LOCKED),Patriots (15642942),,RB,Patrick Taylor (15642382) (LOCKED),Patrick Taylor,15642382,RB/FLEX,4000,In Progress,GB,0
2305160980,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Teddy Bridgewater (15642196) (LOCKED),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Robby Anderson (15642482) (LOCKED),Terry McLaurin (15642486) (LOCKED),DJ Moore (15642490) (LOCKED),Jared Cook (15642768) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,RB,Tyler Ervin (15642384) (LOCKED),Tyler Ervin,15642384,RB/FLEX,4000,In Progress,GB,2.98
2305160981,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chase Claypool (15642488) (LOCKED),Corey Davis (15642516) (LOCKED),Calvin Ridley (15642456) (LOCKED),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Packers (15642947) (LOCKED),,RB,Duke Johnson (15642386) (LOCKED),Duke Johnson,15642386,RB/FLEX,4000,In Progress,HOU,3.48
2305160982,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),James Washington (15642550) (LOCKED),Mike Williams (15642520),Jonnu Smith (15642760) (LOCKED),Chris Carson (15642260),Packers (15642947) (LOCKED),,RB,C.J. Prosise (15642388) (LOCKED),C.J. Prosise,15642388,RB/FLEX,4000,In Progress,HOU,0.03
2305160983,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),James Conner (15642254) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Danny Amendola (15642578) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Travis Kelce (15642754),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Buddy Howell (15642390) (LOCKED),Buddy Howell,15642390,RB/FLEX,4000,In Progress,HOU,0
2305160984,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Ezekiel Elliott (15642246) (LOCKED),Jamaal Williams (15642378) (LOCKED),Nelson Agholor (15667809),Chris Godwin (15667801),Tyreek Hill (15642474),Rob Gronkowski (15667835),Chris Carson (15642260),Patriots (15642942),,RB,Scottie Phillips (15642392) (LOCKED),Scottie Phillips,15642392,RB/FLEX,4000,In Progress,HOU,0
2305160985,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),DJ Chark Jr. (15642494),Mike Williams (15642520),Travis Kelce (15642754),Jamaal Williams (15642378) (LOCKED),Browns (15642950) (LOCKED),,RB,Cullen Gillaspia (15642394) (LOCKED),Cullen Gillaspia,15642394,RB/FLEX,4000,In Progress,HOU,0.8
2305160986,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Keenan Allen (15642478),Laviska Shenault Jr. (15642534),Mike Williams (15642520),George Kittle (15642752),Jamaal Williams (15642378) (LOCKED),Buccaneers (15667853),,QB,Dak Prescott (15642235) (LOCKED),Dak Prescott,15642235,QB,4000,In Progress,DAL,30.33
2305160987,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),D'Andre Swift (15642282) (LOCKED),Jamaal Williams (15642378) (LOCKED),Kenny Golladay (15642468) (LOCKED),Diontae Johnson (15642546) (LOCKED),Calvin Ridley (15642456) (LOCKED),Travis Kelce (15642754),Kenyan Drake (15642298),Bills (15642940) (LOCKED),,RB,Peyton Barber (15642372) (LOCKED),Peyton Barber,15642372,RB/FLEX,4000,In Progress,WAS,3.62
2305160988,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Danny Amendola (15642578) (LOCKED),DJ Moore (15642490) (LOCKED),Calvin Ridley (15642456) (LOCKED),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Bryce Love (15642374) (LOCKED),Bryce Love,15642374,RB/FLEX,4000,In Progress,WAS,0
2305160989,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matthew Stafford (15642189) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),George Kittle (15642752),Jamaal Williams (15642378) (LOCKED),Saints (15642946) (LOCKED),,RB,Rico Dowdle (15642376) (LOCKED),Rico Dowdle,15642376,RB/FLEX,4000,In Progress,DAL,0.32
2305160990,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),James Conner (15642254) (LOCKED),Jamaal Williams (15642378) (LOCKED),Julio Jones (15642460) (LOCKED),Marvin Jones Jr. (15642538) (LOCKED),Calvin Ridley (15642456) (LOCKED),Jared Cook (15642768) (LOCKED),Kenyan Drake (15642298),Bills (15642940) (LOCKED),,QB,Chris Streveler (15642230),Chris Streveler,15642230,QB,4000,SEA@ARI 10/25/2020 08:20PM ET,ARI,0.1
2305160991,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Mike Evans (15667803),Kenny Golladay (15642468) (LOCKED),Scotty Miller (15667811),Darren Waller (15667833),Chris Carson (15642260),Seahawks (15642953),,QB,Brett Hundley (15642234),Brett Hundley,15642234,QB,4000,SEA@ARI 10/25/2020 08:20PM ET,ARI,0
2305160992,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Kareem Hunt (15642252) (LOCKED),Jamaal Williams (15642378) (LOCKED),Mike Evans (15667803),Calvin Ridley (15642456) (LOCKED),Henry Ruggs III (15667805),Rob Gronkowski (15667835),Chris Carson (15642260),Packers (15642947) (LOCKED),,RB,Carlos Hyde (15642318),Carlos Hyde,15642318,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,SEA,5.77
2305160993,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Deshaun Watson (15642186) (LOCKED),Todd Gurley II (15642270) (LOCKED),Alvin Kamara (15642244) (LOCKED),Brandin Cooks (15642500) (LOCKED),Will Fuller V (15642466) (LOCKED),Marquez Valdes-Scantling (15642552) (LOCKED),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Chiefs (15642941),,RB,Travis Homer (15642360),Travis Homer,15642360,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,SEA,3.1
2305160994,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Russell Wilson (15642181),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Andy Isabella (15642562),Diontae Johnson (15642546) (LOCKED),DK Metcalf (15642458),Greg Olsen (15642778),Jamaal Williams (15642378) (LOCKED),Broncos (15642949),,RB,DeeJay Dallas (15642362),DeeJay Dallas,15642362,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,SEA,1.43
2305160995,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Jimmy Garoppolo (15642199),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),Kendrick Bourne (15642576),Kenny Golladay (15642468) (LOCKED),N'Keal Harry (15642560),George Kittle (15642752),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Rashaad Penny (15642364),Rashaad Penny,15642364,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
2305160996,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Baker Mayfield (15642197) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),Odell Beckham Jr. (15642480) (LOCKED),Tyler Boyd (15642496) (LOCKED),David Njoku (15642790) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Nick Bellore (15642366),Nick Bellore,15642366,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,SEA,0
2305160997,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Giovani Bernard (15642308) (LOCKED),Jamaal Williams (15642378) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),Chris Godwin (15667801),Travis Kelce (15642754),Derrick Henry (15642248) (LOCKED),Cowboys (15642948) (LOCKED),,RB,Eno Benjamin (15642368),Eno Benjamin,15642368,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,ARI,0
2305160998,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Matt Ryan (15642187) (LOCKED),Mike Davis (15642256) (LOCKED),Derrick Henry (15642248) (LOCKED),Keenan Allen (15642478),Russell Gage (15642540) (LOCKED),Kenny Golladay (15642468) (LOCKED),Hayden Hurst (15642766) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chargers (15642944),,RB,Jonathan Ward (15642370),Jonathan Ward,15642370,RB/FLEX,4000,SEA@ARI 10/25/2020 08:20PM ET,ARI,0
2305160999,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ben Roethlisberger (15642188) (LOCKED),Ezekiel Elliott (15642246) (LOCKED),Alvin Kamara (15642244) (LOCKED),A.J. Brown (15642476) (LOCKED),Chase Claypool (15642488) (LOCKED),JuJu Smith-Schuster (15642492) (LOCKED),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Buccaneers (15667853),,QB,Blake Bortles (15642227),Blake Bortles,15642227,QB,4000,KC@DEN 10/25/2020 04:25PM ET,DEN,0
2305161000,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Patrick Mahomes (15642183),Derrick Henry (15642248) (LOCKED),Jamaal Williams (15642378) (LOCKED),Tyreek Hill (15642474),Terry McLaurin (15642486) (LOCKED),Tim Patrick (15642528),Travis Kelce (15642754),Kenyan Drake (15642298),Saints (15642946) (LOCKED),,QB,Jeff Driskel (15642228),Jeff Driskel,15642228,QB,4000,KC@DEN 10/25/2020 04:25PM ET,DEN,10.69
2305161001,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Russell Wilson (15642181),Todd Gurley II (15642270) (LOCKED),Derrick Henry (15642248) (LOCKED),Andy Isabella (15642562),Tyler Lockett (15642470),DK Metcalf (15642458),Harrison Bryant (15642888) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,QB,Chad Henne (15642229),Chad Henne,15642229,QB,4000,KC@DEN 10/25/2020 04:25PM ET,KC,0
2305161002,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Justin Herbert (15642190),Ezekiel Elliott (15642246) (LOCKED),Kareem Hunt (15642252) (LOCKED),Keenan Allen (15642478),Julio Jones (15642460) (LOCKED),Mike Williams (15642520),James O'Shaughnessy (15642816),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Darrel Williams (15642346),Darrel Williams,15642346,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,KC,4.35
2305161003,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Tom Brady (15667777),Mike Davis (15642256) (LOCKED),Alvin Kamara (15642244) (LOCKED),Mike Evans (15667803),Chris Godwin (15667801),Henry Ruggs III (15667805),Harrison Bryant (15642888) (LOCKED),Chris Carson (15642260),Titans (15642955) (LOCKED),,RB,Darwin Thompson (15642348),Darwin Thompson,15642348,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,KC,0.98
2305161004,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Ryan Tannehill (15642192) (LOCKED),Kareem Hunt (15642252) (LOCKED),Alvin Kamara (15642244) (LOCKED),Corey Davis (15642516) (LOCKED),Terry McLaurin (15642486) (LOCKED),James Washington (15642550) (LOCKED),Jonnu Smith (15642760) (LOCKED),David Johnson (15642284) (LOCKED),Chiefs (15642941),,RB,DeAndre Washington (15642350),DeAndre Washington,15642350,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,KC,0
2305161005,NFL $125K mini-MAX [150 Entry Max],94751859,$0.50,Kyle Allen (15642200) (LOCKED),Derrick Henry (15642248) (LOCKED),Kareem Hunt (15642252) (LOCKED),Michael Gallup (15642530) (LOCKED),DeAndre Hopkins (15642450),Terry McLaurin (15642486) (LOCKED),Logan Thomas (15642780) (LOCKED),Jamaal Williams (15642378) (LOCKED),Chiefs (15642941),,RB,Anthony Sherman (15642352),Anthony Sherman,15642352,RB/FLEX,4000,KC@DEN 10/25/2020 04:25PM ET,KC,1.92
