Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2350466435,Jose Cuervo Touchdowns + Tequila,94998486,$0,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,1. Column A lists all of your contest entries for this draftgroup
2345370430,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Kyler Murray (15751349),James Conner (15751414),Ronald Jones II (15751450),Chris Godwin (15751672),A.J. Green (15751728),Jarvis Landry (15751676),Harrison Bryant (15751990),Josh Jacobs (15751422),Packers (15752131),,2. Your current lineup is listed next to each entry (blank for reservations)
2350447220,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2350447221,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2350447222,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,5. For faster processing only include entries you are changing in the file you upload
2350447223,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,
2350447224,NFL $3.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],96150436,$20,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2350466520,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Benny Snell Jr. (15751518),Benny Snell Jr.,15751518,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,4.69
2350466521,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Derek Watt (15751520),Derek Watt,15751520,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,0
2350466522,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Trey Edmunds (15751522),Trey Edmunds,15751522,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,PIT,0
2350466523,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Samaje Perine (15751524),Samaje Perine,15751524,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,CIN,2.4
2350466524,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Trayveon Williams (15751526),Trayveon Williams,15751526,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,CIN,0
2350466525,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,QB,Easton Stick (15751399),Easton Stick,15751399,QB,4000,LAC@MIA 11/15/2020 04:05PM ET,LAC,-0.04
2350466526,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Troymaine Pope (15751500),Troymaine Pope,15751500,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,LAC,7.55
2350466527,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Gabe Nabers (15751502),Gabe Nabers,15751502,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,LAC,2.75
2350466528,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Matt Breida (15751504),Matt Breida,15751504,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,MIA,3.96
2350466529,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Patrick Laird (15751506),Patrick Laird,15751506,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,MIA,2.23
2350466530,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Malcolm Perry (15751508),Malcolm Perry,15751508,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,MIA,0.75
2350466531,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Salvon Ahmed (15751510),Salvon Ahmed,15751510,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,MIA,3.8
2350466532,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,RB,Chandler Cox (15751512),Chandler Cox,15751512,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,MIA,1.45
2350466533,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Danny Amendola (15751746),Danny Amendola,15751746,WR/FLEX,3900,WAS@DET 11/15/2020 01:00PM ET,DET,8.16
2350466534,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Larry Fitzgerald (15751748),Larry Fitzgerald,15751748,WR/FLEX,3900,BUF@ARI 11/15/2020 04:05PM ET,ARI,7.39
2350466535,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Austin Hooper (15751968),Austin Hooper,15751968,TE/FLEX,3900,HOU@CLE 11/15/2020 01:00PM ET,CLE,8.08
2350466536,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,KJ Hamler (15751752),KJ Hamler,15751752,WR/FLEX,3800,DEN@LV 11/15/2020 04:05PM ET,DEN,7.53
2350466537,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Ross Dwelley (15751970),Ross Dwelley,15751970,TE/FLEX,3800,SF@NO 11/15/2020 04:25PM ET,SF,3.89
2350466538,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Laviska Shenault Jr. (15751754),Laviska Shenault Jr.,15751754,WR/FLEX,3800,JAX@GB 11/15/2020 01:00PM ET,JAX,9.21
2350466539,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Greg Ward (15751750),Greg Ward,15751750,WR/FLEX,3800,PHI@NYG 11/15/2020 01:00PM ET,PHI,9.49
2350466540,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,DST,Packers  (15752131),Packers ,15752131,DST,3700,JAX@GB 11/15/2020 01:00PM ET,GB,4.5
2350466541,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Tyler Higbee (15751972),Tyler Higbee,15751972,TE/FLEX,3700,SEA@LAR 11/15/2020 04:25PM ET,LAR,9.09
2350466542,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Donovan Peoples-Jones (15751756),Donovan Peoples-Jones,15751756,WR/FLEX,3700,HOU@CLE 11/15/2020 01:00PM ET,CLE,2.92
2350466543,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Robert Tonyan (15751974),Robert Tonyan,15751974,TE/FLEX,3600,JAX@GB 11/15/2020 01:00PM ET,GB,12.2
2350466544,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Golden Tate (15751758),Golden Tate,15751758,WR/FLEX,3600,PHI@NYG 11/15/2020 01:00PM ET,NYG,8.19
2350466545,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,DST,Eagles  (15752132),Eagles ,15752132,DST,3600,PHI@NYG 11/15/2020 01:00PM ET,PHI,7.5
2350466546,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Marvin Hall (15751766),Marvin Hall,15751766,WR/FLEX,3500,WAS@DET 11/15/2020 01:00PM ET,DET,4.85
2350466547,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Jordan Reed (15751976),Jordan Reed,15751976,TE/FLEX,3500,SF@NO 11/15/2020 04:25PM ET,SF,8.2
2350466548,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Josh Reynolds (15751762),Josh Reynolds,15751762,WR/FLEX,3500,SEA@LAR 11/15/2020 04:25PM ET,LAR,8.15
2350466549,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Andy Isabella (15751764),Andy Isabella,15751764,WR/FLEX,3500,BUF@ARI 11/15/2020 04:05PM ET,ARI,5.83
2350466550,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Scotty Miller (15751760),Scotty Miller,15751760,WR/FLEX,3500,TB@CAR 11/15/2020 01:00PM ET,TB,10.42
2350466551,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Keelan Cole (15751772),Keelan Cole,15751772,WR/FLEX,3400,JAX@GB 11/15/2020 01:00PM ET,JAX,11.02
2350466552,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,David Moore (15751768),David Moore,15751768,WR/FLEX,3400,SEA@LAR 11/15/2020 04:25PM ET,SEA,10
2350466553,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Gabriel Davis (15751770),Gabriel Davis,15751770,WR/FLEX,3400,BUF@ARI 11/15/2020 04:05PM ET,BUF,7.17
2350466554,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Darren Fells (15751978),Darren Fells,15751978,TE/FLEX,3400,HOU@CLE 11/15/2020 01:00PM ET,HOU,8.16
2350466555,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,DST,Buccaneers  (15752133),Buccaneers ,15752133,DST,3400,TB@CAR 11/15/2020 01:00PM ET,TB,8.56
2350466556,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Dontrelle Inman (15751774),Dontrelle Inman,15751774,WR/FLEX,3300,WAS@DET 11/15/2020 01:00PM ET,WAS,7.3
2350466557,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Logan Thomas (15751980),Logan Thomas,15751980,TE/FLEX,3300,WAS@DET 11/15/2020 01:00PM ET,WAS,8.2
2350466558,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Jalen Guyton (15751776),Jalen Guyton,15751776,WR/FLEX,3300,LAC@MIA 11/15/2020 04:05PM ET,LAC,6.82
2350466559,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Cam Sims (15751778),Cam Sims,15751778,WR/FLEX,3200,WAS@DET 11/15/2020 01:00PM ET,WAS,5.52
2350466560,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,DST,WAS Football Team  (15752134),WAS Football Team ,15752134,DST,3200,WAS@DET 11/15/2020 01:00PM ET,WAS,6.5
2350466561,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,David Njoku (15751982),David Njoku,15751982,TE/FLEX,3200,HOU@CLE 11/15/2020 01:00PM ET,CLE,6.04
2350466562,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Albert Okwuegbunam (15751984),Albert Okwuegbunam,15751984,TE/FLEX,3100,DEN@LV 11/15/2020 04:05PM ET,DEN,7.28
2350466563,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,TE,Gerald Everett (15751986),Gerald Everett,15751986,TE/FLEX,3100,SEA@LAR 11/15/2020 04:25PM ET,LAR,7.71
2350466564,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,DeSean Jackson (15751780),DeSean Jackson,15751780,WR/FLEX,3100,PHI@NYG 11/15/2020 01:00PM ET,PHI,7.42
2350466565,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Steven Sims Jr. (15751924),Steven Sims Jr.,15751924,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,4.18
2350466566,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Isaiah Wright (15751926),Isaiah Wright,15751926,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,5.36
2350466567,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Jeff Badet (15751928),Jeff Badet,15751928,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466568,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Robert Foster (15751930),Robert Foster,15751930,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466569,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Tony Brown (15751932),Tony Brown,15751932,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466570,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Antonio Gandy-Golden (15751934),Antonio Gandy-Golden,15751934,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0.88
2350466571,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Kelvin Harmon (15751936),Kelvin Harmon,15751936,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466572,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Emanuel Hall (15751938),Emanuel Hall,15751938,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,WAS,0
2350466573,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Jamal Agnew (15751940),Jamal Agnew,15751940,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,DET,1.61
2350466574,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Quintez Cephus (15751942),Quintez Cephus,15751942,WR/FLEX,3000,WAS@DET 11/15/2020 01:00PM ET,DET,5.2
2350466575,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Bryan Edwards (15751784),Bryan Edwards,15751784,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,LV,4.97
2350466576,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,DaeSean Hamilton (15751786),DaeSean Hamilton,15751786,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,DEN,4.6
2350466577,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Zay Jones (15751912),Zay Jones,15751912,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,LV,5.78
2350466578,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Tyrell Williams (15751914),Tyrell Williams,15751914,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,LV,0
2350466579,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Rico Gafford (15751916),Rico Gafford,15751916,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,LV,0
2350466580,NFL $150K mini-MAX [150 Entry Max],96185276,$0.50,Justin Herbert (15751354),Chris Carson (15751428),Antonio Gibson (15751442),Brandin Cooks (15751686),Tee Higgins (15751690),Mike Williams (15751694),Jordan Reed (15751976),Davante Adams (15751638),Lions (15752142),,WR,Diontae Spencer (15751918),Diontae Spencer,15751918,WR/FLEX,3000,DEN@LV 11/15/2020 04:05PM ET,DEN,0.52
