Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2289290533,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2289467283,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2289467284,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2289467285,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2289467286,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2289467287,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,
2289467288,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2289480245,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Kenny Golladay (15607831) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Trey Burton (15608155) (LOCKED),Ronald Jones II (15607621),Eagles (15608298) (LOCKED),,RB,Trayveon Williams (15607773) (LOCKED),Trayveon Williams,15607773,RB/FLEX,4000,In Progress,CIN,0
2289480246,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Russell Gage (15607873) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darius Slayton (15607849) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,WR,Michael Pittman Jr. (15607911) (LOCKED),Michael Pittman Jr.,15607911,WR/FLEX,4000,In Progress,IND,5.43
2289480247,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),David Johnson (15607627) (LOCKED),Kenny Golladay (15607831) (LOCKED),Jarvis Landry (15607865) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Bengals (15608302) (LOCKED),,TE,Mo Alie-Cox (15608133) (LOCKED),Mo Alie-Cox,15608133,TE/FLEX,4000,In Progress,IND,9.08
2289480248,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Jonathan Taylor (15607611) (LOCKED),A.J. Brown (15607845) (LOCKED),Will Fuller V (15607813) (LOCKED),Adam Humphries (15607909) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),Eagles (15608298) (LOCKED),,DST,Colts  (15608283) (LOCKED),Colts ,15608283,DST,4000,In Progress,IND,12.6
2289480249,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Chase Claypool (15607853) (LOCKED),Darius Slayton (15607849) (LOCKED),Austin Hooper (15608135) (LOCKED),Joe Mixon (15607615) (LOCKED),Dolphins (15608293),,QB,Jake Luton (15607586) (LOCKED),Jake Luton,15607586,QB,4000,In Progress,JAX,0
2289480250,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Darius Slayton (15607849) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,RB,Chris Thompson (15607747) (LOCKED),Chris Thompson,15607747,RB/FLEX,4000,In Progress,JAX,6.06
2289480251,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),David Johnson (15607627) (LOCKED),David Montgomery (15607623) (LOCKED),Justin Jefferson (15607835) (LOCKED),Calvin Ridley (15607805) (LOCKED),Adam Thielen (15607807) (LOCKED),Eric Ebron (15608131) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Giants (15608289) (LOCKED),,RB,Dare Ogunbowale (15607749) (LOCKED),Dare Ogunbowale,15607749,RB/FLEX,4000,In Progress,JAX,0
2289480252,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Darius Slayton (15607849) (LOCKED),Golden Tate (15607885) (LOCKED),Adam Thielen (15607807) (LOCKED),Logan Thomas (15608151) (LOCKED),Aaron Jones (15607595),Eagles (15608298) (LOCKED),,RB,Ryquell Armstead (15607751) (LOCKED),Ryquell Armstead,15607751,RB/FLEX,4000,In Progress,JAX,0
2289480253,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),John Hightower (15608101) (LOCKED),Calvin Ridley (15607805) (LOCKED),Adam Thielen (15607807) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Devonta Freeman (15607639) (LOCKED),Panthers (15608292) (LOCKED),,RB,Devine Ozigbo (15607753) (LOCKED),Devine Ozigbo,15607753,RB/FLEX,4000,In Progress,JAX,0
2289480254,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Mike Evans (15607811),Scotty Miller (15607899),Darnell Mooney (15608011) (LOCKED),Robert Tonyan (15608117),Alexander Mattison (15607599) (LOCKED),Titans (15608294) (LOCKED),,RB,Bruce Miller (15607755) (LOCKED),Bruce Miller,15607755,RB/FLEX,4000,In Progress,JAX,0.3
2289480255,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),David Johnson (15607627) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Alexander Mattison (15607599) (LOCKED),Jets (15608299),,RB,Kerryon Johnson (15607757) (LOCKED),Kerryon Johnson,15607757,RB/FLEX,4000,In Progress,DET,4.2
2289480256,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Julio Jones (15607815) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Aaron Jones (15607595),Colts (15608283) (LOCKED),,RB,Bo Scarbrough (15607759) (LOCKED),Bo Scarbrough,15607759,RB/FLEX,4000,In Progress,DET,0
2289480257,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Eric Ebron (15608131) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Falcons (15608301) (LOCKED),,RB,Jason Cabinda (15607761) (LOCKED),Jason Cabinda,15607761,RB/FLEX,4000,In Progress,DET,0.35
2289480258,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),DJ Moore (15607837) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Ravens (15608281) (LOCKED),,RB,Mike Boone (15607733) (LOCKED),Mike Boone,15607733,RB/FLEX,4000,In Progress,MIN,0.38
2289480259,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Kareem Hunt (15607605) (LOCKED),Randall Cobb (15607891) (LOCKED),Terry McLaurin (15607841) (LOCKED),Kalif Raymond (15607945) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Patriots (15608282) (LOCKED),,RB,Ameer Abdullah (15607735) (LOCKED),Ameer Abdullah,15607735,RB/FLEX,4000,In Progress,MIN,0
2289480260,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Keelan Cole (15607867) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Adam Thielen (15607807) (LOCKED),Tyler Eifert (15608145) (LOCKED),Ronald Jones II (15607621),Eagles (15608298) (LOCKED),,RB,C.J. Ham (15607737) (LOCKED),C.J. Ham,15607737,RB/FLEX,4000,In Progress,MIN,0.54
2289480261,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Danny Amendola (15607903) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Jarvis Landry (15607865) (LOCKED),Tyler Eifert (15608145) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,RB,Brian Hill (15607739) (LOCKED),Brian Hill,15607739,RB/FLEX,4000,In Progress,ATL,7.04
2289480262,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Dontrelle Inman (15607927) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Evan Engram (15608123) (LOCKED),Joe Mixon (15607615) (LOCKED),Panthers (15608292) (LOCKED),,RB,Ito Smith (15607741) (LOCKED),Ito Smith,15607741,RB/FLEX,4000,In Progress,ATL,2.38
2289480263,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Jarvis Landry (15607865) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),James Washington (15607901) (LOCKED),Austin Hooper (15608135) (LOCKED),Alexander Mattison (15607599) (LOCKED),Ravens (15608281) (LOCKED),,RB,Qadree Ollison (15607743) (LOCKED),Qadree Ollison,15607743,RB/FLEX,4000,In Progress,ATL,0
2289480264,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Chase Claypool (15607853) (LOCKED),Jarvis Landry (15607865) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Colts (15608283) (LOCKED),,RB,Keith Smith (15607745) (LOCKED),Keith Smith,15607745,RB/FLEX,4000,In Progress,ATL,0.82
2289480265,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Kenny Golladay (15607831) (LOCKED),Darius Slayton (15607849) (LOCKED),Tyler Eifert (15608145) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Titans (15608294) (LOCKED),,RB,Peyton Barber (15607721) (LOCKED),Peyton Barber,15607721,RB/FLEX,4000,In Progress,WAS,4.02
2289480266,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),Dontrelle Inman (15607927) (LOCKED),Jarvis Landry (15607865) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Colts (15608283) (LOCKED),,RB,Bryce Love (15607723) (LOCKED),Bryce Love,15607723,RB/FLEX,4000,In Progress,WAS,0
2289480267,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Golden Tate (15607885) (LOCKED),Adam Thielen (15607807) (LOCKED),Isaiah Wright (15608019) (LOCKED),Evan Engram (15608123) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Patriots (15608282) (LOCKED),,RB,Wayne Gallman Jr. (15607725) (LOCKED),Wayne Gallman Jr.,15607725,RB/FLEX,4000,In Progress,NYG,3.68
2289480268,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Julio Jones (15607815) (LOCKED),Adam Thielen (15607807) (LOCKED),Trey Burton (15608155) (LOCKED),Antonio Gibson (15607625) (LOCKED),Browns (15608296) (LOCKED),,RB,Dion Lewis (15607727) (LOCKED),Dion Lewis,15607727,RB/FLEX,4000,In Progress,NYG,4.72
2289480269,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Kareem Hunt (15607605) (LOCKED),A.J. Brown (15607845) (LOCKED),Adam Humphries (15607909) (LOCKED),Adam Thielen (15607807) (LOCKED),Darren Fells (15608137) (LOCKED),Joe Mixon (15607615) (LOCKED),WAS Football Team (15608288) (LOCKED),,RB,Saquon Barkley (15607729) (LOCKED),Saquon Barkley,15607729,RB/FLEX,4000,In Progress,NYG,7.7
2289480270,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Kareem Hunt (15607605) (LOCKED),Danny Amendola (15607903) (LOCKED),A.J. Brown (15607845) (LOCKED),Kenny Golladay (15607831) (LOCKED),Tyler Eifert (15608145) (LOCKED),Ronald Jones II (15607621),Ravens (15608281) (LOCKED),,RB,Elijhaa Penny (15607731) (LOCKED),Elijhaa Penny,15607731,RB/FLEX,4000,In Progress,NYG,0.06
2289480271,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Brandin Cooks (15607859) (LOCKED),Adam Humphries (15607909) (LOCKED),Adam Thielen (15607807) (LOCKED),Jonnu Smith (15608115) (LOCKED),Ronald Jones II (15607621),Jaguars (15608295) (LOCKED),,RB,Trenton Cannon (15607711) (LOCKED),Trenton Cannon,15607711,RB/FLEX,4000,In Progress,CAR,-0.03
2289480272,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kirk Cousins (15607543) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Chase Claypool (15607853) (LOCKED),Justin Jefferson (15607835) (LOCKED),Calvin Ridley (15607805) (LOCKED),Kyle Rudolph (15608139) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,RB,Alex Armah (15607713) (LOCKED),Alex Armah,15607713,RB/FLEX,4000,In Progress,CAR,0.58
2289480273,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Scotty Miller (15607899),Malik Taylor (15607977),Adam Thielen (15607807) (LOCKED),Rob Gronkowski (15608127),Joe Mixon (15607615) (LOCKED),Patriots (15608282) (LOCKED),,RB,Ryan Nall (15607715) (LOCKED),Ryan Nall,15607715,RB/FLEX,4000,In Progress,CHI,0.24
2289480274,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Randall Cobb (15607891) (LOCKED),Jarvis Landry (15607865) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Packers (15608284),,RB,Artavis Pierce (15607717) (LOCKED),Artavis Pierce,15607717,RB/FLEX,4000,In Progress,CHI,0
2289480275,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Tyler Boyd (15607839) (LOCKED),Terry McLaurin (15607841) (LOCKED),Zach Pascal (15607877) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,RB,Tarik Cohen (15607719) (LOCKED),Tarik Cohen,15607719,RB/FLEX,4000,In Progress,CHI,5.83
2289480276,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Zach Pascal (15607877) (LOCKED),Darius Slayton (15607849) (LOCKED),Drew Sample (15608147) (LOCKED),Alexander Mattison (15607599) (LOCKED),Patriots (15608282) (LOCKED),,RB,Darrynton Evans (15607695) (LOCKED),Darrynton Evans,15607695,RB/FLEX,4000,In Progress,TEN,1.05
2289480277,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),John Hightower (15608101) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Ronald Jones II (15607621),Colts (15608283) (LOCKED),,RB,Jeremy McNichols (15607697) (LOCKED),Jeremy McNichols,15607697,RB/FLEX,4000,In Progress,TEN,1.58
2289480278,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),James Conner (15607601) (LOCKED),Mike Davis (15607603) (LOCKED),A.J. Brown (15607845) (LOCKED),Brandin Cooks (15607859) (LOCKED),Kalif Raymond (15607945) (LOCKED),Mark Andrews (15608107) (LOCKED),Jonathan Taylor (15607611) (LOCKED),WAS Football Team (15608288) (LOCKED),,RB,Senorise Perry (15607699) (LOCKED),Senorise Perry,15607699,RB/FLEX,4000,In Progress,TEN,0.45
2289480279,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Lamar Jackson (15607534) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Miles Boykin (15607919) (LOCKED),Marquise Brown (15607819) (LOCKED),Darnell Mooney (15608011) (LOCKED),Zach Ertz (15608121) (LOCKED),James Robinson (15607607) (LOCKED),Dolphins (15608293),,RB,Duke Johnson (15607701) (LOCKED),Duke Johnson,15607701,RB/FLEX,4000,In Progress,HOU,3.93
2289480280,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Dontrelle Inman (15607927) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Jonnu Smith (15608115) (LOCKED),James Conner (15607601) (LOCKED),Patriots (15608282) (LOCKED),,RB,C.J. Prosise (15607703) (LOCKED),C.J. Prosise,15607703,RB/FLEX,4000,In Progress,HOU,0.03
2289480281,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Calvin Ridley (15607805) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Kareem Hunt (15607605) (LOCKED),Panthers (15608292) (LOCKED),,RB,Buddy Howell (15607705) (LOCKED),Buddy Howell,15607705,RB/FLEX,4000,In Progress,HOU,0
2289480282,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Kareem Hunt (15607605) (LOCKED),A.J. Brown (15607845) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Dolphins (15608293),,RB,Scottie Phillips (15607707) (LOCKED),Scottie Phillips,15607707,RB/FLEX,4000,In Progress,HOU,0
2289480283,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Davante Adams (15607803),A.J. Brown (15607845) (LOCKED),Scotty Miller (15607899),Rob Gronkowski (15608127),Phillip Lindsay (15607651) (LOCKED),Giants (15608289) (LOCKED),,RB,Cullen Gillaspia (15607709) (LOCKED),Cullen Gillaspia,15607709,RB/FLEX,4000,In Progress,HOU,0.8
2289480284,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ben Roethlisberger (15607537) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Chase Claypool (15607853) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Eric Ebron (15608131) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Giants (15608289) (LOCKED),,WR,Adam Humphries (15607909) (LOCKED),Adam Humphries,15607909,WR/FLEX,4000,In Progress,TEN,11.53
2289480285,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Mike Davis (15607603) (LOCKED),Todd Gurley II (15607613) (LOCKED),A.J. Brown (15607845) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Ronald Jones II (15607621),Giants (15608289) (LOCKED),,QB,Josh Dobbs (15607585) (LOCKED),Josh Dobbs,15607585,QB,4000,In Progress,PIT,0
2289480286,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Mike Davis (15607603) (LOCKED),Alexander Mattison (15607599) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Terry McLaurin (15607841) (LOCKED),Isaiah Wright (15608019) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,RB,Benny Snell Jr. (15607681) (LOCKED),Benny Snell Jr.,15607681,RB/FLEX,4000,In Progress,PIT,4.35
2289480287,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),James Conner (15607601) (LOCKED),Mike Davis (15607603) (LOCKED),Danny Amendola (15607903) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Adam Thielen (15607807) (LOCKED),Tyler Eifert (15608145) (LOCKED),David Johnson (15607627) (LOCKED),Patriots (15608282) (LOCKED),,RB,Anthony McFarland Jr. (15607683) (LOCKED),Anthony McFarland Jr.,15607683,RB/FLEX,4000,In Progress,PIT,3.25
2289480288,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Chris Godwin (15607821),Terry McLaurin (15607841) (LOCKED),Scotty Miller (15607899),Robert Tonyan (15608117),David Johnson (15607627) (LOCKED),Panthers (15608292) (LOCKED),,RB,Jaylen Samuels (15607685) (LOCKED),Jaylen Samuels,15607685,RB/FLEX,4000,In Progress,PIT,0.93
2289480289,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Will Fuller V (15607813) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Jonnu Smith (15608115) (LOCKED),Ronald Jones II (15607621),Colts (15608283) (LOCKED),,RB,Derek Watt (15607687) (LOCKED),Derek Watt,15607687,RB/FLEX,4000,In Progress,PIT,0
2289480290,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Jonathan Taylor (15607611) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),Jonnu Smith (15608115) (LOCKED),Phillip Lindsay (15607651) (LOCKED),WAS Football Team (15608288) (LOCKED),,RB,D'Ernest Johnson (15607689) (LOCKED),D'Ernest Johnson,15607689,RB/FLEX,4000,In Progress,CLE,2.92
2289480291,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ben Roethlisberger (15607537) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Chase Claypool (15607853) (LOCKED),Terry McLaurin (15607841) (LOCKED),James Washington (15607901) (LOCKED),Austin Hooper (15608135) (LOCKED),James Robinson (15607607) (LOCKED),Buccaneers (15608290),,RB,Dontrell Hilliard (15607691) (LOCKED),Dontrell Hilliard,15607691,RB/FLEX,4000,In Progress,CLE,3.1
