Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2250440152,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tee Higgins (15512841) (LOCKED),DJ Moore (15512789) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Tyler Eifert (15513135) (LOCKED),Chris Carson (15512515) (LOCKED),Ravens (15513305) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2259676322,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Buccaneers (15513311) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2259681202,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),DJ Moore (15512789) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),Chris Carson (15512515) (LOCKED),Bears (15513317),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2259681203,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),DK Metcalf (15512747) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Drew Sample (15513137) (LOCKED),Kenyan Drake (15512519) (LOCKED),Bears (15513317),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2259681204,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Kirk Cousins (15512445) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Justin Jefferson (15512803) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Bengals (15513320) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2259681205,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Derek Carr (15512450),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Brandin Cooks (15512837) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,
2259681206,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93138862,$20,Gardner Minshew II (15512438) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),DeVante Parker (15512785) (LOCKED),Tyler Eifert (15513135) (LOCKED),Mike Davis (15512527) (LOCKED),Vikings (15513322) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2259696651,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Reece Fountain (15513077),CeeDee Lamb (15512799) (LOCKED),Dalton Schultz (15513113) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ravens (15513305) (LOCKED),,WR,Scotty Miller (15512863) (LOCKED),Scotty Miller,15512863,WR/FLEX,4100,In Progress,TB,9.13
2259696652,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),Kenny Golladay (15512777) (LOCKED),Emmanuel Sanders (15512821) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,RB,Jordan Howard (15512583) (LOCKED),Jordan Howard,15512583,RB/FLEX,4100,In Progress,MIA,6.4
2259696653,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Mike Evans (15512765) (LOCKED),Scotty Miller (15512863) (LOCKED),Hunter Henry (15513109) (LOCKED),Mike Davis (15512527) (LOCKED),Raiders (15513323),,TE,Greg Olsen (15513117) (LOCKED),Greg Olsen,15513117,TE/FLEX,4100,In Progress,SEA,7.83
2259696654,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Tyler Lockett (15512743) (LOCKED),Preston Williams (15512839) (LOCKED),Greg Olsen (15513117) (LOCKED),David Montgomery (15512535),Giants (15513325),,RB,Chris Thompson (15512587) (LOCKED),Chris Thompson,15512587,RB/FLEX,4100,In Progress,JAX,7.7
2259696655,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Stefon Diggs (15512749),DeVante Parker (15512785) (LOCKED),Hunter Renfrow (15512833),Darren Waller (15513101),Joe Mixon (15512525) (LOCKED),Giants (15513325),,RB,Tony Pollard (15512589) (LOCKED),Tony Pollard,15512589,RB/FLEX,4100,In Progress,DAL,2.53
2259696656,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),John Brown (15512805),Hunter Renfrow (15512833),Adam Thielen (15512759) (LOCKED),Darren Waller (15513101),David Montgomery (15512535),Ravens (15513305) (LOCKED),,QB,Colt McCoy (15512480),Colt McCoy,15512480,QB,4100,NYG@LAR 10/04/2020 04:05PM ET,NYG,0
2259696657,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Jarvis Landry (15512809) (LOCKED),DK Metcalf (15512747) (LOCKED),Dalton Schultz (15513113) (LOCKED),David Montgomery (15512535),Raiders (15513323),,RB,Cam Akers (15512585),Cam Akers,15512585,RB/FLEX,4100,NYG@LAR 10/04/2020 04:05PM ET,LAR,3.3
2259696658,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Will Fuller V (15512779) (LOCKED),A.J. Green (15512793) (LOCKED),Justin Jefferson (15512803) (LOCKED),Darren Fells (15513147) (LOCKED),Mike Davis (15512527) (LOCKED),WAS Football Team (15513329) (LOCKED),,WR,Josh Reynolds (15512861),Josh Reynolds,15512861,WR/FLEX,4100,NYG@LAR 10/04/2020 04:05PM ET,LAR,5.67
2259696659,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Ryan Fitzpatrick (15512448) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Johnson (15512921) (LOCKED),DK Metcalf (15512747) (LOCKED),DeVante Parker (15512785) (LOCKED),Mike Gesicki (15513103) (LOCKED),David Montgomery (15512535),Texans (15513326) (LOCKED),,QB,Nathan Peterman (15512479),Nathan Peterman,15512479,QB,4100,BUF@LV 10/04/2020 04:25PM ET,LV,0
2259696660,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Will Fuller V (15512779) (LOCKED),Justin Jefferson (15512803) (LOCKED),Kyle Rudolph (15513141) (LOCKED),Mike Davis (15512527) (LOCKED),Rams (15513306),,QB,Brian Hoyer (15512477),Brian Hoyer,15512477,QB,4100,Postponed,NE,0
2259696661,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Teddy Bridgewater (15512446) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Robby Anderson (15512797) (LOCKED),Christian Kirk (15512853) (LOCKED),DJ Moore (15512789) (LOCKED),Jordan Akins (15513143) (LOCKED),Chris Carson (15512515) (LOCKED),Buccaneers (15513311) (LOCKED),,QB,Chad Henne (15512478),Chad Henne,15512478,QB,4100,Postponed,KC,0
2259696662,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Tee Higgins (15512841) (LOCKED),Tyler Lockett (15512743) (LOCKED),Tyler Eifert (15513135) (LOCKED),Devin Singletary (15512521),Colts (15513313),,RB,Dwayne Washington (15512727) (LOCKED),Dwayne Washington,15512727,RB/FLEX,4000,In Progress,NO,0
2259696663,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),DK Metcalf (15512747) (LOCKED),David Moore (15512903) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Mike Gesicki (15513103) (LOCKED),Devin Singletary (15512521),Giants (15513325),,RB,Ty Montgomery (15512729) (LOCKED),Ty Montgomery,15512729,RB/FLEX,4000,In Progress,NO,2.05
2259696664,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Amari Cooper (15512755) (LOCKED),Will Fuller V (15512779) (LOCKED),Adam Thielen (15512759) (LOCKED),Irv Smith Jr. (15513213) (LOCKED),David Montgomery (15512535),Buccaneers (15513311) (LOCKED),,RB,Michael Burton (15512731) (LOCKED),Michael Burton,15512731,RB/FLEX,4000,In Progress,NO,0
2259696665,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Nelson Agholor (15512895),Will Fuller V (15512779) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,RB,Kerryon Johnson (15512733) (LOCKED),Kerryon Johnson,15512733,RB/FLEX,4000,In Progress,DET,4.87
2259696666,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Cole Beasley (15512831),Stefon Diggs (15512749),Reece Fountain (15513077),Darren Waller (15513101),Mike Davis (15512527) (LOCKED),Jaguars (15513318) (LOCKED),,RB,Ty Johnson (15512735) (LOCKED),Ty Johnson,15512735,RB/FLEX,4000,In Progress,DET,0
2259696667,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Keelan Cole (15512845) (LOCKED),Drew Sample (15513137) (LOCKED),Jonathan Taylor (15512509),Ravens (15513305) (LOCKED),,RB,Bo Scarbrough (15512737) (LOCKED),Bo Scarbrough,15512737,RB/FLEX,4000,In Progress,DET,0
2259696668,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Amari Cooper (15512755) (LOCKED),Jarvis Landry (15512809) (LOCKED),DJ Moore (15512789) (LOCKED),Austin Hooper (15513119) (LOCKED),David Johnson (15512531) (LOCKED),Chargers (15513319) (LOCKED),,WR,Danny Amendola (15512875) (LOCKED),Danny Amendola,15512875,WR/FLEX,4000,In Progress,DET,6.67
2259696669,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Brandin Cooks (15512837) (LOCKED),Michael Gallup (15512771) (LOCKED),Dalton Schultz (15513113) (LOCKED),David Montgomery (15512535),Giants (15513325),,QB,Jacob Eason (15512490),Jacob Eason,15512490,QB,4000,IND@CHI 10/04/2020 04:25PM ET,IND,0
2259696670,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Philip Rivers (15512447),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Reece Fountain (15513077),DK Metcalf (15512747) (LOCKED),Allen Robinson II (15512753),Mo Alie-Cox (15513121),Mike Davis (15512527) (LOCKED),Giants (15513325),,RB,Jordan Wilkins (15512719),Jordan Wilkins,15512719,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,3.17
2259696671,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Dalvin Cook (15512497) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Chris Conley (15512889) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Hunter Henry (15513109) (LOCKED),Mike Davis (15512527) (LOCKED),Ravens (15513305) (LOCKED),,RB,Marlon Mack (15512721),Marlon Mack,15512721,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,8.6
2259696672,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Mike Evans (15512765) (LOCKED),Jalen Guyton (15512907) (LOCKED),DJ Moore (15512789) (LOCKED),Rob Gronkowski (15513127) (LOCKED),Chris Carson (15512515) (LOCKED),Vikings (15513322) (LOCKED),,RB,Bruce Anderson III (15512723),Bruce Anderson III,15512723,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,IND,0
2259696673,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Tom Brady (15512436) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Mike Evans (15512765) (LOCKED),K.J. Hill (15513033) (LOCKED),DK Metcalf (15512747) (LOCKED),O.J. Howard (15513145) (LOCKED),Kenyan Drake (15512519) (LOCKED),Giants (15513325),,RB,Tarik Cohen (15512725),Tarik Cohen,15512725,RB/FLEX,4000,IND@CHI 10/04/2020 04:25PM ET,CHI,5.83
2259696674,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Keelan Cole (15512845) (LOCKED),A.J. Green (15512793) (LOCKED),DJ Moore (15512789) (LOCKED),Drew Sample (15513137) (LOCKED),Ronald Jones II (15512555) (LOCKED),Ravens (15513305) (LOCKED),,RB,Reggie Bonnafon (15512709) (LOCKED),Reggie Bonnafon,15512709,RB/FLEX,4000,In Progress,CAR,1.6
2259696675,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Matthew Stafford (15512439) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Kenny Golladay (15512777) (LOCKED),Marvin Jones Jr. (15512817) (LOCKED),Allen Robinson II (15512753),Adam Trautman (15513295) (LOCKED),Kenyan Drake (15512519) (LOCKED),Rams (15513306),,RB,Trenton Cannon (15512711) (LOCKED),Trenton Cannon,15512711,RB/FLEX,4000,In Progress,CAR,0
2259696676,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Derek Carr (15512450),Chris Carson (15512515) (LOCKED),Alvin Kamara (15512493) (LOCKED),Nelson Agholor (15512895),John Brown (15512805),Allen Robinson II (15512753),Darren Waller (15513101),Kenyan Drake (15512519) (LOCKED),Rams (15513306),,RB,Alex Armah (15512713) (LOCKED),Alex Armah,15512713,RB/FLEX,4000,In Progress,CAR,0.83
2259696677,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Randall Cobb (15512823) (LOCKED),Will Fuller V (15512779) (LOCKED),Hunter Renfrow (15512833),Kyle Rudolph (15513141) (LOCKED),Chris Carson (15512515) (LOCKED),Panthers (15513324) (LOCKED),,RB,Eno Benjamin (15512715) (LOCKED),Eno Benjamin,15512715,RB/FLEX,4000,In Progress,ARI,0
2259696678,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Ronald Jones II (15512555) (LOCKED),Alvin Kamara (15512493) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),A.J. Green (15512793) (LOCKED),DK Metcalf (15512747) (LOCKED),Tyler Eifert (15513135) (LOCKED),David Montgomery (15512535),Ravens (15513305) (LOCKED),,RB,Jonathan Ward (15512717) (LOCKED),Jonathan Ward,15512717,RB/FLEX,4000,In Progress,ARI,0
2259696679,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Michael Gallup (15512771) (LOCKED),T.Y. Hilton (15512801),Jarvis Landry (15512809) (LOCKED),Austin Hooper (15513119) (LOCKED),Devin Singletary (15512521),Ravens (15513305) (LOCKED),,QB,Trace McSorley (15512489) (LOCKED),Trace McSorley,15512489,QB,4000,In Progress,BAL,0
2259696680,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),David Johnson (15512531) (LOCKED),Alvin Kamara (15512493) (LOCKED),DK Metcalf (15512747) (LOCKED),DeVante Parker (15512785) (LOCKED),Laviska Shenault Jr. (15512851) (LOCKED),Greg Olsen (15513117) (LOCKED),David Montgomery (15512535),WAS Football Team (15513329) (LOCKED),,RB,Gus Edwards (15512697) (LOCKED),Gus Edwards,15512697,RB/FLEX,4000,In Progress,BAL,4.3
2259696681,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Joe Burrow (15512435) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Tyler Boyd (15512773) (LOCKED),Keelan Cole (15512845) (LOCKED),Tee Higgins (15512841) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Kenyan Drake (15512519) (LOCKED),Dolphins (15513330) (LOCKED),,RB,Justice Hill (15512699) (LOCKED),Justice Hill,15512699,RB/FLEX,4000,In Progress,BAL,0
2259696682,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Josh Allen (15512428),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Nelson Agholor (15512895),John Brown (15512805),Stefon Diggs (15512749),Logan Thomas (15513131) (LOCKED),Kenyan Drake (15512519) (LOCKED),Dolphins (15513330) (LOCKED),,RB,Patrick Ricard (15512701) (LOCKED),Patrick Ricard,15512701,RB/FLEX,4000,In Progress,BAL,2.63
2259696683,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Alvin Kamara (15512493) (LOCKED),Joe Mixon (15512525) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),Jarvis Landry (15512809) (LOCKED),T.J. Hockenson (15513107) (LOCKED),Ronald Jones II (15512555) (LOCKED),Colts (15513313),,RB,J.D. McKissic (15512703) (LOCKED),J.D. McKissic,15512703,RB/FLEX,4000,In Progress,WAS,4.8
2259696684,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Ronald Jones II (15512555) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),CeeDee Lamb (15512799) (LOCKED),DK Metcalf (15512747) (LOCKED),Austin Hooper (15513119) (LOCKED),Devin Singletary (15512521),Cardinals (15513309) (LOCKED),,RB,Peyton Barber (15512705) (LOCKED),Peyton Barber,15512705,RB/FLEX,4000,In Progress,WAS,5.2
2259696685,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),Tyler Lockett (15512743) (LOCKED),Adam Thielen (15512759) (LOCKED),Kyle Rudolph (15513141) (LOCKED),Jonathan Taylor (15512509),Giants (15513325),,RB,Bryce Love (15512707) (LOCKED),Bryce Love,15512707,RB/FLEX,4000,In Progress,WAS,0
2259696686,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Randall Cobb (15512823) (LOCKED),Tee Higgins (15512841) (LOCKED),Adam Thielen (15512759) (LOCKED),Jordan Akins (15513143) (LOCKED),David Montgomery (15512535),Chargers (15513319) (LOCKED),,WR,Willie Snead IV (15512871) (LOCKED),Willie Snead IV,15512871,WR/FLEX,4000,In Progress,BAL,7.9
2259696687,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DK Metcalf (15512747) (LOCKED),David Moore (15512903) (LOCKED),DeVante Parker (15512785) (LOCKED),Hunter Henry (15513109) (LOCKED),Joe Mixon (15512525) (LOCKED),WAS Football Team (15513329) (LOCKED),,WR,Miles Boykin (15512873) (LOCKED),Miles Boykin,15512873,WR/FLEX,4000,In Progress,BAL,5.43
2259696688,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Philip Rivers (15512447),Ezekiel Elliott (15512495) (LOCKED),Alvin Kamara (15512493) (LOCKED),Brandin Cooks (15512837) (LOCKED),T.Y. Hilton (15512801),Anthony Miller (15512819),Mo Alie-Cox (15513121),Kenyan Drake (15512519) (LOCKED),Ravens (15513305) (LOCKED),,DST,Ravens  (15513305) (LOCKED),Ravens ,15513305,DST,4000,In Progress,BAL,12.33
2259696689,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Will Fuller V (15512779) (LOCKED),Justin Jefferson (15512803) (LOCKED),Adam Thielen (15512759) (LOCKED),Darren Waller (15513101),Ronald Jones II (15512555) (LOCKED),Giants (15513325),,QB,Josh Dobbs (15512488),Josh Dobbs,15512488,QB,4000,Postponed,PIT,0
2259696690,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Russell Wilson (15512426) (LOCKED),Mike Davis (15512527) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),DK Metcalf (15512747) (LOCKED),Preston Williams (15512839) (LOCKED),Greg Olsen (15513117) (LOCKED),Joe Mixon (15512525) (LOCKED),Raiders (15513323),,RB,Jaylen Samuels (15512683),Jaylen Samuels,15512683,RB/FLEX,4000,Postponed,PIT,0.93
2259696691,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Deshaun Watson (15512432) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Will Fuller V (15512779) (LOCKED),Justin Jefferson (15512803) (LOCKED),DK Metcalf (15512747) (LOCKED),Jordan Akins (15513143) (LOCKED),David Montgomery (15512535),Giants (15513325),,RB,Anthony McFarland Jr. (15512685),Anthony McFarland Jr.,15512685,RB/FLEX,4000,Postponed,PIT,5.9
2259696692,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Kirk Cousins (15512445) (LOCKED),Kenyan Drake (15512519) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),Brandin Cooks (15512837) (LOCKED),Justin Jefferson (15512803) (LOCKED),Adam Thielen (15512759) (LOCKED),Mike Gesicki (15513103) (LOCKED),Joe Mixon (15512525) (LOCKED),Buccaneers (15513311) (LOCKED),,RB,Derek Watt (15512687),Derek Watt,15512687,RB/FLEX,4000,Postponed,PIT,0
2259696693,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Kenyan Drake (15512519) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),Amari Cooper (15512755) (LOCKED),KhaDarel Hodge (15512919) (LOCKED),Darren Waller (15513101),David Johnson (15512531) (LOCKED),Cardinals (15513309) (LOCKED),,RB,Darrynton Evans (15512689),Darrynton Evans,15512689,RB/FLEX,4000,Postponed,TEN,0.9
2259696694,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Gardner Minshew II (15512438) (LOCKED),Chris Carson (15512515) (LOCKED),Ezekiel Elliott (15512495) (LOCKED),DJ Chark Jr. (15512775) (LOCKED),Keelan Cole (15512845) (LOCKED),A.J. Green (15512793) (LOCKED),Hunter Henry (15513109) (LOCKED),Kenyan Drake (15512519) (LOCKED),Colts (15513313),,RB,Jeremy McNichols (15512691),Jeremy McNichols,15512691,RB/FLEX,4000,Postponed,TEN,0.73
2259696695,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Alvin Kamara (15512493) (LOCKED),Joe Mixon (15512525) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Jarvis Landry (15512809) (LOCKED),Tyler Lockett (15512743) (LOCKED),Austin Hooper (15513119) (LOCKED),David Montgomery (15512535),Buccaneers (15513311) (LOCKED),,RB,Senorise Perry (15512693),Senorise Perry,15512693,RB/FLEX,4000,Postponed,TEN,0.45
2259696696,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Dak Prescott (15512429) (LOCKED),Mike Davis (15512527) (LOCKED),Alvin Kamara (15512493) (LOCKED),CeeDee Lamb (15512799) (LOCKED),Jarvis Landry (15512809) (LOCKED),DeVante Parker (15512785) (LOCKED),Dalton Schultz (15513113) (LOCKED),David Johnson (15512531) (LOCKED),Jaguars (15513318) (LOCKED),,RB,Khari Blasingame (15512695),Khari Blasingame,15512695,RB/FLEX,4000,Postponed,TEN,0.5
2259696697,NFL $125K mini-MAX [150 Entry Max],93173327,$0.50,Baker Mayfield (15512442) (LOCKED),Dalvin Cook (15512497) (LOCKED),Alvin Kamara (15512493) (LOCKED),Odell Beckham Jr. (15512783) (LOCKED),KhaDarel Hodge (15512919) (LOCKED),DJ Moore (15512789) (LOCKED),Dalton Schultz (15513113) (LOCKED),Chris Carson (15512515) (LOCKED),Colts (15513313),,WR,Adam Humphries (15512867),Adam Humphries,15512867,WR/FLEX,4000,Postponed,TEN,11.53
