Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270734735,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Samaje Perine (15560438),Samaje Perine,15560438,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,CIN,0
2270734736,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Trayveon Williams (15560440),Trayveon Williams,15560440,RB/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,CIN,0
2270734737,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Miles Boykin (15560636),Miles Boykin,15560636,WR/FLEX,4000,CIN@BAL 10/11/2020 01:00PM ET,BAL,5.28
2270734738,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jake Luton (15560275),Jake Luton,15560275,QB,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
2270734739,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Chris Thompson (15560416),Chris Thompson,15560416,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,5.78
2270734740,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Dare Ogunbowale (15560418),Dare Ogunbowale,15560418,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
2270734741,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Devine Ozigbo (15560420),Devine Ozigbo,15560420,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
2270734742,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Bruce Miller (15560422),Bruce Miller,15560422,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0.3
2270734743,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,C.J. Prosise (15560424),C.J. Prosise,15560424,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0.03
2270734744,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Buddy Howell (15560426),Buddy Howell,15560426,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0
2270734745,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Scottie Phillips (15560428),Scottie Phillips,15560428,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0
2270734746,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Cullen Gillaspia (15560430),Cullen Gillaspia,15560430,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,HOU,0.8
2270734747,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Ryquell Armstead (15589127),Ryquell Armstead,15589127,RB/FLEX,4000,JAX@HOU 10/11/2020 01:00PM ET,JAX,0
2270734748,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jalen Richard (15560402),Jalen Richard,15560402,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,LV,4.98
2270734749,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Devontae Booker (15560404),Devontae Booker,15560404,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,LV,3.2
2270734750,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Theo Riddick (15560406),Theo Riddick,15560406,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,LV,1.3
2270734751,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Alec Ingold (15560408),Alec Ingold,15560408,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,LV,3.85
2270734752,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Darrel Williams (15560410),Darrel Williams,15560410,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,KC,2.52
2270734753,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Darwin Thompson (15560412),Darwin Thompson,15560412,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,KC,0.55
2270734754,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Anthony Sherman (15560414),Anthony Sherman,15560414,RB/FLEX,4000,LV@KC 10/11/2020 01:00PM ET,KC,1.92
2270734755,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,JaMycal Hasty (15560388),JaMycal Hasty,15560388,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,SF,1.4
2270734756,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Tevin Coleman (15560390),Tevin Coleman,15560390,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,SF,4.7
2270734757,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Kyle Juszczyk (15560392),Kyle Juszczyk,15560392,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,SF,3.1
2270734758,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jordan Howard (15560394),Jordan Howard,15560394,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,MIA,5.02
2270734759,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Patrick Laird (15560396),Patrick Laird,15560396,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,MIA,0.72
2270734760,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Malcolm Perry (15560398),Malcolm Perry,15560398,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,MIA,0
2270734761,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Chandler Cox (15560400),Chandler Cox,15560400,RB/FLEX,4000,MIA@SF 10/11/2020 04:05PM ET,MIA,0.32
2270734762,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Ben DiNucci (15560274),Ben DiNucci,15560274,QB,4000,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
2270734763,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Wayne Gallman Jr. (15560378),Wayne Gallman Jr.,15560378,RB/FLEX,4000,NYG@DAL 10/11/2020 04:25PM ET,NYG,3.43
2270734764,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Saquon Barkley (15560380),Saquon Barkley,15560380,RB/FLEX,4000,NYG@DAL 10/11/2020 04:25PM ET,NYG,7.7
2270734765,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Elijhaa Penny (15560382),Elijhaa Penny,15560382,RB/FLEX,4000,NYG@DAL 10/11/2020 04:25PM ET,NYG,0
2270734766,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Tony Pollard (15560384),Tony Pollard,15560384,RB/FLEX,4000,NYG@DAL 10/11/2020 04:25PM ET,DAL,4.45
2270734767,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Rico Dowdle (15560386),Rico Dowdle,15560386,RB/FLEX,4000,NYG@DAL 10/11/2020 04:25PM ET,DAL,0
2270734768,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,QB,Jacob Eason (15560273),Jacob Eason,15560273,QB,4000,IND@CLE 10/11/2020 04:25PM ET,IND,0
2270734769,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Jordan Wilkins (15560370),Jordan Wilkins,15560370,RB/FLEX,4000,IND@CLE 10/11/2020 04:25PM ET,IND,3.4
2270734770,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Marlon Mack (15560372),Marlon Mack,15560372,RB/FLEX,4000,IND@CLE 10/11/2020 04:25PM ET,IND,8.6
2270734771,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Dontrell Hilliard (15560374),Dontrell Hilliard,15560374,RB/FLEX,4000,IND@CLE 10/11/2020 04:25PM ET,CLE,3.1
2270734772,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,RB,Andy Janovich (15560376),Andy Janovich,15560376,RB/FLEX,4000,IND@CLE 10/11/2020 04:25PM ET,CLE,0.82
2270734773,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Ravens  (15561044),Ravens ,15561044,DST,3900,CIN@BAL 10/11/2020 01:00PM ET,BAL,10.75
2270734774,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,KJ Hamler (15560646),KJ Hamler,15560646,WR/FLEX,3800,Postponed,DEN,4.83
2270734775,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Larry Fitzgerald (15560644),Larry Fitzgerald,15560644,WR/FLEX,3800,ARI@NYJ 10/11/2020 01:00PM ET,ARI,5.7
2270734776,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Steelers  (15561043),Steelers ,15561043,DST,3800,PHI@PIT 10/11/2020 01:00PM ET,PIT,9.33
2270734777,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Demarcus Robinson (15560640),Demarcus Robinson,15560640,WR/FLEX,3800,LV@KC 10/11/2020 01:00PM ET,KC,2.7
2270734778,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Jalen Hurd (15560642),Jalen Hurd,15560642,WR/FLEX,3800,MIA@SF 10/11/2020 04:05PM ET,SF,0
2270734779,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Dontrelle Inman (15560650),Dontrelle Inman,15560650,WR/FLEX,3700,LAR@WAS 10/11/2020 01:00PM ET,WAS,8.38
2270734780,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Willie Snead IV (15560648),Willie Snead IV,15560648,WR/FLEX,3700,CIN@BAL 10/11/2020 01:00PM ET,BAL,6.92
2270734781,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Drew Sample (15560880),Drew Sample,15560880,TE/FLEX,3700,CIN@BAL 10/11/2020 01:00PM ET,CIN,5.5
2270734782,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,49ers  (15561045),49ers ,15561045,DST,3700,MIA@SF 10/11/2020 04:05PM ET,SF,6.75
2270734783,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Braxton Berrios (15560652),Braxton Berrios,15560652,WR/FLEX,3600,ARI@NYJ 10/11/2020 01:00PM ET,NYJ,8.58
2270734784,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Dawson Knox (15560882),Dawson Knox,15560882,TE/FLEX,3600,Postponed,BUF,3.93
2270734785,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Bills  (15561046),Bills ,15561046,DST,3600,Postponed,BUF,5.25
2270734786,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Kenny Stills (15560654),Kenny Stills,15560654,WR/FLEX,3600,JAX@HOU 10/11/2020 01:00PM ET,HOU,5.5
2270734787,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Nelson Agholor (15560656),Nelson Agholor,15560656,WR/FLEX,3600,LV@KC 10/11/2020 01:00PM ET,LV,7.95
2270734788,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Logan Thomas (15560884),Logan Thomas,15560884,TE/FLEX,3500,LAR@WAS 10/11/2020 01:00PM ET,WAS,7.3
2270734789,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Chiefs  (15561047),Chiefs ,15561047,DST,3500,LV@KC 10/11/2020 01:00PM ET,KC,9.75
2270734790,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,WR,Isaiah Ford (15560658),Isaiah Ford,15560658,WR/FLEX,3500,MIA@SF 10/11/2020 04:05PM ET,MIA,7.52
2270734791,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,David Njoku (15560886),David Njoku,15560886,TE/FLEX,3500,IND@CLE 10/11/2020 04:25PM ET,CLE,14
2270734792,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,DST,Broncos  (15561048),Broncos ,15561048,DST,3400,Postponed,DEN,4.75
2270734793,NFL $125K mini-MAX [150 Entry Max],93720150,$0.50,Jared Goff (15560224),Kareem Hunt (15560296),Josh Jacobs (15560304),Robby Anderson (15560546),CeeDee Lamb (15560540),DeVante Parker (15560544),Drew Sample (15560880),DJ Chark Jr. (15560526),Browns (15561054),,TE,Ian Thomas (15560890),Ian Thomas,15560890,TE/FLEX,3400,CAR@ATL 10/11/2020 01:00PM ET,CAR,3.5
