Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2321774427,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,1. Column A lists all of your contest entries for this draftgroup
2321783256,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,2. Your current lineup is listed next to each entry (blank for reservations)
2321783257,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2321783258,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2321783259,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,5. For faster processing only include entries you are changing in the file you upload
2321783260,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,
2321783261,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],95207246,$10,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2321801808,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Tevin Coleman (15677187),Tevin Coleman,15677187,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SF,4.7
2321801809,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,RB,Kyle Juszczyk (15677189),Kyle Juszczyk,15677189,RB/FLEX,4000,SF@SEA 11/01/2020 04:25PM ET,SF,4.56
2321801810,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Eric Ebron (15677645),Eric Ebron,15677645,TE/FLEX,3900,PIT@BAL 11/01/2020 01:00PM ET,PIT,8.08
2321801811,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Marquez Valdes-Scantling (15677413),Marquez Valdes-Scantling,15677413,WR/FLEX,3800,MIN@GB 11/01/2020 01:00PM ET,GB,7.68
2321801812,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Adam Humphries (15677415),Adam Humphries,15677415,WR/FLEX,3800,TEN@CIN 11/01/2020 01:00PM ET,TEN,11.18
2321801813,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Hunter Renfrow (15677411),Hunter Renfrow,15677411,WR/FLEX,3800,LV@CLE 11/01/2020 01:00PM ET,LV,9.22
2321801814,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Donovan Peoples-Jones (15677417),Donovan Peoples-Jones,15677417,WR/FLEX,3800,LV@CLE 11/01/2020 01:00PM ET,CLE,3.65
2321801815,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,David Njoku (15677647),David Njoku,15677647,TE/FLEX,3800,LV@CLE 11/01/2020 01:00PM ET,CLE,6.82
2321801816,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Rams  (15677807),Rams ,15677807,DST,3800,LAR@MIA 11/01/2020 01:00PM ET,LAR,7.57
2321801817,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Parris Campbell (15677419),Parris Campbell,15677419,WR/FLEX,3700,IND@DET 11/01/2020 01:00PM ET,IND,7.35
2321801818,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Ravens  (15677808),Ravens ,15677808,DST,3700,PIT@BAL 11/01/2020 01:00PM ET,BAL,12.67
2321801819,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Damiere Byrd (15677421),Damiere Byrd,15677421,WR/FLEX,3700,NE@BUF 11/01/2020 01:00PM ET,NE,6.88
2321801820,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Gerald Everett (15677649),Gerald Everett,15677649,TE/FLEX,3700,LAR@MIA 11/01/2020 01:00PM ET,LAR,6.54
2321801821,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,KJ Hamler (15677425),KJ Hamler,15677425,WR/FLEX,3600,LAC@DEN 11/01/2020 04:05PM ET,DEN,4.98
2321801822,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Jalen Guyton (15677429),Jalen Guyton,15677429,WR/FLEX,3600,LAC@DEN 11/01/2020 04:05PM ET,LAC,8.57
2321801823,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Steelers  (15677809),Steelers ,15677809,DST,3600,PIT@BAL 11/01/2020 01:00PM ET,PIT,9.33
2321801824,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Bryan Edwards (15677423),Bryan Edwards,15677423,WR/FLEX,3600,LV@CLE 11/01/2020 01:00PM ET,LV,4.97
2321801825,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Breshad Perriman (15677427),Breshad Perriman,15677427,WR/FLEX,3600,NYJ@KC 11/01/2020 01:00PM ET,NYJ,5.7
2321801826,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Greg Olsen (15677651),Greg Olsen,15677651,TE/FLEX,3600,SF@SEA 11/01/2020 04:25PM ET,SEA,6.47
2321801827,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Trey Burton (15677653),Trey Burton,15677653,TE/FLEX,3500,IND@DET 11/01/2020 01:00PM ET,IND,11.27
2321801828,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Darnell Mooney (15677437),Darnell Mooney,15677437,WR/FLEX,3500,NO@CHI 11/01/2020 04:25PM ET,CHI,7.19
2321801829,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Gabriel Davis (15677433),Gabriel Davis,15677433,WR/FLEX,3500,NE@BUF 11/01/2020 01:00PM ET,BUF,6.79
2321801830,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Jakobi Meyers (15677439),Jakobi Meyers,15677439,WR/FLEX,3500,NE@BUF 11/01/2020 01:00PM ET,NE,2.98
2321801831,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Tyler Kroft (15677655),Tyler Kroft,15677655,TE/FLEX,3500,NE@BUF 11/01/2020 01:00PM ET,BUF,4.67
2321801832,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Braxton Berrios (15677431),Braxton Berrios,15677431,WR/FLEX,3500,NYJ@KC 11/01/2020 01:00PM ET,NYJ,6.56
2321801833,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Kendrick Bourne (15677435),Kendrick Bourne,15677435,WR/FLEX,3500,SF@SEA 11/01/2020 04:25PM ET,SF,7.16
2321801834,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Mo Alie-Cox (15677657),Mo Alie-Cox,15677657,TE/FLEX,3400,IND@DET 11/01/2020 01:00PM ET,IND,9.08
2321801835,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Kyle Rudolph (15677659),Kyle Rudolph,15677659,TE/FLEX,3400,MIN@GB 11/01/2020 01:00PM ET,MIN,4.72
2321801836,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Marquez Callaway (15677443),Marquez Callaway,15677443,WR/FLEX,3400,NO@CHI 11/01/2020 04:25PM ET,NO,5.1
2321801837,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Saints  (15677810),Saints ,15677810,DST,3400,NO@CHI 11/01/2020 04:25PM ET,NO,4.33
2321801838,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Willie Snead IV (15677445),Willie Snead IV,15677445,WR/FLEX,3400,PIT@BAL 11/01/2020 01:00PM ET,BAL,5.32
2321801839,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Drew Sample (15677661),Drew Sample,15677661,TE/FLEX,3400,TEN@CIN 11/01/2020 01:00PM ET,CIN,5.2
2321801840,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,N'Keal Harry (15677441),N'Keal Harry,15677441,WR/FLEX,3400,NE@BUF 11/01/2020 01:00PM ET,NE,6.9
2321801841,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Danny Amendola (15677449),Danny Amendola,15677449,WR/FLEX,3300,IND@DET 11/01/2020 01:00PM ET,DET,7
2321801842,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Jack Doyle (15677663),Jack Doyle,15677663,TE/FLEX,3300,IND@DET 11/01/2020 01:00PM ET,IND,4.2
2321801843,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Deonte Harris (15677447),Deonte Harris,15677447,WR/FLEX,3300,NO@CHI 11/01/2020 04:25PM ET,NO,6.02
2321801844,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Bills  (15677811),Bills ,15677811,DST,3300,NE@BUF 11/01/2020 01:00PM ET,BUF,4.86
2321801845,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Jeff Smith (15677451),Jeff Smith,15677451,WR/FLEX,3300,NYJ@KC 11/01/2020 01:00PM ET,NYJ,5.55
2321801846,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Cordarrelle Patterson (15677453),Cordarrelle Patterson,15677453,WR/FLEX,3200,NO@CHI 11/01/2020 04:25PM ET,CHI,3.69
2321801847,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Harrison Bryant (15677667),Harrison Bryant,15677667,TE/FLEX,3200,LV@CLE 11/01/2020 01:00PM ET,CLE,6.09
2321801848,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,TE,Dawson Knox (15677665),Dawson Knox,15677665,TE/FLEX,3200,NE@BUF 11/01/2020 01:00PM ET,BUF,3.58
2321801849,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Denzel Mims (15677455),Denzel Mims,15677455,WR/FLEX,3200,NYJ@KC 11/01/2020 01:00PM ET,NYJ,8.2
2321801850,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Seahawks  (15677812),Seahawks ,15677812,DST,3200,SF@SEA 11/01/2020 04:25PM ET,SEA,5.33
2321801851,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Colts  (15677814),Colts ,15677814,DST,3100,IND@DET 11/01/2020 01:00PM ET,IND,11.17
2321801852,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,DST,Patriots  (15677813),Patriots ,15677813,DST,3100,NE@BUF 11/01/2020 01:00PM ET,NE,8.17
2321801853,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Demarcus Robinson (15677457),Demarcus Robinson,15677457,WR/FLEX,3100,NYJ@KC 11/01/2020 01:00PM ET,KC,4.38
2321801854,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Isaiah Ford (15677459),Isaiah Ford,15677459,WR/FLEX,3100,LAR@MIA 11/01/2020 01:00PM ET,MIA,6.88
2321801855,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Josh Reynolds (15677461),Josh Reynolds,15677461,WR/FLEX,3100,LAR@MIA 11/01/2020 01:00PM ET,LAR,8.11
2321801856,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,David Moore (15677463),David Moore,15677463,WR/FLEX,3100,SF@SEA 11/01/2020 04:25PM ET,SEA,8.22
2321801857,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Marcus Johnson (15677603),Marcus Johnson,15677603,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,IND,10.27
2321801858,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Ashton Dulin (15677605),Ashton Dulin,15677605,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,IND,1.05
2321801859,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Dezmon Patmon (15677607),Dezmon Patmon,15677607,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,IND,0
2321801860,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Reece Fountain (15677609),Reece Fountain,15677609,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,IND,1.43
2321801861,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Marvin Hall (15677611),Marvin Hall,15677611,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,DET,2.45
2321801862,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Jamal Agnew (15677613),Jamal Agnew,15677613,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,DET,1.7
2321801863,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Quintez Cephus (15677615),Quintez Cephus,15677615,WR/FLEX,3000,IND@DET 11/01/2020 01:00PM ET,DET,3.92
2321801864,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,K.J. Hill (15677587),K.J. Hill,15677587,WR/FLEX,3000,LAC@DEN 11/01/2020 04:05PM ET,LAC,0.86
2321801865,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Tyron Johnson (15677589),Tyron Johnson,15677589,WR/FLEX,3000,LAC@DEN 11/01/2020 04:05PM ET,LAC,4.67
2321801866,NFL $150K mini-MAX [150 Entry Max],95272087,$0.50,Drew Brees (15677050),Josh Jacobs (15677121),Joe Mixon (15677117),Tyler Boyd (15677335),Justin Jefferson (15677337),Cooper Kupp (15677339),Robert Tonyan (15677637),Justin Jackson (15677157),Lions (15677822),,WR,Joe Reed (15677591),Joe Reed,15677591,WR/FLEX,3000,LAC@DEN 11/01/2020 04:05PM ET,LAC,2.05
