Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2169356456,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),DeAndre Hopkins (15033809),Dante Pettis (15033983),Trent Taylor (15033957),T.J. Hockenson (15034327) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2169371496,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Aaron Rodgers (15033404) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Davante Adams (15033803) (LOCKED),Marquise Brown (15033861) (LOCKED),Marquez Valdes-Scantling (15033933) (LOCKED),Irv Smith Jr. (15034377) (LOCKED),Alvin Kamara (15033487),Bengals (15034600),,2. Your current lineup is listed next to each entry (blank for reservations)
2169371497,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Philip Rivers (15033408) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Parris Campbell (15033959) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Laviska Shenault Jr. (15033909) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Eagles (15034594) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2169371498,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Jimmy Garoppolo (15033413),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),Christian Kirk (15033865),Dante Pettis (15033983),George Kittle (15034307),Alvin Kamara (15033487),Dolphins (15034615) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2169371499,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Gardner Minshew II (15033412) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),DJ Chark Jr. (15033823) (LOCKED),Chris Conley (15033945) (LOCKED),T.Y. Hilton (15033841) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Packers (15034604) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2169371500,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Russell Wilson (15033398) (LOCKED),Antonio Gibson (15033595) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Marquise Brown (15033861) (LOCKED),DK Metcalf (15033839) (LOCKED),David Moore (15033991) (LOCKED),Hayden Hurst (15034325) (LOCKED),Alvin Kamara (15033487),Colts (15034599) (LOCKED),,
2169371501,NFL $5M Fantasy Football Millionaire [$1M to 1st],89073497,$5,Mitchell Trubisky (15033420) (LOCKED),Christian McCaffrey (15033483) (LOCKED),Boston Scott (15033541) (LOCKED),Ted Ginn Jr. (15033975) (LOCKED),Marvin Jones Jr. (15033851) (LOCKED),Darnell Mooney (15034079) (LOCKED),George Kittle (15034307),Alvin Kamara (15033487),Patriots (15034597) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,RB,Ty'Son Williams (15033793) (LOCKED),Ty'Son Williams,15033793,RB/FLEX,4000,In Progress,BAL,0
,,,,,,,,,,,,,,RB,Bronson Rechsteiner (15033795) (LOCKED),Bronson Rechsteiner,15033795,RB/FLEX,4000,In Progress,BAL,0
,,,,,,,,,,,,,,RB,Patrick Ricard (15033797) (LOCKED),Patrick Ricard,15033797,RB/FLEX,4000,In Progress,BAL,1.1
,,,,,,,,,,,,,,WR,Willie Snead IV (15033947) (LOCKED),Willie Snead IV,15033947,WR/FLEX,4000,In Progress,BAL,6.28
,,,,,,,,,,,,,,QB,Garrett Gilbert (15034617) (LOCKED),Garrett Gilbert,15034617,QB,4000,In Progress,CLE,-0.06
,,,,,,,,,,,,,,QB,Davis Webb (15033450) (LOCKED),Davis Webb,15033450,QB,4000,In Progress,BUF,0
,,,,,,,,,,,,,,QB,David Fales (15033464) (LOCKED),David Fales,15033464,QB,4000,In Progress,NYJ,0
,,,,,,,,,,,,,,QB,James Morgan (15033465) (LOCKED),James Morgan,15033465,QB,4000,In Progress,NYJ,0
,,,,,,,,,,,,,,QB,Mike White (15033466) (LOCKED),Mike White,15033466,QB,4000,In Progress,NYJ,0
,,,,,,,,,,,,,,RB,Frank Gore (15033587) (LOCKED),Frank Gore,15033587,RB/FLEX,4000,In Progress,NYJ,5.89
,,,,,,,,,,,,,,RB,T.J. Yeldon (15033607) (LOCKED),T.J. Yeldon,15033607,RB/FLEX,4000,In Progress,BUF,5.12
,,,,,,,,,,,,,,RB,La'Mical Perine (15033611) (LOCKED),La'Mical Perine,15033611,RB/FLEX,4000,In Progress,NYJ,0
,,,,,,,,,,,,,,RB,Taiwan Jones (15033655) (LOCKED),Taiwan Jones,15033655,RB/FLEX,4000,In Progress,BUF,0.98
,,,,,,,,,,,,,,RB,Christian Wade (15033657) (LOCKED),Christian Wade,15033657,RB/FLEX,4000,In Progress,BUF,0
,,,,,,,,,,,,,,RB,Reggie Gilliam (15033659) (LOCKED),Reggie Gilliam,15033659,RB/FLEX,4000,In Progress,BUF,0
,,,,,,,,,,,,,,RB,Patrick DiMarco (15033661) (LOCKED),Patrick DiMarco,15033661,RB/FLEX,4000,In Progress,BUF,0.58
,,,,,,,,,,,,,,RB,Kenneth Dixon (15033731) (LOCKED),Kenneth Dixon,15033731,RB/FLEX,4000,In Progress,NYJ,0
,,,,,,,,,,,,,,RB,Josh Adams (15033733) (LOCKED),Josh Adams,15033733,RB/FLEX,4000,In Progress,NYJ,0.4
,,,,,,,,,,,,,,QB,Nathan Peterman (15033457) (LOCKED),Nathan Peterman,15033457,QB,4000,In Progress,LV,0
,,,,,,,,,,,,,,QB,P.J. Walker (15033478) (LOCKED),P.J. Walker,15033478,QB,4000,In Progress,CAR,0
,,,,,,,,,,,,,,RB,Mike Davis (15033627) (LOCKED),Mike Davis,15033627,RB/FLEX,4000,In Progress,CAR,0.99
,,,,,,,,,,,,,,RB,Devontae Booker (15033701) (LOCKED),Devontae Booker,15033701,RB/FLEX,4000,In Progress,LV,0.79
,,,,,,,,,,,,,,RB,Rod Smith (15033703) (LOCKED),Rod Smith,15033703,RB/FLEX,4000,In Progress,LV,0
,,,,,,,,,,,,,,RB,William Stanback (15033705) (LOCKED),William Stanback,15033705,RB/FLEX,4000,In Progress,LV,0
,,,,,,,,,,,,,,RB,Alec Ingold (15033707) (LOCKED),Alec Ingold,15033707,RB/FLEX,4000,In Progress,LV,1.13
,,,,,,,,,,,,,,RB,Trenton Cannon (15033777) (LOCKED),Trenton Cannon,15033777,RB/FLEX,4000,In Progress,CAR,0
,,,,,,,,,,,,,,RB,Jordan Scarlett (15033779) (LOCKED),Jordan Scarlett,15033779,RB/FLEX,4000,In Progress,CAR,0.1
,,,,,,,,,,,,,,RB,Alex Armah (15033781) (LOCKED),Alex Armah,15033781,RB/FLEX,4000,In Progress,CAR,0.61
,,,,,,,,,,,,,,QB,Brandon Allen (15033452),Brandon Allen,15033452,QB,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,11.5
,,,,,,,,,,,,,,QB,Jake Dolegala (15033453),Jake Dolegala,15033453,QB,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,QB,Easton Stick (15033470),Easton Stick,15033470,QB,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,RB,Rodney Anderson (15033619),Rodney Anderson,15033619,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,RB,Trayveon Williams (15033665),Trayveon Williams,15033665,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,RB,Samaje Perine (15033667),Samaje Perine,15033667,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0.23
,,,,,,,,,,,,,,RB,Jacques Patrick (15033669),Jacques Patrick,15033669,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,CIN,0
,,,,,,,,,,,,,,RB,Darius Bradwell (15033747),Darius Bradwell,15033747,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,RB,Derrick Gore (15033749),Derrick Gore,15033749,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,RB,Troymaine Pope (15033751),Troymaine Pope,15033751,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0.74
,,,,,,,,,,,,,,RB,Bobby Holly (15033753),Bobby Holly,15033753,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,RB,Gabe Nabers (15033755),Gabe Nabers,15033755,RB/FLEX,4000,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,QB,Chris Streveler (15033469),Chris Streveler,15033469,QB,4000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,QB,Nick Mullens (15033471),Nick Mullens,15033471,QB,4000,ARI@SF 09/13/2020 04:25PM ET,SF,-0.3
,,,,,,,,,,,,,,QB,C.J. Beathard (15033472),C.J. Beathard,15033472,QB,4000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,RB,Eno Benjamin (15033589),Eno Benjamin,15033589,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,RB,Jerick McKinnon (15033603),Jerick McKinnon,15033603,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,RB,Jeff Wilson Jr. (15033623),Jeff Wilson Jr.,15033623,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,4.54
,,,,,,,,,,,,,,RB,Kyle Juszczyk (15033639),Kyle Juszczyk,15033639,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,4.23
,,,,,,,,,,,,,,RB,D.J. Foster (15033741),D.J. Foster,15033741,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,RB,Jonathan Ward (15033743),Jonathan Ward,15033743,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,RB,Sirgeo Hoffman (15033745),Sirgeo Hoffman,15033745,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,ARI,0
,,,,,,,,,,,,,,RB,JaMycal Hasty (15033757),JaMycal Hasty,15033757,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,RB,Salvon Ahmed (15033759),Salvon Ahmed,15033759,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,RB,Josh Hokit (15033761),Josh Hokit,15033761,RB/FLEX,4000,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,WR,Jakeem Grant (15033951) (LOCKED),Jakeem Grant,15033951,WR/FLEX,3900,In Progress,MIA,4.69
,,,,,,,,,,,,,,WR,Marvin Hall (15033949) (LOCKED),Marvin Hall,15033949,WR/FLEX,3900,In Progress,DET,4.42
,,,,,,,,,,,,,,WR,JJ Arcega-Whiteside (15033953) (LOCKED),JJ Arcega-Whiteside,15033953,WR/FLEX,3900,In Progress,PHI,1.94
,,,,,,,,,,,,,,WR,Parris Campbell (15033959) (LOCKED),Parris Campbell,15033959,WR/FLEX,3900,In Progress,IND,5.59
,,,,,,,,,,,,,,TE,Dawson Knox (15034333) (LOCKED),Dawson Knox,15034333,TE/FLEX,3900,In Progress,BUF,5.13
,,,,,,,,,,,,,,WR,Joe Reed (15033955),Joe Reed,15033955,WR/FLEX,3900,LAC@CIN 09/13/2020 04:05PM ET,LAC,0
,,,,,,,,,,,,,,WR,Trent Taylor (15033957),Trent Taylor,15033957,WR/FLEX,3900,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,TE,Jimmy Graham (15034335) (LOCKED),Jimmy Graham,15034335,TE/FLEX,3800,In Progress,CHI,6.58
,,,,,,,,,,,,,,WR,Justin Watson (15033967),Justin Watson,15033967,WR/FLEX,3800,TB@NO 09/13/2020 04:25PM ET,TB,2.68
,,,,,,,,,,,,,,WR,Trey Quinn (15033969) (LOCKED),Trey Quinn,15033969,WR/FLEX,3800,In Progress,WAS,4.4
,,,,,,,,,,,,,,WR,Tajae Sharpe (15033965) (LOCKED),Tajae Sharpe,15033965,WR/FLEX,3800,In Progress,MIN,4.64
,,,,,,,,,,,,,,WR,Keelan Cole (15033973) (LOCKED),Keelan Cole,15033973,WR/FLEX,3800,In Progress,JAX,4.92
,,,,,,,,,,,,,,WR,Nelson Agholor (15033963) (LOCKED),Nelson Agholor,15033963,WR/FLEX,3800,In Progress,LV,8.91
,,,,,,,,,,,,,,WR,Seth Roberts (15033971) (LOCKED),Seth Roberts,15033971,WR/FLEX,3800,In Progress,CAR,3.83
,,,,,,,,,,,,,,WR,Auden Tate (15033961),Auden Tate,15033961,WR/FLEX,3800,LAC@CIN 09/13/2020 04:05PM ET,CIN,8.54
,,,,,,,,,,,,,,TE,C.J. Uzomah (15034337),C.J. Uzomah,15034337,TE/FLEX,3800,LAC@CIN 09/13/2020 04:05PM ET,CIN,3.95
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (15033975) (LOCKED),Ted Ginn Jr.,15033975,WR/FLEX,3700,In Progress,CHI,5.39
,,,,,,,,,,,,,,TE,O.J. Howard (15034341),O.J. Howard,15034341,TE/FLEX,3700,TB@NO 09/13/2020 04:25PM ET,TB,6.06
,,,,,,,,,,,,,,WR,Josh Gordon (15314171) (LOCKED),Josh Gordon,15314171,WR/FLEX,3700,In Progress,SEA,6.79
,,,,,,,,,,,,,,WR,Jake Kumerow (15033979) (LOCKED),Jake Kumerow,15033979,WR/FLEX,3700,In Progress,GB,2.7
,,,,,,,,,,,,,,TE,Kyle Rudolph (15034339) (LOCKED),Kyle Rudolph,15034339,TE/FLEX,3700,In Progress,MIN,7.18
,,,,,,,,,,,,,,WR,Donovan Peoples-Jones (15033977) (LOCKED),Donovan Peoples-Jones,15033977,WR/FLEX,3700,In Progress,CLE,0
,,,,,,,,,,,,,,WR,Vyncint Smith (15033981) (LOCKED),Vyncint Smith,15033981,WR/FLEX,3700,In Progress,NYJ,3.82
,,,,,,,,,,,,,,DST,Bills  (15034593) (LOCKED),Bills ,15034593,DST,3700,In Progress,BUF,8.41
,,,,,,,,,,,,,,WR,Dante Pettis (15033983),Dante Pettis,15033983,WR/FLEX,3700,ARI@SF 09/13/2020 04:25PM ET,SF,3.14
,,,,,,,,,,,,,,WR,Isaiah Ford (15033993) (LOCKED),Isaiah Ford,15033993,WR/FLEX,3600,In Progress,MIA,6.06
,,,,,,,,,,,,,,WR,David Moore (15033991) (LOCKED),David Moore,15033991,WR/FLEX,3600,In Progress,SEA,4.31
,,,,,,,,,,,,,,DST,Eagles  (15034594) (LOCKED),Eagles ,15034594,DST,3600,In Progress,PHI,6.88
,,,,,,,,,,,,,,TE,Jace Sternberger (15034345) (LOCKED),Jace Sternberger,15034345,TE/FLEX,3600,In Progress,GB,1.31
,,,,,,,,,,,,,,TE,Jack Doyle (15034347) (LOCKED),Jack Doyle,15034347,TE/FLEX,3600,In Progress,IND,6.99
,,,,,,,,,,,,,,TE,David Njoku (15034343) (LOCKED),David Njoku,15034343,TE/FLEX,3600,In Progress,CLE,3.78
,,,,,,,,,,,,,,WR,Isaiah McKenzie (15033985) (LOCKED),Isaiah McKenzie,15033985,WR/FLEX,3600,In Progress,BUF,4.35
,,,,,,,,,,,,,,WR,Alex Erickson (15033987),Alex Erickson,15033987,WR/FLEX,3600,LAC@CIN 09/13/2020 04:05PM ET,CIN,6.33
,,,,,,,,,,,,,,WR,Andy Isabella (15033989),Andy Isabella,15033989,WR/FLEX,3600,ARI@SF 09/13/2020 04:25PM ET,ARI,2.36
,,,,,,,,,,,,,,WR,Jakobi Meyers (15034003) (LOCKED),Jakobi Meyers,15034003,WR/FLEX,3500,In Progress,NE,4.13
,,,,,,,,,,,,,,TE,Devin Asiasi (15034349) (LOCKED),Devin Asiasi,15034349,TE/FLEX,3500,In Progress,NE,0
,,,,,,,,,,,,,,WR,Laquon Treadwell (15033995) (LOCKED),Laquon Treadwell,15033995,WR/FLEX,3500,In Progress,ATL,2.39
,,,,,,,,,,,,,,TE,Jeremy Sprinkle (15034353) (LOCKED),Jeremy Sprinkle,15034353,TE/FLEX,3500,In Progress,WAS,3.51
,,,,,,,,,,,,,,WR,Equanimeous St. Brown (15033997) (LOCKED),Equanimeous St. Brown,15033997,WR/FLEX,3500,In Progress,GB,0
,,,,,,,,,,,,,,WR,Chad Beebe (15034001) (LOCKED),Chad Beebe,15034001,WR/FLEX,3500,In Progress,MIN,3
,,,,,,,,,,,,,,WR,Zay Jones (15033999) (LOCKED),Zay Jones,15033999,WR/FLEX,3500,In Progress,LV,3.26
,,,,,,,,,,,,,,TE,Dan Arnold (15034351),Dan Arnold,15034351,TE/FLEX,3500,ARI@SF 09/13/2020 04:25PM ET,ARI,6.54
,,,,,,,,,,,,,,DST,49ers  (15034595),49ers ,15034595,DST,3500,ARI@SF 09/13/2020 04:25PM ET,SF,10.16
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (15034005) (LOCKED),Cordarrelle Patterson,15034005,WR/FLEX,3400,In Progress,CHI,2.22
,,,,,,,,,,,,,,TE,Cole Kmet (15034355) (LOCKED),Cole Kmet,15034355,TE/FLEX,3400,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Tyler Johnson (15034011),Tyler Johnson,15034011,WR/FLEX,3400,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,TE,Will Dissly (15034359) (LOCKED),Will Dissly,15034359,TE/FLEX,3400,In Progress,SEA,12.32
,,,,,,,,,,,,,,WR,Dontrelle Inman (15034013) (LOCKED),Dontrelle Inman,15034013,WR/FLEX,3400,In Progress,WAS,4.3
,,,,,,,,,,,,,,TE,Ryan Griffin (15034357) (LOCKED),Ryan Griffin,15034357,TE/FLEX,3400,In Progress,NYJ,7.77
,,,,,,,,,,,,,,WR,Chris Hogan (15314169) (LOCKED),Chris Hogan,15314169,WR/FLEX,3400,In Progress,NYJ,2.1
,,,,,,,,,,,,,,TE,Ian Thomas (15034361) (LOCKED),Ian Thomas,15034361,TE/FLEX,3400,In Progress,CAR,2.22
,,,,,,,,,,,,,,WR,Jason Moore (15034007),Jason Moore,15034007,WR/FLEX,3400,LAC@CIN 09/13/2020 04:05PM ET,LAC,0.63
,,,,,,,,,,,,,,WR,Jauan Jennings (15034009),Jauan Jennings,15034009,WR/FLEX,3400,ARI@SF 09/13/2020 04:25PM ET,SF,0
,,,,,,,,,,,,,,WR,Quintez Cephus (15034017) (LOCKED),Quintez Cephus,15034017,WR/FLEX,3300,In Progress,DET,0
,,,,,,,,,,,,,,DST,Bears  (15034596) (LOCKED),Bears ,15034596,DST,3300,In Progress,CHI,6.56
,,,,,,,,,,,,,,WR,Deonte Harris (15034019),Deonte Harris,15034019,WR/FLEX,3300,TB@NO 09/13/2020 04:25PM ET,NO,1.5
,,,,,,,,,,,,,,TE,Tyler Eifert (15034365) (LOCKED),Tyler Eifert,15034365,TE/FLEX,3300,In Progress,JAX,6.66
,,,,,,,,,,,,,,WR,Damion Ratley (15034015) (LOCKED),Damion Ratley,15034015,WR/FLEX,3300,In Progress,CLE,2.92
,,,,,,,,,,,,,,TE,Nick Boyle (15034367) (LOCKED),Nick Boyle,15034367,TE/FLEX,3300,In Progress,BAL,4.42
,,,,,,,,,,,,,,TE,Chris Herndon (15034363) (LOCKED),Chris Herndon,15034363,TE/FLEX,3300,In Progress,NYJ,1.7
,,,,,,,,,,,,,,WR,KeeSean Johnson (15034021),KeeSean Johnson,15034021,WR/FLEX,3300,ARI@SF 09/13/2020 04:25PM ET,ARI,4.7
,,,,,,,,,,,,,,WR,Damiere Byrd (15034031) (LOCKED),Damiere Byrd,15034031,WR/FLEX,3200,In Progress,NE,6.63
,,,,,,,,,,,,,,DST,Patriots  (15034597) (LOCKED),Patriots ,15034597,DST,3200,In Progress,NE,13.71
,,,,,,,,,,,,,,WR,Riley Ridley (15034025) (LOCKED),Riley Ridley,15034025,WR/FLEX,3200,In Progress,CHI,2.58
,,,,,,,,,,,,,,TE,Jesse James (15034369) (LOCKED),Jesse James,15034369,TE/FLEX,3200,In Progress,DET,1.89
,,,,,,,,,,,,,,WR,Bennie Fowler III (15034033),Bennie Fowler III,15034033,WR/FLEX,3200,TB@NO 09/13/2020 04:25PM ET,NO,5.79
,,,,,,,,,,,,,,WR,Cody Latimer (15034035) (LOCKED),Cody Latimer,15034035,WR/FLEX,3200,In Progress,WAS,4.4
,,,,,,,,,,,,,,WR,Marcus Johnson (15034027) (LOCKED),Marcus Johnson,15034027,WR/FLEX,3200,In Progress,IND,7.46
,,,,,,,,,,,,,,WR,Andre Roberts (15034023) (LOCKED),Andre Roberts,15034023,WR/FLEX,3200,In Progress,BUF,0.41
,,,,,,,,,,,,,,WR,De'Mornay Pierson-El (15034029) (LOCKED),De'Mornay Pierson-El,15034029,WR/FLEX,3200,In Progress,LV,0
,,,,,,,,,,,,,,TE,Jason Witten (15034371) (LOCKED),Jason Witten,15034371,TE/FLEX,3200,In Progress,LV,8.81
,,,,,,,,,,,,,,TE,Adam Shaheen (15034375) (LOCKED),Adam Shaheen,15034375,TE/FLEX,3100,In Progress,MIA,2.18
,,,,,,,,,,,,,,WR,Javon Wims (15034037) (LOCKED),Javon Wims,15034037,WR/FLEX,3100,In Progress,CHI,2.66
,,,,,,,,,,,,,,WR,Geremy Davis (15034041) (LOCKED),Geremy Davis,15034041,WR/FLEX,3100,In Progress,DET,0.97
,,,,,,,,,,,,,,TE,Irv Smith Jr. (15034377) (LOCKED),Irv Smith Jr.,15034377,TE/FLEX,3100,In Progress,MIN,4.78
,,,,,,,,,,,,,,WR,Taywan Taylor (15034039) (LOCKED),Taywan Taylor,15034039,WR/FLEX,3100,In Progress,CLE,0
,,,,,,,,,,,,,,DST,Ravens  (15034598) (LOCKED),Ravens ,15034598,DST,3100,In Progress,BAL,9.06
,,,,,,,,,,,,,,TE,Drew Sample (15034373),Drew Sample,15034373,TE/FLEX,3100,LAC@CIN 09/13/2020 04:05PM ET,CIN,0.89
,,,,,,,,,,,,,,WR,Richie James Jr. (15034043),Richie James Jr.,15034043,WR/FLEX,3100,ARI@SF 09/13/2020 04:25PM ET,SF,1.44
,,,,,,,,,,,,,,TE,Maxx Williams (15034379),Maxx Williams,15034379,TE/FLEX,3100,ARI@SF 09/13/2020 04:25PM ET,ARI,2.58
,,,,,,,,,,,,,,WR,Travis Fulgham (15034107) (LOCKED),Travis Fulgham,15034107,WR/FLEX,3000,In Progress,GB,0
,,,,,,,,,,,,,,WR,Gary Jennings (15034141) (LOCKED),Gary Jennings,15034141,WR/FLEX,3000,In Progress,MIA,0
,,,,,,,,,,,,,,WR,Mack Hollins (15034143) (LOCKED),Mack Hollins,15034143,WR/FLEX,3000,In Progress,MIA,1.41
,,,,,,,,,,,,,,WR,Kirk Merritt (15034145) (LOCKED),Kirk Merritt,15034145,WR/FLEX,3000,In Progress,MIA,0
,,,,,,,,,,,,,,WR,Matt Cole (15034147) (LOCKED),Matt Cole,15034147,WR/FLEX,3000,In Progress,MIA,0
,,,,,,,,,,,,,,WR,Gunner Olszewski (15034159) (LOCKED),Gunner Olszewski,15034159,WR/FLEX,3000,In Progress,NE,0.55
,,,,,,,,,,,,,,WR,Matthew Slater (15034161) (LOCKED),Matthew Slater,15034161,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Devin Ross (15034163) (LOCKED),Devin Ross,15034163,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Quincy Adeboyejo (15034165) (LOCKED),Quincy Adeboyejo,15034165,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Will Hastings (15034167) (LOCKED),Will Hastings,15034167,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Jeff Thomas (15034169) (LOCKED),Jeff Thomas,15034169,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,TE,Dalton Keene (15034385) (LOCKED),Dalton Keene,15034385,TE/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Isaiah Zuber (15034618) (LOCKED),Isaiah Zuber,15034618,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Reggie Davis (15034073) (LOCKED),Reggie Davis,15034073,WR/FLEX,3000,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Trevor Davis (15034075) (LOCKED),Trevor Davis,15034075,WR/FLEX,3000,In Progress,CHI,2.17
,,,,,,,,,,,,,,WR,Thomas Ives (15034077) (LOCKED),Thomas Ives,15034077,WR/FLEX,3000,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Darnell Mooney (15034079) (LOCKED),Darnell Mooney,15034079,WR/FLEX,3000,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Ahmad Wagner (15034081) (LOCKED),Ahmad Wagner,15034081,WR/FLEX,3000,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Chris Lacy (15034103) (LOCKED),Chris Lacy,15034103,WR/FLEX,3000,In Progress,DET,1.29
,,,,,,,,,,,,,,WR,Jamal Agnew (15034105) (LOCKED),Jamal Agnew,15034105,WR/FLEX,3000,In Progress,DET,1.77
,,,,,,,,,,,,,,WR,Victor Bolden (15034109) (LOCKED),Victor Bolden,15034109,WR/FLEX,3000,In Progress,DET,0
,,,,,,,,,,,,,,WR,Tom Kennedy (15034111) (LOCKED),Tom Kennedy,15034111,WR/FLEX,3000,In Progress,DET,0
,,,,,,,,,,,,,,WR,Austin Carr (15034171),Austin Carr,15034171,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,NO,0.32
,,,,,,,,,,,,,,WR,Lil'Jordan Humphrey (15034173),Lil'Jordan Humphrey,15034173,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,WR,Emmanuel Butler (15034175),Emmanuel Butler,15034175,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,WR,Juwan Johnson (15034177),Juwan Johnson,15034177,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,WR,Marquez Callaway (15034179),Marquez Callaway,15034179,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,NO,0
,,,,,,,,,,,,,,WR,John Franklin III (15034245),John Franklin III,15034245,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,Cyril Grayson (15034247),Cyril Grayson,15034247,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0.65
,,,,,,,,,,,,,,WR,Bryant Mitchell (15034249),Bryant Mitchell,15034249,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,Travis Jonsen (15034251),Travis Jonsen,15034251,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,John Hurst (15034253),John Hurst,15034253,WR/FLEX,3000,TB@NO 09/13/2020 04:25PM ET,TB,0
