Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222901953,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dwayne Haskins Jr. (15355549),Ezekiel Elliott (15355596),Aaron Jones (15355604),DeAndre Hopkins (15355830),Diontae Johnson (15355932),Terry McLaurin (15355874),Logan Thomas (15356218),David Johnson (15355618),Dolphins (15356409),,RB,Darrynton Evans (15355784),Darrynton Evans,15355784,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
2222901954,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544),Ezekiel Elliott (15355596),Aaron Jones (15355604),Anthony Miller (15355894),Allen Robinson II (15355850),Darius Slayton (15355900),Chris Herndon (15356226),Jonathan Taylor (15355620),Titans (15356391),,RB,Senorise Perry (15355786),Senorise Perry,15355786,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
2222901955,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Ezekiel Elliott (15355596),Jonathan Taylor (15355620),Tyreek Hill (15355832),Sammy Watkins (15355910),Mike Williams (15355946),Chris Herndon (15356226),David Johnson (15355618),Cowboys (15356399),,RB,Khari Blasingame (15355788),Khari Blasingame,15355788,RB/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,TEN,1.5
2222901956,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Melvin Gordon III (15355634),Aaron Jones (15355604),Michael Gallup (15355882),Julio Jones (15355834),CeeDee Lamb (15355924),Chris Herndon (15356226),Kenyan Drake (15355616),Bills (15356387),,WR,Corey Davis (15355960),Corey Davis,15355960,WR/FLEX,4000,JAX@TEN 09/20/2020 01:00PM ET,TEN,20.1
2222901957,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Ezekiel Elliott (15355596),Jonathan Taylor (15355620),DJ Chark Jr. (15355866),T.Y. Hilton (15355876),Allen Robinson II (15355850),Irv Smith Jr. (15356252),Kenyan Drake (15355616),Packers (15356393),,QB,P.J. Walker (15355586),P.J. Walker,15355586,QB,4000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
2222901958,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Kenyan Drake (15355616),Ezekiel Elliott (15355596),Keenan Allen (15355878),Mecole Hardman (15355976),Diontae Johnson (15355932),Mark Andrews (15356182),Austin Ekeler (15355608),Steelers (15356388),,QB,Ryan Griffin (15355587),Ryan Griffin,15355587,QB,4000,CAR@TB 09/20/2020 01:00PM ET,TB,0
2222901959,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Ezekiel Elliott (15355596),Aaron Jones (15355604),Corey Davis (15355960),T.Y. Hilton (15355876),Adam Thielen (15355836),Kyle Rudolph (15356222),Melvin Gordon III (15355634),Cardinals (15356396),,RB,Ke'Shawn Vaughn (15355696),Ke'Shawn Vaughn,15355696,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,TB,0
2222901960,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Derrick Henry (15355598),Aaron Jones (15355604),Corey Davis (15355960),Julio Jones (15355834),Laviska Shenault Jr. (15355948),Tyler Higbee (15356194),Kenyan Drake (15355616),Buccaneers (15356397),,RB,LeSean McCoy (15355698),LeSean McCoy,15355698,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,TB,1.2
2222901961,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Derrick Henry (15355598),Aaron Jones (15355604),Parris Campbell (15355930),Michael Gallup (15355882),CeeDee Lamb (15355924),Hayden Hurst (15356196),David Johnson (15355618),Cardinals (15356396),,RB,Mike Davis (15355766),Mike Davis,15355766,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
2222901962,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Todd Gurley II (15355612),Derrick Henry (15355598),Davante Adams (15355828),Quintez Cephus (15355974),Allen Lazard (15355890),Chris Herndon (15356226),Kenyan Drake (15355616),Eagles (15356400),,RB,Trenton Cannon (15355768),Trenton Cannon,15355768,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,CAR,0
2222901963,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Philip Rivers (15355537),Todd Gurley II (15355612),Derrick Henry (15355598),Parris Campbell (15355930),T.Y. Hilton (15355876),Adam Thielen (15355836),Chris Herndon (15356226),Kenyan Drake (15355616),Packers (15356393),,RB,Alex Armah (15355770),Alex Armah,15355770,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,CAR,0.1
2222901964,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Todd Gurley II (15355612),Derrick Henry (15355598),Parris Campbell (15355930),DJ Chark Jr. (15355866),Corey Davis (15355960),Zach Ertz (15356184),Kenyan Drake (15355616),Bills (15356387),,RB,T.J. Logan (15355772),T.J. Logan,15355772,RB/FLEX,4000,CAR@TB 09/20/2020 01:00PM ET,TB,0
2222901965,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Todd Gurley II (15355612),Derrick Henry (15355598),Keenan Allen (15355878),Mecole Hardman (15355976),Robert Woods (15355852),Hunter Henry (15356190),Jonathan Taylor (15355620),49ers (15356386),,QB,Josh Dobbs (15355585),Josh Dobbs,15355585,QB,4000,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
2222901966,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Aaron Jones (15355604),Ronald Jones II (15355636),Amari Cooper (15355854),Michael Gallup (15355882),Diontae Johnson (15355932),Hayden Hurst (15356196),Kenyan Drake (15355616),49ers (15356386),,RB,Anthony McFarland Jr. (15355758),Anthony McFarland Jr.,15355758,RB/FLEX,4000,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
2222901967,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Derrick Henry (15355598),Kerryon Johnson (15355818),Davante Adams (15355828),Parris Campbell (15355930),Marquez Valdes-Scantling (15355926),Hayden Hurst (15356196),Kenyan Drake (15355616),Titans (15356391),,RB,Jaylen Samuels (15355760),Jaylen Samuels,15355760,RB/FLEX,4000,DEN@PIT 09/20/2020 01:00PM ET,PIT,1.3
2222901968,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Melvin Gordon III (15355634),Derrick Henry (15355598),Cooper Kupp (15355842),CeeDee Lamb (15355924),Robert Woods (15355852),Dallas Goedert (15356192),Kenyan Drake (15355616),Giants (15356404),,RB,Derek Watt (15355762),Derek Watt,15355762,RB/FLEX,4000,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
2222901969,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Todd Gurley II (15355612),Derrick Henry (15355598),T.Y. Hilton (15355876),Diontae Johnson (15355932),Robert Woods (15355852),Tyler Higbee (15356194),Miles Sanders (15355614),Buccaneers (15356397),,RB,Royce Freeman (15355764),Royce Freeman,15355764,RB/FLEX,4000,DEN@PIT 09/20/2020 01:00PM ET,DEN,2.2
2222901970,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Derrick Henry (15355598),Aaron Jones (15355604),Allen Robinson II (15355850),Sammy Watkins (15355910),Mike Williams (15355946),Hunter Henry (15356190),Todd Gurley II (15355612),Cardinals (15356396),,QB,Ben DiNucci (15355584),Ben DiNucci,15355584,QB,4000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
2222901971,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Todd Gurley II (15355612),Derrick Henry (15355598),Marquise Brown (15355862),Parris Campbell (15355930),Diontae Johnson (15355932),Jordan Akins (15356230),Mark Andrews (15356182),Cardinals (15356396),,RB,Rico Dowdle (15355748),Rico Dowdle,15355748,RB/FLEX,4000,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
2222901972,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Todd Gurley II (15355612),Derrick Henry (15355598),Parris Campbell (15355930),Diontae Johnson (15355932),Mike Williams (15355946),Travis Kelce (15356178),Austin Ekeler (15355608),49ers (15356386),,RB,Brian Hill (15355750),Brian Hill,15355750,RB/FLEX,4000,ATL@DAL 09/20/2020 01:00PM ET,ATL,4
2222901973,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Derrick Henry (15355598),Miles Sanders (15355614),Amari Cooper (15355854),DeSean Jackson (15355896),Diontae Johnson (15355932),Tyler Higbee (15356194),Kenyan Drake (15355616),Titans (15356391),,RB,Ito Smith (15355752),Ito Smith,15355752,RB/FLEX,4000,ATL@DAL 09/20/2020 01:00PM ET,ATL,3.6
2222901974,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Todd Gurley II (15355612),Derrick Henry (15355598),Tyreek Hill (15355832),Demarcus Robinson (15356000),Mike Williams (15355946),Chris Herndon (15356226),Kenyan Drake (15355616),Steelers (15356388),,RB,Qadree Ollison (15355754),Qadree Ollison,15355754,RB/FLEX,4000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
2222901975,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Kenyan Drake (15355616),Derrick Henry (15355598),Davante Adams (15355828),Danny Amendola (15355914),Marvin Jones Jr. (15355880),Chris Herndon (15356226),David Johnson (15355618),Panthers (15356407),,RB,Keith Smith (15355756),Keith Smith,15355756,RB/FLEX,4000,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
2222901976,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Derrick Henry (15355598),Aaron Jones (15355604),Keenan Allen (15355878),Michael Gallup (15355882),Demarcus Robinson (15356000),Hunter Henry (15356190),Kenyan Drake (15355616),Steelers (15356388),,QB,Jacob Eason (15355583),Jacob Eason,15355583,QB,4000,MIN@IND 09/20/2020 01:00PM ET,IND,0
2222901977,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Todd Gurley II (15355612),Derrick Henry (15355598),Davante Adams (15355828),Danny Amendola (15355914),Marquez Valdes-Scantling (15355926),Logan Thomas (15356218),Melvin Gordon III (15355634),Rams (15356398),,RB,Ameer Abdullah (15355738),Ameer Abdullah,15355738,RB/FLEX,4000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
2222901978,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Kenyan Drake (15355616),Derrick Henry (15355598),Tyreek Hill (15355832),Diontae Johnson (15355932),CeeDee Lamb (15355924),Hunter Henry (15356190),Austin Ekeler (15355608),Colts (15356403),,RB,Mike Boone (15355740),Mike Boone,15355740,RB/FLEX,4000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
2222901979,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Derrick Henry (15355598),Aaron Jones (15355604),CeeDee Lamb (15355924),Greg Ward (15355950),Robert Woods (15355852),Tyler Higbee (15356194),Jonathan Taylor (15355620),Titans (15356391),,RB,C.J. Ham (15355742),C.J. Ham,15355742,RB/FLEX,4000,MIN@IND 09/20/2020 01:00PM ET,MIN,0
2222901980,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Mitchell Trubisky (15355544),Todd Gurley II (15355612),Derrick Henry (15355598),Diontae Johnson (15355932),Anthony Miller (15355894),Allen Robinson II (15355850),Evan Engram (15356186),Kenyan Drake (15355616),Vikings (15356394),,RB,Jordan Wilkins (15355744),Jordan Wilkins,15355744,RB/FLEX,4000,MIN@IND 09/20/2020 01:00PM ET,IND,0
2222901981,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Melvin Gordon III (15355634),Derrick Henry (15355598),Miles Boykin (15355952),Brandin Cooks (15355902),CeeDee Lamb (15355924),Mark Andrews (15356182),Kenyan Drake (15355616),Rams (15356398),,RB,Bruce Anderson III (15355746),Bruce Anderson III,15355746,RB/FLEX,4000,MIN@IND 09/20/2020 01:00PM ET,IND,0
2222901982,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Todd Gurley II (15355612),Derrick Henry (15355598),DeSean Jackson (15355896),Diontae Johnson (15355932),Robert Woods (15355852),Zach Ertz (15356184),Ronald Jones II (15355636),Vikings (15356394),,RB,Patrick Laird (15355728),Patrick Laird,15355728,RB/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,MIA,2.9
2222901983,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Todd Gurley II (15355612),Derrick Henry (15355598),Diontae Johnson (15355932),Cooper Kupp (15355842),Jalen Reagor (15355956),Dallas Goedert (15356192),Kenyan Drake (15355616),Steelers (15356388),,RB,Malcolm Perry (15355730),Malcolm Perry,15355730,RB/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
2222901984,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Derrick Henry (15355598),Aaron Jones (15355604),Parris Campbell (15355930),Adam Thielen (15355836),Robert Woods (15355852),Irv Smith Jr. (15356252),Todd Gurley II (15355612),Jets (15356411),,RB,Chandler Cox (15355732),Chandler Cox,15355732,RB/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
2222901985,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Matthew Stafford (15355533),Todd Gurley II (15355612),Derrick Henry (15355598),Davante Adams (15355828),Diontae Johnson (15355932),Marvin Jones Jr. (15355880),T.J. Hockenson (15356188),Antonio Gibson (15355686),Jets (15356411),,RB,T.J. Yeldon (15355734),T.J. Yeldon,15355734,RB/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
2222901986,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Todd Gurley II (15355612),Derrick Henry (15355598),Miles Boykin (15355952),Marquise Brown (15355862),Will Fuller V (15355858),Chris Herndon (15356226),Melvin Gordon III (15355634),Eagles (15356400),,RB,Taiwan Jones (15355736),Taiwan Jones,15355736,RB/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
2222901987,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Derrick Henry (15355598),Aaron Jones (15355604),Amari Cooper (15355854),Russell Gage (15355912),Michael Gallup (15355882),Chris Herndon (15356226),Miles Sanders (15355614),Dolphins (15356409),,TE,Mike Gesicki (15356208),Mike Gesicki,15356208,TE/FLEX,4000,BUF@MIA 09/20/2020 01:00PM ET,MIA,6
2222901988,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Cam Akers (15355668),Derrick Henry (15355598),Michael Gallup (15355882),Diontae Johnson (15355932),Robert Woods (15355852),Zach Ertz (15356184),Kenyan Drake (15355616),Steelers (15356388),,QB,Chris Streveler (15355582),Chris Streveler,15355582,QB,4000,WAS@ARI 09/20/2020 04:05PM ET,ARI,0.3
2222901989,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tyrod Taylor (15355546),Dalvin Cook (15355600),Derrick Henry (15355598),Keenan Allen (15355878),Sammy Watkins (15355910),Mike Williams (15355946),Hayden Hurst (15356196),Kenyan Drake (15355616),49ers (15356386),,RB,Bryce Love (15355722),Bryce Love,15355722,RB/FLEX,4000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
2222901990,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Todd Gurley II (15355612),Derrick Henry (15355598),Cooper Kupp (15355842),Breshad Perriman (15355972),Robert Woods (15355852),Zach Ertz (15356184),Jonathan Taylor (15355620),Jets (15356411),,RB,Eno Benjamin (15355724),Eno Benjamin,15355724,RB/FLEX,4000,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
2222901991,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Derrick Henry (15355598),Jonathan Taylor (15355620),Diontae Johnson (15355932),Cooper Kupp (15355842),Jalen Reagor (15355956),Tyler Higbee (15356194),Austin Ekeler (15355608),49ers (15356386),,RB,D.J. Foster (15355726),D.J. Foster,15355726,RB/FLEX,4000,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
2222901992,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Derrick Henry (15355598),James Robinson (15355680),Diontae Johnson (15355932),Calvin Ridley (15355840),Robert Woods (15355852),Jonnu Smith (15356204),Kenyan Drake (15355616),49ers (15356386),,QB,Easton Stick (15355581),Easton Stick,15355581,QB,4000,KC@LAC 09/20/2020 04:25PM ET,LAC,0
2222901993,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Todd Gurley II (15355612),Derrick Henry (15355598),T.Y. Hilton (15355876),Justin Jefferson (15355934),Adam Thielen (15355836),Logan Thomas (15356218),Melvin Gordon III (15355634),49ers (15356386),,RB,Justin Jackson (15355712),Justin Jackson,15355712,RB/FLEX,4000,KC@LAC 09/20/2020 04:25PM ET,LAC,0.4
2222901994,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Todd Gurley II (15355612),Derrick Henry (15355598),Parris Campbell (15355930),Mike Evans (15355848),Curtis Samuel (15355922),Rob Gronkowski (15356206),Kenyan Drake (15355616),Steelers (15356388),,RB,Gabe Nabers (15355714),Gabe Nabers,15355714,RB/FLEX,4000,KC@LAC 09/20/2020 04:25PM ET,LAC,0
2222901995,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Todd Gurley II (15355612),Derrick Henry (15355598),Michael Pittman Jr. (15355998),Allen Robinson II (15355850),Adam Thielen (15355836),Kyle Rudolph (15356222),Kenyan Drake (15355616),Ravens (15356390),,RB,Darrel Williams (15355716),Darrel Williams,15355716,RB/FLEX,4000,KC@LAC 09/20/2020 04:25PM ET,KC,5
2222901996,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Kenyan Drake (15355616),Derrick Henry (15355598),Marquise Brown (15355862),Parris Campbell (15355930),CeeDee Lamb (15355924),Darren Fells (15356232),Mark Ingram II (15355626),49ers (15356386),,RB,Darwin Thompson (15355718),Darwin Thompson,15355718,RB/FLEX,4000,KC@LAC 09/20/2020 04:25PM ET,KC,0
2222901997,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Patrick Mahomes (15355525),Melvin Gordon III (15355634),Derrick Henry (15355598),Parris Campbell (15355930),Sammy Watkins (15355910),Mike Williams (15355946),Travis Kelce (15356178),Kenyan Drake (15355616),Cowboys (15356399),,RB,Anthony Sherman (15355720),Anthony Sherman,15355720,RB/FLEX,4000,KC@LAC 09/20/2020 04:25PM ET,KC,0.2
2222901998,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Austin Ekeler (15355608),David Johnson (15355618),Amari Cooper (15355854),Diontae Johnson (15355932),Julio Jones (15355834),Chris Herndon (15356226),Michael Gallup (15355882),Bears (15356389),,QB,Trace McSorley (15355580),Trace McSorley,15355580,QB,4000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
2222901999,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Jared Goff (15355541),Saquon Barkley (15355594),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Robert Woods (15355852),Chris Herndon (15356226),Todd Gurley II (15355612),Steelers (15356388),,RB,Gus Edwards (15355700),Gus Edwards,15355700,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,BAL,1.7
2222902000,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Melvin Gordon III (15355634),Todd Gurley II (15355612),Marquise Brown (15355862),Randall Cobb (15355936),Corey Davis (15355960),Mark Andrews (15356182),Kenyan Drake (15355616),Bears (15356389),,RB,Justice Hill (15355702),Justice Hill,15355702,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
2222902001,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Ryan Tannehill (15355538),Saquon Barkley (15355594),Todd Gurley II (15355612),Davante Adams (15355828),Chris Conley (15355994),Corey Davis (15355960),Jonnu Smith (15356204),Kenyan Drake (15355616),Steelers (15356388),,RB,Patrick Ricard (15355704),Patrick Ricard,15355704,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0.8
2222902002,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Saquon Barkley (15355594),Melvin Gordon III (15355634),Parris Campbell (15355930),Amari Cooper (15355854),CeeDee Lamb (15355924),Hayden Hurst (15356196),Kenyan Drake (15355616),Ravens (15356390),,RB,Duke Johnson (15355706),Duke Johnson,15355706,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,HOU,1.4
2222902003,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Tom Brady (15355530),Todd Gurley II (15355612),Aaron Jones (15355604),Mike Evans (15355848),Diontae Johnson (15355932),DJ Moore (15355856),O.J. Howard (15356210),Kenyan Drake (15355616),Packers (15356393),,RB,Buddy Howell (15355708),Buddy Howell,15355708,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
2222902004,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Aaron Jones (15355604),Miles Sanders (15355614),Amari Cooper (15355854),Julio Jones (15355834),CeeDee Lamb (15355924),Logan Thomas (15356218),David Johnson (15355618),Jaguars (15356405),,RB,Cullen Gillaspia (15355710),Cullen Gillaspia,15355710,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
2222902005,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Dak Prescott (15355527),Dalvin Cook (15355600),Miles Sanders (15355614),Amari Cooper (15355854),CeeDee Lamb (15355924),Calvin Ridley (15355840),Chris Herndon (15356226),Kenyan Drake (15355616),Broncos (15356402),,RB,Scottie Phillips (15355826),Scottie Phillips,15355826,RB/FLEX,4000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
2222902006,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Todd Gurley II (15355612),Aaron Jones (15355604),Miles Boykin (15355952),Marquise Brown (15355862),T.Y. Hilton (15355876),Darren Fells (15356232),Kenyan Drake (15355616),Titans (15356391),,WR,Jalen Hurd (15355970),Jalen Hurd,15355970,WR/FLEX,3900,SF@NYJ 09/20/2020 01:00PM ET,SF,0
2222902007,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Todd Gurley II (15355612),Jonathan Taylor (15355620),Miles Boykin (15355952),Will Fuller V (15355858),Diontae Johnson (15355932),Mark Andrews (15356182),Kenyan Drake (15355616),Falcons (15356401),,WR,Dede Westbrook (15355964),Dede Westbrook,15355964,WR/FLEX,3900,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
2222902008,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Aaron Rodgers (15355526),Melvin Gordon III (15355634),Jonathan Taylor (15355620),Davante Adams (15355828),Allen Lazard (15355890),Mike Williams (15355946),T.J. Hockenson (15356188),Kenyan Drake (15355616),Titans (15356391),,TE,O.J. Howard (15356210),O.J. Howard,15356210,TE/FLEX,3900,CAR@TB 09/20/2020 01:00PM ET,TB,13.6
2222902009,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Carson Wentz (15355535),Todd Gurley II (15355612),Aaron Jones (15355604),Corey Davis (15355960),DeSean Jackson (15355896),Cooper Kupp (15355842),Zach Ertz (15356184),Kenyan Drake (15355616),Titans (15356391),,WR,Olabisi Johnson (15355966),Olabisi Johnson,15355966,WR/FLEX,3900,MIN@IND 09/20/2020 01:00PM ET,MIN,8.6
2222902010,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Lamar Jackson (15355524),Kenyan Drake (15355616),Aaron Jones (15355604),Parris Campbell (15355930),Randall Cobb (15355936),Diontae Johnson (15355932),Mark Andrews (15356182),J.K. Dobbins (15355640),49ers (15356386),,WR,Jakeem Grant (15355968),Jakeem Grant,15355968,WR/FLEX,3900,BUF@MIA 09/20/2020 01:00PM ET,MIA,5.5
2222902011,NFL $125K mini-MAX [150 Entry Max],92057388,$0.50,Kirk Cousins (15355536),Aaron Jones (15355604),Jonathan Taylor (15355620),Julio Jones (15355834),CeeDee Lamb (15355924),Adam Thielen (15355836),Kyle Rudolph (15356222),Kenyan Drake (15355616),Eagles (15356400),,DST,Bills  (15356387),Bills ,15356387,DST,3900,BUF@MIA 09/20/2020 01:00PM ET,BUF,8
